% run    par  time               x                   y
  1      1    0.35618E-02    0.1325288492E+01   -0.2224576821E-02


% run    par  time               x                   y
  2      1    0.71237E-02    0.1700721097E+01   -0.1583962484E+00


% run    par  time               x                   y
  3      1    0.10685E-01    0.1995564679E+01   -0.2074086412E+00


% run    par  time               x                   y
  4      1    0.14247E-01    0.2158623701E+01   -0.2863229220E+00


% run    par  time               x                   y
  5      1    0.17809E-01    0.2496284992E+01   -0.5192561220E+00


% run    par  time               x                   y
  6      1    0.21371E-01    0.2814158887E+01   -0.4324268399E+00


% run    par  time               x                   y
  7      1    0.24933E-01    0.2719943170E+01   -0.6782981780E+00


% run    par  time               x                   y
  8      1    0.28495E-01    0.2522038305E+01   -0.7101213477E+00


% run    par  time               x                   y
  9      1    0.32056E-01    0.2550919925E+01   -0.8965025557E+00


% run    par  time               x                   y
 10      1    0.35618E-01    0.2348012777E+01   -0.8392176885E+00


% run    par  time               x                   y
 11      1    0.39180E-01    0.2305281600E+01   -0.5639455361E+00


% run    par  time               x                   y
 12      1    0.42742E-01    0.2321092600E+01   -0.8108548965E+00


% run    par  time               x                   y
 13      1    0.46304E-01    0.2219085244E+01   -0.1029987635E+01


% run    par  time               x                   y
 14      1    0.49866E-01    0.2466615108E+01   -0.8432120815E+00


% run    par  time               x                   y
 15      1    0.53427E-01    0.2407631901E+01   -0.6401357118E+00


% run    par  time               x                   y
 16      1    0.56989E-01    0.2088049204E+01   -0.7081182376E+00


% run    par  time               x                   y
 17      1    0.60551E-01    0.2005226981E+01   -0.1013328598E+01


% run    par  time               x                   y
 18      1    0.64113E-01    0.2326682915E+01   -0.1238110496E+01


% run    par  time               x                   y
 19      1    0.67675E-01    0.2639175629E+01   -0.1332370031E+01


% run    par  time               x                   y
 20      1    0.71237E-01    0.2511655616E+01   -0.1729835284E+01


% run    par  time               x                   y
 21      1    0.74798E-01    0.2464486275E+01   -0.1526202927E+01


% run    par  time               x                   y
 22      1    0.78360E-01    0.2364984992E+01   -0.1797119502E+01


% run    par  time               x                   y
 23      1    0.81922E-01    0.2618882303E+01   -0.1723975712E+01


% run    par  time               x                   y
 24      1    0.85484E-01    0.2485133111E+01   -0.2042616911E+01


% run    par  time               x                   y
 25      1    0.89046E-01    0.2252417304E+01   -0.2203170857E+01


% run    par  time               x                   y
 26      1    0.92608E-01    0.1940481332E+01   -0.2127791109E+01


% run    par  time               x                   y
 27      1    0.96169E-01    0.1808899746E+01   -0.2143565799E+01


% run    par  time               x                   y
 28      1    0.99731E-01    0.1567281247E+01   -0.1963029583E+01


% run    par  time               x                   y
 29      1    0.10329E+00    0.1699014879E+01   -0.1762981921E+01


% run    par  time               x                   y
 30      1    0.10685E+00    0.1812847531E+01   -0.1818010226E+01


% run    par  time               x                   y
 31      1    0.11042E+00    0.1727138496E+01   -0.1974996955E+01


% run    par  time               x                   y
 32      1    0.11398E+00    0.1527540118E+01   -0.1943256968E+01


% run    par  time               x                   y
 33      1    0.11754E+00    0.1621842192E+01   -0.1811665485E+01


% run    par  time               x                   y
 34      1    0.12110E+00    0.1506400671E+01   -0.2094150805E+01


% run    par  time               x                   y
 35      1    0.12466E+00    0.1141422625E+01   -0.2217255887E+01


% run    par  time               x                   y
 36      1    0.12823E+00    0.7530253711E+00   -0.2080799874E+01


% run    par  time               x                   y
 37      1    0.13179E+00    0.6188789496E+00   -0.1896127046E+01


% run    par  time               x                   y
 38      1    0.13535E+00    0.8424850020E+00   -0.1985772995E+01


% run    par  time               x                   y
 39      1    0.13891E+00    0.9890504461E+00   -0.1644946947E+01


% run    par  time               x                   y
 40      1    0.14247E+00    0.9213223623E+00   -0.1356102099E+01


% run    par  time               x                   y
 41      1    0.14603E+00    0.6951420840E+00   -0.1490246627E+01


% run    par  time               x                   y
 42      1    0.14960E+00    0.1011937343E+01   -0.1594146583E+01


% run    par  time               x                   y
 43      1    0.15316E+00    0.1319907008E+01   -0.1277836769E+01


% run    par  time               x                   y
 44      1    0.15672E+00    0.1639724019E+01   -0.1297883317E+01


% run    par  time               x                   y
 45      1    0.16028E+00    0.1784956661E+01   -0.1419153574E+01


% run    par  time               x                   y
