% run    par  time              vx                  vy
  1      1    0.35618E-02   -0.6601601085E+03    0.1860184200E+04


% run    par  time              vx                  vy
  2      1    0.71237E-02    0.1967618669E+04    0.2991681060E+04


% run    par  time              vx                  vy
  3      1    0.10685E-01   -0.1657360170E+04    0.3167698579E+04


% run    par  time              vx                  vy
  4      1    0.14247E-01    0.1868310096E+04   -0.1471054060E+04


% run    par  time              vx                  vy
  5      1    0.17809E-01   -0.3454642394E+04    0.4355080263E+04


% run    par  time              vx                  vy
  6      1    0.21371E-01    0.1151549522E+04    0.1133201909E+04


% run    par  time              vx                  vy
  7      1    0.24933E-01    0.1799106428E+04    0.2408992675E+04


% run    par  time              vx                  vy
  8      1    0.28495E-01    0.1692131182E+03    0.8549931758E+03


% run    par  time              vx                  vy
  9      1    0.32056E-01    0.2538315114E+04    0.3639472265E+04


% run    par  time              vx                  vy
 10      1    0.35618E-01    0.1475072644E+04    0.2656388557E+04


% run    par  time              vx                  vy
 11      1    0.39180E-01    0.2924588075E+04    0.4577892622E+04


% run    par  time              vx                  vy
 12      1    0.42742E-01    0.2439502721E+04    0.8742491610E+03


% run    par  time              vx                  vy
 13      1    0.46304E-01   -0.4821029337E+03    0.3790581680E+04


% run    par  time              vx                  vy
 14      1    0.49866E-01    0.4204630735E+04    0.3949596995E+03


% run    par  time              vx                  vy
 15      1    0.53427E-01    0.3273917605E+04   -0.2167298296E+04


% run    par  time              vx                  vy
 16      1    0.56989E-01   -0.9743238212E+03   -0.1242621680E+03


% run    par  time              vx                  vy
 17      1    0.60551E-01    0.1178362900E+04    0.2481057868E+04


% run    par  time              vx                  vy
 18      1    0.64113E-01    0.7292668450E+03    0.1461654104E+04


% run    par  time              vx                  vy
 19      1    0.67675E-01    0.2445307508E+03   -0.3658601179E+04


% run    par  time              vx                  vy
 20      1    0.71237E-01   -0.1100721031E+04   -0.5903994742E+03


% run    par  time              vx                  vy
 21      1    0.74798E-01    0.1527575843E+04    0.3896079362E+04


% run    par  time              vx                  vy
 22      1    0.78360E-01   -0.3576287249E+04    0.2001167138E+04


% run    par  time              vx                  vy
 23      1    0.81922E-01   -0.3877747498E+04   -0.9877693966E+03


% run    par  time              vx                  vy
 24      1    0.85484E-01    0.2171785423E+03   -0.1471037228E+04


% run    par  time              vx                  vy
 25      1    0.89046E-01   -0.7430429620E+03   -0.3399751324E+04


% run    par  time              vx                  vy
 26      1    0.92608E-01   -0.9908983214E+03    0.1018269577E+04


% run    par  time              vx                  vy
 27      1    0.96169E-01   -0.6604390315E+03   -0.2819668962E+04


% run    par  time              vx                  vy
 28      1    0.99731E-01   -0.1627859549E+04    0.2709092251E+04


% run    par  time              vx                  vy
 29      1    0.10329E+00    0.1024457899E+04   -0.2432803000E+04


% run    par  time              vx                  vy
 30      1    0.10685E+00   -0.1448579272E+04    0.1763812894E+04


% run    par  time              vx                  vy
 31      1    0.11042E+00   -0.2350114760E+04   -0.2192681572E+04


% run    par  time              vx                  vy
 32      1    0.11398E+00   -0.7331524465E+03    0.2006265989E+03


% run    par  time              vx                  vy
 33      1    0.11754E+00    0.7284245475E+03   -0.5243641022E+03


% run    par  time              vx                  vy
 34      1    0.12110E+00   -0.2178574435E+03   -0.3631950763E+04


% run    par  time              vx                  vy
 35      1    0.12466E+00   -0.7339244996E+03    0.3080452466E+03


% run    par  time              vx                  vy
 36      1    0.12823E+00    0.1011186144E+04    0.2540952479E+04


% run    par  time              vx                  vy
 37      1    0.13179E+00    0.8199463670E+03   -0.2836782406E+04


% run    par  time              vx                  vy
 38      1    0.13535E+00   -0.1971671344E+04   -0.1416758274E+03


% run    par  time              vx                  vy
 39      1    0.13891E+00   -0.6538152853E+03    0.1493181451E+04


% run    par  time              vx                  vy
 40      1    0.14247E+00    0.2310484039E+03    0.7051242053E+03


% run    par  time              vx                  vy
 41      1    0.14603E+00    0.1150461531E+04   -0.1559973668E+03


% run    par  time              vx                  vy
 42      1    0.14960E+00    0.1223789800E+03    0.1067037248E+04


% run    par  time              vx                  vy
 43      1    0.15316E+00    0.1578843979E+04   -0.1450708768E+04


% run    par  time              vx                  vy
 44      1    0.15672E+00   -0.1815053970E+04    0.1307797682E+04


% run    par  time              vx                  vy
 45      1    0.16028E+00    0.6756973119E+03   -0.2330239716E+04


% run    par  time              vx                  vy
 46      1    0.16384E+00    0.5498045570E+03    0.5491825598E+04


% run    par  time              vx                  vy
 47      1    0.16741E+00    0.1516158411E+04    0.1755896515E+04


% run    par  time              vx                  vy
 48      1    0.17097E+00   -0.4345610425E+04    0.1161059745E+04


% run    par  time              vx                  vy
 49      1    0.17453E+00   -0.1647624659E+04   -0.3742947166E+04


% run    par  time              vx                  vy
 50      1    0.17809E+00   -0.8503297047E+03    0.2085914134E+04


% run    par  time              vx                  vy
 51      1    0.18165E+00    0.2653276169E+04   -0.3025924838E+04


% run    par  time              vx                  vy
 52      1    0.18522E+00   -0.3940598523E+04    0.6633475619E+03


% run    par  time              vx                  vy
 53      1    0.18878E+00   -0.4017141633E+04    0.1158579747E+04


% run    par  time              vx                  vy
 54      1    0.19234E+00    0.6354873994E+04    0.8799288848E+02


% run    par  time              vx                  vy
 55      1    0.19590E+00    0.1729524687E+04    0.1120169244E+04


% run    par  time              vx                  vy
 56      1    0.19946E+00    0.8071217504E+03   -0.1716012239E+04


% run    par  time              vx                  vy
 57      1    0.20302E+00    0.3246506564E+04    0.2250670312E+03


% run    par  time              vx                  vy
 58      1    0.20659E+00   -0.3660943454E+03    0.1787112138E+04


% run    par  time              vx                  vy
 59      1    0.21015E+00    0.3510130127E+04    0.3751192352E+04


% run    par  time              vx                  vy
 60      1    0.21371E+00   -0.1973359547E+04    0.1843715499E+04


% run    par  time              vx                  vy
 61      1    0.21727E+00   -0.4977464144E+04   -0.2034102973E+04


% run    par  time              vx                  vy
 62      1    0.22083E+00   -0.2253350917E+04   -0.4152354765E+04


% run    par  time              vx                  vy
 63      1    0.22440E+00   -0.4963733564E+04   -0.6883888162E+03


% run    par  time              vx                  vy
 64      1    0.22796E+00    0.2722837605E+04    0.1871197197E+04


% run    par  time              vx                  vy
 65      1    0.23152E+00    0.1477551236E+03    0.7074128842E+04


% run    par  time              vx                  vy
 66      1    0.23508E+00    0.3167159412E+04    0.2947380262E+04


% run    par  time              vx                  vy
 67      1    0.23864E+00    0.5159446435E+04    0.4509492772E+03


% run    par  time              vx                  vy
 68      1    0.24220E+00   -0.4251818237E+04   -0.3916831379E+04


% run    par  time              vx                  vy
 69      1    0.24577E+00    0.2377901315E+04    0.9880893963E+03


% run    par  time              vx                  vy
 70      1    0.24933E+00    0.2843894829E+04   -0.2489403635E+04


% run    par  time              vx                  vy
 71      1    0.25289E+00    0.5437567163E+03   -0.3106815007E+04


% run    par  time              vx                  vy
 72      1    0.25645E+00    0.8474034300E+03    0.8446296918E+02


% run    par  time              vx                  vy
 73      1    0.26001E+00    0.7460620266E+03   -0.3292604138E+04


% run    par  time              vx                  vy
 74      1    0.26358E+00    0.6710301018E+03    0.1058352766E+03


% run    par  time              vx                  vy
 75      1    0.26714E+00   -0.7107515108E+04   -0.8401423484E+03


% run    par  time              vx                  vy
 76      1    0.27070E+00    0.3938205622E+04   -0.2369679201E+03


% run    par  time              vx                  vy
 77      1    0.27426E+00   -0.2106267884E+04   -0.2920784979E+04


