% run    par  time              vx                  vy
  1      1    0.35618E-02   -0.1241043235E+04    0.4415539857E+04


% run    par  time              vx                  vy
  2      1    0.71237E-02   -0.3837225400E+04    0.1323176899E+04


% run    par  time              vx                  vy
  3      1    0.10685E-01    0.4803645241E+04   -0.1627208586E+04


% run    par  time              vx                  vy
  4      1    0.14247E-01   -0.1607263057E+04    0.1256625145E+04


% run    par  time              vx                  vy
  5      1    0.17809E-01    0.6105749105E+03   -0.3827083676E+04


% run    par  time              vx                  vy
  6      1    0.21371E-01    0.5834624627E+04    0.1453517182E+04


% run    par  time              vx                  vy
  7      1    0.24933E-01   -0.3873623394E+03    0.1478319540E+04


% run    par  time              vx                  vy
  8      1    0.28495E-01   -0.1458612850E+04   -0.2465662508E+04


% run    par  time              vx                  vy
  9      1    0.32056E-01    0.8283325472E+03   -0.5194548577E+04


% run    par  time              vx                  vy
 10      1    0.35618E-01    0.3975779660E+04   -0.1007078782E+04


% run    par  time              vx                  vy
 11      1    0.39180E-01   -0.1573837875E+04   -0.3513972396E+04


% run    par  time              vx                  vy
 12      1    0.42742E-01   -0.2768501390E+04   -0.1760314615E+04


% run    par  time              vx                  vy
 13      1    0.46304E-01    0.3090869687E+04   -0.3357186276E+04


% run    par  time              vx                  vy
 14      1    0.49866E-01   -0.4003969542E+04    0.1004105510E+04


% run    par  time              vx                  vy
 15      1    0.53427E-01   -0.8014288169E+03    0.9288823676E+02


% run    par  time              vx                  vy
 16      1    0.56989E-01   -0.1787132501E+03    0.4462059413E+03


% run    par  time              vx                  vy
 17      1    0.60551E-01   -0.7007405291E+03   -0.7059548182E+03


% run    par  time              vx                  vy
 18      1    0.64113E-01   -0.1320037406E+04    0.8572685332E+03


% run    par  time              vx                  vy
 19      1    0.67675E-01    0.3143592205E+04    0.1349188526E+04


% run    par  time              vx                  vy
 20      1    0.71237E-01    0.1516762145E+04   -0.1044722631E+04


% run    par  time              vx                  vy
 21      1    0.74798E-01    0.1764674506E+04    0.2888792656E+04


% run    par  time              vx                  vy
 22      1    0.78360E-01    0.2989831585E+04   -0.1983569082E+04

