% itn    run  time               r                   g
  1      1    0.35618E-02    0.7071067812E-01    0.0000000000E+00
  1      1    0.35618E-02    0.1414213562E+00    0.0000000000E+00
  1      1    0.35618E-02    0.2121320344E+00    0.0000000000E+00
  1      1    0.35618E-02    0.2828427125E+00    0.0000000000E+00
  1      1    0.35618E-02    0.3535533906E+00    0.0000000000E+00
  1      1    0.35618E-02    0.4242640687E+00    0.0000000000E+00
  1      1    0.35618E-02    0.4949747468E+00    0.0000000000E+00
  1      1    0.35618E-02    0.5656854249E+00    0.0000000000E+00
  1      1    0.35618E-02    0.6363961031E+00    0.0000000000E+00
  1      1    0.35618E-02    0.7071067812E+00    0.0000000000E+00
  1      1    0.35618E-02    0.7778174593E+00    0.0000000000E+00
  1      1    0.35618E-02    0.8485281374E+00    0.2883241723E-01
  1      1    0.35618E-02    0.9192388155E+00    0.6631455962E-01
  1      1    0.35618E-02    0.9899494937E+00    0.1228047400E+00
  1      1    0.35618E-02    0.1060660172E+01    0.1372025371E+00
  1      1    0.35618E-02    0.1131370850E+01    0.1283507606E+00
  1      1    0.35618E-02    0.1202081528E+01    0.2110008715E+00
  1      1    0.35618E-02    0.1272792206E+01    0.1894701703E+00
  1      1    0.35618E-02    0.1343502884E+01    0.1702671125E+00
  1      1    0.35618E-02    0.1414213562E+01    0.2465541319E+00
  1      1    0.35618E-02    0.1484924240E+01    0.1779171112E+00
  1      1    0.35618E-02    0.1555634919E+01    0.1310869202E+00
  1      1    0.35618E-02    0.1626345597E+01    0.8841941283E-01
  1      1    0.35618E-02    0.1697056275E+01    0.1058211058E+00
  1      1    0.35618E-02    0.1767766953E+01    0.6766791798E-01
  1      1    0.35618E-02    0.1838477631E+01    0.7151570155E-01
  1      1    0.35618E-02    0.1909188309E+01    0.1063535390E+00
  1      1    0.35618E-02    0.1979898987E+01    0.9042894494E-01
  1      1    0.35618E-02    0.2050609665E+01    0.1163413327E+00
  1      1    0.35618E-02    0.2121320344E+01    0.1685963380E+00
  1      1    0.35618E-02    0.2192031022E+01    0.1630685892E+00
  1      1    0.35618E-02    0.2262741700E+01    0.2736791349E+00
  1      1    0.35618E-02    0.2333452378E+01    0.2244492787E+00
  1      1    0.35618E-02    0.2404163056E+01    0.2870331685E+00
  1      1    0.35618E-02    0.2474873734E+01    0.2835187694E+00
  1      1    0.35618E-02    0.2545584412E+01    0.3222327193E+00
  1      1    0.35618E-02    0.2616295090E+01    0.3179465187E+00
  1      1    0.35618E-02    0.2687005769E+01    0.3183098862E+00
  1      1    0.35618E-02    0.2757716447E+01    0.2885113958E+00
  1      1    0.35618E-02    0.2828427125E+01    0.2602216897E+00
  1      1    0.35618E-02    0.2899137803E+01    0.1637396534E+00
  1      1    0.35618E-02    0.2969848481E+01    0.1837632375E+00
  1      1    0.35618E-02    0.3040559159E+01    0.1482325450E+00
  1      1    0.35618E-02    0.3111269837E+01    0.1372025371E+00
  1      1    0.35618E-02    0.3181980515E+01    0.1527470194E+00
  1      1    0.35618E-02    0.3252691193E+01    0.1348153135E+00
  1      1    0.35618E-02    0.3323401872E+01    0.1604384507E+00
  1      1    0.35618E-02    0.3394112550E+01    0.1500803191E+00
  1      1    0.35618E-02    0.3464823228E+01    0.1572407084E+00
  1      1    0.35618E-02    0.3535533906E+01    0.1976039908E+00
  1      1    0.35618E-02    0.3606244584E+01    0.2166713334E+00
  1      1    0.35618E-02    0.3676955262E+01    0.1641768224E+00
  1      1    0.35618E-02    0.3747665940E+01    0.1515761363E+00
  1      1    0.35618E-02    0.3818376618E+01    0.1394465039E+00
  1      1    0.35618E-02    0.3889087297E+01    0.1429717570E+00
  1      1    0.35618E-02    0.3959797975E+01    0.1254599777E+00
  1      1    0.35618E-02    0.4030508653E+01    0.1261737196E+00
  1      1    0.35618E-02    0.4101219331E+01    0.9514697685E-01
  1      1    0.35618E-02    0.4171930009E+01    0.1275279993E+00
  1      1    0.35618E-02    0.4242640687E+01    0.1170256934E+00
  1      1    0.35618E-02    0.4313351365E+01    0.1315330108E+00
  1      1    0.35618E-02    0.4384062043E+01    0.1779171112E+00
  1      1    0.35618E-02    0.4454772721E+01    0.1856807669E+00
  1      1    0.35618E-02    0.4525483400E+01    0.2193079924E+00
  1      1    0.35618E-02    0.4596194078E+01    0.2159078685E+00
