% itn    run  time           mean square displacement
  1      1    0.35618E-02    0.87226E-01
  1      2    0.71237E-02    0.20806E+00
  1      3    0.10685E-01    0.31933E+00
  1      4    0.14247E-01    0.42678E+00
  1      5    0.17809E-01    0.52430E+00
  1      6    0.21371E-01    0.63091E+00
  1      7    0.24933E-01    0.73522E+00
  1      8    0.28495E-01    0.84404E+00
  1      9    0.32056E-01    0.97197E+00
  1     10    0.35618E-01    0.10777E+01
  1     11    0.39180E-01    0.12028E+01
  1     12    0.42742E-01    0.13112E+01
  1     13    0.46304E-01    0.14426E+01
  1     14    0.49866E-01    0.15685E+01
  1     15    0.53427E-01    0.17120E+01
  1     16    0.56989E-01    0.18400E+01
  1     17    0.60551E-01    0.19355E+01
  1     18    0.64113E-01    0.20811E+01
  1     19    0.67675E-01    0.21915E+01
  1     20    0.71237E-01    0.23164E+01
  1     21    0.74798E-01    0.24384E+01
  1     22    0.78360E-01    0.25522E+01
  1     23    0.81922E-01    0.26582E+01
  1     24    0.85484E-01    0.27625E+01
  1     25    0.89046E-01    0.28749E+01
  1     26    0.92608E-01    0.29883E+01
  1     27    0.96169E-01    0.31269E+01
  1     28    0.99731E-01    0.32076E+01
  1     29    0.10329E+00    0.33163E+01
  1     30    0.10685E+00    0.34368E+01
  1     31    0.11042E+00    0.35662E+01
  1     32    0.11398E+00    0.37039E+01
  1     33    0.11754E+00    0.38398E+01
  1     34    0.12110E+00    0.39224E+01
  1     35    0.12466E+00    0.40172E+01
  1     36    0.12823E+00    0.41359E+01
  1     37    0.13179E+00    0.42127E+01
  1     38    0.13535E+00    0.43132E+01
  1     39    0.13891E+00    0.44293E+01
  1     40    0.14247E+00    0.45505E+01
  1     41    0.14603E+00    0.46992E+01
  1     42    0.14960E+00    0.48301E+01
  1     43    0.15316E+00    0.49120E+01
  1     44    0.15672E+00    0.50755E+01
  1     45    0.16028E+00    0.51980E+01
  1     46    0.16384E+00    0.53291E+01
  1     47    0.16741E+00    0.54719E+01
  1     48    0.17097E+00    0.55959E+01
  1     49    0.17453E+00    0.57020E+01
  1     50    0.17809E+00    0.58319E+01
  1     51    0.18165E+00    0.60168E+01
  1     52    0.18522E+00    0.61915E+01
  1     53    0.18878E+00    0.63336E+01
  1     54    0.19234E+00    0.64642E+01
  1     55    0.19590E+00    0.65764E+01
  1     56    0.19946E+00    0.66416E+01
  1     57    0.20302E+00    0.67299E+01
