% run    par  time               x                   y
  1      1    0.35618E-02    0.1352320450E+01   -0.5282666331E-01


% run    par  time               x                   y
  2      1    0.71237E-02    0.1436955148E+01    0.1031778971E+00


% run    par  time               x                   y
  3      1    0.10685E-01    0.1337499503E+01   -0.3346161655E-01


% run    par  time               x                   y
  4      1    0.14247E-01    0.1297967351E+01   -0.1050576823E+00


% run    par  time               x                   y
  5      1    0.17809E-01    0.1348348958E+01   -0.1938785155E+00


% run    par  time               x                   y
  6      1    0.21371E-01    0.1427771934E+01   -0.1423286835E+00


% run    par  time               x                   y
  7      1    0.24933E-01    0.1471711680E+01   -0.1777216157E+00


% run    par  time               x                   y
  8      1    0.28495E-01    0.1446142088E+01   -0.2302148846E+00


% run    par  time               x                   y
  9      1    0.32056E-01    0.1503942109E+01   -0.1833916623E+00


% run    par  time               x                   y
 10      1    0.35618E-01    0.1464479952E+01   -0.1524545381E+00


% run    par  time               x                   y
 11      1    0.39180E-01    0.1403730872E+01   -0.3575318257E-01


% run    par  time               x                   y
 12      1    0.42742E-01    0.1433246917E+01   -0.5075686517E-01


% run    par  time               x                   y
 13      1    0.46304E-01    0.1572787837E+01    0.7985593864E-03


% run    par  time               x                   y
 14      1    0.49866E-01    0.1526755495E+01   -0.5937624809E-01


% run    par  time               x                   y
 15      1    0.53427E-01    0.1579075076E+01    0.4542699882E-02


% run    par  time               x                   y
 16      1    0.56989E-01    0.1671656552E+01    0.4197395081E-01


% run    par  time               x                   y
 17      1    0.60551E-01    0.1661872654E+01   -0.1204888529E-01


% run    par  time               x                   y
 18      1    0.64113E-01    0.1555218867E+01   -0.1601546054E-01


% run    par  time               x                   y
 19      1    0.67675E-01    0.1641555736E+01    0.1646849267E-02


% run    par  time               x                   y
 20      1    0.71237E-01    0.1568538120E+01    0.1621866549E+00


% run    par  time               x                   y
 21      1    0.74798E-01    0.1551747419E+01    0.1701771505E-02


% run    par  time               x                   y
 22      1    0.78360E-01    0.1554227227E+01    0.7871819468E-01


% run    par  time               x                   y
 23      1    0.81922E-01    0.1664105337E+01    0.1405547592E+00


% run    par  time               x                   y
 24      1    0.85484E-01    0.1656751336E+01    0.2299065815E+00


% run    par  time               x                   y
 25      1    0.89046E-01    0.1637487486E+01    0.2198918265E+00


% run    par  time               x                   y
 26      1    0.92608E-01    0.1713244511E+01    0.2456276825E+00


% run    par  time               x                   y
 27      1    0.96169E-01    0.1645757470E+01    0.1564461649E+00


% run    par  time               x                   y
 28      1    0.99731E-01    0.1601902003E+01    0.2404768678E+00


% run    par  time               x                   y
 29      1    0.10329E+00    0.1523387342E+01    0.2704994594E+00


% run    par  time               x                   y
 30      1    0.10685E+00    0.1442658012E+01    0.3370882803E+00


% run    par  time               x                   y
 31      1    0.11042E+00    0.1470996668E+01    0.2482240694E+00


% run    par  time               x                   y
 32      1    0.11398E+00    0.1524212085E+01    0.3344072361E+00


% run    par  time               x                   y
 33      1    0.11754E+00    0.1614822588E+01    0.3342881651E+00


% run    par  time               x                   y
 34      1    0.12110E+00    0.1621739188E+01    0.2038970036E+00


% run    par  time               x                   y
 35      1    0.12466E+00    0.1651422068E+01    0.7068597123E-01


% run    par  time               x                   y
 36      1    0.12823E+00    0.1747531125E+01    0.2471375338E-01


% run    par  time               x                   y
 37      1    0.13179E+00    0.1751590782E+01    0.7763078589E-01


% run    par  time               x                   y
 38      1    0.13535E+00    0.1667696537E+01    0.5275032923E-01


% run    par  time               x                   y
 39      1    0.13891E+00    0.1832795212E+01   -0.1876153171E-02


% run    par  time               x                   y
 40      1    0.14247E+00    0.1734918606E+01   -0.7523927562E-01


% run    par  time               x                   y
 41      1    0.14603E+00    0.1770556943E+01   -0.1430041582E+00


% run    par  time               x                   y
 42      1    0.14960E+00    0.1578088712E+01   -0.1956422107E+00


% run    par  time               x                   y
 43      1    0.15316E+00    0.1674145964E+01   -0.1036376539E+00


% run    par  time               x                   y
 44      1    0.15672E+00    0.1575209324E+01   -0.6418505904E-01


% run    par  time               x                   y
 45      1    0.16028E+00    0.1568773701E+01   -0.4204181314E-01


% run    par  time               x                   y
 46      1    0.16384E+00    0.1573004662E+01   -0.8900700207E-01


% run    par  time               x                   y
 47      1    0.16741E+00    0.1737934741E+01   -0.1567635916E+00


% run    par  time               x                   y
 48      1    0.17097E+00    0.1735027709E+01   -0.8799609909E-01


% run    par  time               x                   y
 49      1    0.17453E+00    0.1773767684E+01   -0.5135672439E-01
