  1    100    0.12929E-02    0.3952847075E-01    0.0000000000E+00
  1    100    0.12929E-02    0.7905694150E-01    0.0000000000E+00
  1    100    0.12929E-02    0.1185854123E+00    0.0000000000E+00
  1    100    0.12929E-02    0.1581138830E+00    0.0000000000E+00
  1    100    0.12929E-02    0.1976423538E+00    0.0000000000E+00
  1    100    0.12929E-02    0.2371708245E+00    0.0000000000E+00
  1    100    0.12929E-02    0.2766992953E+00    0.0000000000E+00
  1    100    0.12929E-02    0.3162277660E+00    0.0000000000E+00
  1    100    0.12929E-02    0.3557562368E+00    0.0000000000E+00
  1    100    0.12929E-02    0.3952847075E+00    0.0000000000E+00
  1    100    0.12929E-02    0.4348131783E+00    0.0000000000E+00
  1    100    0.12929E-02    0.4743416490E+00    0.0000000000E+00
  1    100    0.12929E-02    0.5138701198E+00    0.0000000000E+00
  1    100    0.12929E-02    0.5533985905E+00    0.0000000000E+00
  1    100    0.12929E-02    0.5929270613E+00    0.0000000000E+00
  1    100    0.12929E-02    0.6324555320E+00    0.0000000000E+00
  1    100    0.12929E-02    0.6719840028E+00    0.0000000000E+00
  1    100    0.12929E-02    0.7115124735E+00    0.0000000000E+00
  1    100    0.12929E-02    0.7510409443E+00    0.0000000000E+00
  1    100    0.12929E-02    0.7905694150E+00    0.0000000000E+00
  1    100    0.12929E-02    0.8300978858E+00    0.3312493125E+01
  1    100    0.12929E-02    0.8696263565E+00    0.6853779379E+01
  1    100    0.12929E-02    0.9091548273E+00    0.9449512331E+02
  1    100    0.12929E-02    0.9486832981E+00    0.7365645616E+02
  1    100    0.12929E-02    0.9882117688E+00    0.1542438763E+03
  1    100    0.12929E-02    0.1027740240E+01    0.2764178086E+02
  1    100    0.12929E-02    0.1067268710E+01    0.0000000000E+00
  1    100    0.12929E-02    0.1106797181E+01    0.2469313056E+01
  1    100    0.12929E-02    0.1146325652E+01    0.0000000000E+00
  1    100    0.12929E-02    0.1185854123E+01    0.2301902002E+01
  1    100    0.12929E-02    0.1225382593E+01    0.2226429805E+01
  1    100    0.12929E-02    0.1264911064E+01    0.2155749494E+01
  1    100    0.12929E-02    0.1304439535E+01    0.2089418740E+01
  1    100    0.12929E-02    0.1343968006E+01    0.2027048031E+01
  1    100    0.12929E-02    0.1383496476E+01    0.1968293016E+01
  1    100    0.12929E-02    0.1423024947E+01    0.1912848142E+01
  1    100    0.12929E-02    0.1462553418E+01    0.3720882688E+01
  1    100    0.12929E-02    0.1502081889E+01    0.1265769873E+02
  1    100    0.12929E-02    0.1541610359E+01    0.1654439748E+02
  1    100    0.12929E-02    0.1581138830E+01    0.3534555955E+02
  1    100    0.12929E-02    0.1620667301E+01    0.2987868798E+02
  1    100    0.12929E-02    0.1660195772E+01    0.5113411826E+02
  1    100    0.12929E-02    0.1699724242E+01    0.3355360683E+02
  1    100    0.12929E-02    0.1739252713E+01    0.1715604916E+02
  1    100    0.12929E-02    0.1778781184E+01    0.2137897950E+02
  1    100    0.12929E-02    0.1818309655E+01    0.2259557123E+02
  1    100    0.12929E-02    0.1857838125E+01    0.2170074797E+02
  1    100    0.12929E-02    0.1897366596E+01    0.2295941287E+02
  1    100    0.12929E-02    0.1936895067E+01    0.2371813376E+02
  1    100    0.12929E-02    0.1976423538E+01    0.2469313056E+02
  1    100    0.12929E-02    0.2015952008E+01    0.6723377134E+01
  1    100    0.12929E-02    0.2055480479E+01    0.1318565224E+01
  1    100    0.12929E-02    0.2095008950E+01    0.7760698177E+01
  1    100    0.12929E-02    0.2134537421E+01    0.2538546133E+01
  1    100    0.12929E-02    0.2174065891E+01    0.6229918262E+01
  1    100    0.12929E-02    0.2213594362E+01    0.5187782025E+01
  1    100    0.12929E-02    0.2253122833E+01    0.5720939453E+01
  1    100    0.12929E-02    0.2292651304E+01    0.5904879048E+01
  1    100    0.12929E-02    0.2332179774E+01    0.1326780900E+02
  1    100    0.12929E-02    0.2371708245E+01    0.2241472238E+02
