  0      1    0.12929E-04    0.17000E-03
  0      2    0.25857E-04    0.58698E-03
  0      3    0.38786E-04    0.12172E-02
  0      4    0.51714E-04    0.20571E-02
  0      5    0.64643E-04    0.31572E-02
  0      6    0.77571E-04    0.43796E-02
  0      7    0.90500E-04    0.58134E-02
  0      8    0.10343E-03    0.75117E-02
  0      9    0.11636E-03    0.92964E-02
  0     10    0.12929E-03    0.11180E-01
  0     11    0.14221E-03    0.13396E-01
  0     12    0.15514E-03    0.15883E-01
  0     13    0.16807E-03    0.18619E-01
  0     14    0.18100E-03    0.21293E-01
  0     15    0.19393E-03    0.24242E-01
  0     16    0.20686E-03    0.27201E-01
  0     17    0.21979E-03    0.30361E-01
  0     18    0.23271E-03    0.33502E-01
  0     19    0.24564E-03    0.36869E-01
  0     20    0.25857E-03    0.40294E-01
  0     21    0.27150E-03    0.43836E-01
  0     22    0.28443E-03    0.47315E-01
  0     23    0.29736E-03    0.51102E-01
  0     24    0.31029E-03    0.55176E-01
  0     25    0.32321E-03    0.59509E-01
  0     26    0.33614E-03    0.63641E-01
  0     27    0.34907E-03    0.68111E-01
  0     28    0.36200E-03    0.73120E-01
  0     29    0.37493E-03    0.77792E-01
  0     30    0.38786E-03    0.82784E-01
  0     31    0.40079E-03    0.87642E-01
  0     32    0.41371E-03    0.92814E-01
  0     33    0.42664E-03    0.98254E-01
  0     34    0.43957E-03    0.10309E+00
  0     35    0.45250E-03    0.10854E+00
  0     36    0.46543E-03    0.11388E+00
  0     37    0.47836E-03    0.11922E+00
  0     38    0.49129E-03    0.12500E+00
  0     39    0.50421E-03    0.13067E+00
  0     40    0.51714E-03    0.13659E+00
  0     41    0.53007E-03    0.14243E+00
  0     42    0.54300E-03    0.14786E+00
  0     43    0.55593E-03    0.15407E+00
  0     44    0.56886E-03    0.15997E+00
  0     45    0.58179E-03    0.16573E+00
  0     46    0.59471E-03    0.17173E+00
  0     47    0.60764E-03    0.17759E+00
  0     48    0.62057E-03    0.18381E+00
  0     49    0.63350E-03    0.18951E+00
  0     50    0.64643E-03    0.19545E+00
  0     51    0.65936E-03    0.20096E+00
  0     52    0.67229E-03    0.20681E+00
  0     53    0.68521E-03    0.21269E+00
  0     54    0.69814E-03    0.21911E+00
  0     55    0.71107E-03    0.22502E+00
  0     56    0.72400E-03    0.23087E+00
  0     57    0.73693E-03    0.23716E+00
  0     58    0.74986E-03    0.24350E+00
  0     59    0.76279E-03    0.25010E+00
  0     60    0.77571E-03    0.25604E+00
  0     61    0.78864E-03    0.26253E+00
  0     62    0.80157E-03    0.26855E+00
  0     63    0.81450E-03    0.27488E+00
  0     64    0.82743E-03    0.28116E+00
  0     65    0.84036E-03    0.28784E+00
  0     66    0.85329E-03    0.29430E+00
  0     67    0.86621E-03    0.30097E+00
  0     68    0.87914E-03    0.30742E+00
  0     69    0.89207E-03    0.31402E+00
  0     70    0.90500E-03    0.32064E+00
  0     71    0.91793E-03    0.32716E+00
  0     72    0.93086E-03    0.33347E+00
  0     73    0.94379E-03    0.34015E+00
  0     74    0.95671E-03    0.34629E+00
  0     75    0.96964E-03    0.35221E+00
  0     76    0.98257E-03    0.35880E+00
