  0      1    0.12929E-03    0.80524E-02
  0      2    0.25857E-03    0.26312E-01
  0      3    0.38786E-03    0.47872E-01
  0      4    0.51714E-03    0.70892E-01
  0      5    0.64643E-03    0.93784E-01
  0      6    0.77571E-03    0.11576E+00
  0      7    0.90500E-03    0.13684E+00
  0      8    0.10343E-02    0.15517E+00
  0      9    0.11636E-02    0.17230E+00
  0     10    0.12929E-02    0.18623E+00
  0     11    0.14221E-02    0.20000E+00
  0     12    0.15514E-02    0.21540E+00
  0     13    0.16807E-02    0.22797E+00
  0     14    0.18100E-02    0.23991E+00
  0     15    0.19393E-02    0.24954E+00
  0     16    0.20686E-02    0.25801E+00
  0     17    0.21979E-02    0.26694E+00
  0     18    0.23271E-02    0.27382E+00
  0     19    0.24564E-02    0.28002E+00
  0     20    0.25857E-02    0.28387E+00
  0     21    0.27150E-02    0.28768E+00
  0     22    0.28443E-02    0.29131E+00
  0     23    0.29736E-02    0.33834E+00
  0     24    0.31029E-02    0.34083E+00
  0     25    0.32321E-02    0.34526E+00
  0     26    0.33614E-02    0.34941E+00
  0     27    0.34907E-02    0.35157E+00
  0     28    0.36200E-02    0.35174E+00
  0     29    0.37493E-02    0.35356E+00
  0     30    0.38786E-02    0.35727E+00
  0     31    0.40079E-02    0.36199E+00
  0     32    0.41371E-02    0.36704E+00
  0     33    0.42664E-02    0.37122E+00
  0     34    0.43957E-02    0.37539E+00
  0     35    0.45250E-02    0.37904E+00
  0     36    0.46543E-02    0.38046E+00
  0     37    0.47836E-02    0.38293E+00
  0     38    0.49129E-02    0.38818E+00
  0     39    0.50421E-02    0.39588E+00
  0     40    0.51714E-02    0.40543E+00
  0     41    0.53007E-02    0.41460E+00
  0     42    0.54300E-02    0.42231E+00
  0     43    0.55593E-02    0.42664E+00
  0     44    0.56886E-02    0.43183E+00
  0     45    0.58179E-02    0.43495E+00
  0     46    0.59471E-02    0.43852E+00
  0     47    0.60764E-02    0.44356E+00
  0     48    0.62057E-02    0.45419E+00
  0     49    0.63350E-02    0.46484E+00
  0     50    0.64643E-02    0.47353E+00
  0     51    0.65936E-02    0.48400E+00
  0     52    0.67229E-02    0.49464E+00
  0     53    0.68521E-02    0.50551E+00
  0     54    0.69814E-02    0.51459E+00
  0     55    0.71107E-02    0.51819E+00
  0     56    0.72400E-02    0.52360E+00
  0     57    0.73693E-02    0.52857E+00
  0     58    0.74986E-02    0.53088E+00
  0     59    0.76279E-02    0.53747E+00
  0     60    0.77571E-02    0.54506E+00
  0     61    0.78864E-02    0.55508E+00
  0     62    0.80157E-02    0.56165E+00
  0     63    0.81450E-02    0.56861E+00
  0     64    0.82743E-02    0.57463E+00
  0     65    0.84036E-02    0.58127E+00
  0     66    0.85329E-02    0.59119E+00
  0     67    0.86621E-02    0.60160E+00
  0     68    0.87914E-02    0.60888E+00
  0     69    0.89207E-02    0.61035E+00
  0     70    0.90500E-02    0.60793E+00
  0     71    0.91793E-02    0.60632E+00
  0     72    0.93086E-02    0.60681E+00
  0     73    0.94379E-02    0.60799E+00
  0     74    0.95671E-02    0.61077E+00
  0     75    0.96964E-02    0.61161E+00
  0     76    0.98257E-02    0.61521E+00
  0     77    0.99550E-02    0.61598E+00
  0     78    0.10084E-01    0.61747E+00
  0     79    0.10214E-01    0.61750E+00
  0     80    0.10343E-01    0.61987E+00
  0     81    0.10472E-01    0.62340E+00
  0     82    0.10601E-01    0.62692E+00
  0     83    0.10731E-01    0.63027E+00
  0     84    0.10860E-01    0.63609E+00
  0     85    0.10989E-01    0.64301E+00
  0     86    0.11119E-01    0.65032E+00
  0     87    0.11248E-01    0.65757E+00
  0     88    0.11377E-01    0.66353E+00
  0     89    0.11506E-01    0.66932E+00
  0     90    0.11636E-01    0.67265E+00
  0     91    0.11765E-01    0.67675E+00
  0     92    0.11894E-01    0.68188E+00
  0     93    0.12024E-01    0.68997E+00
  0     94    0.12153E-01    0.70024E+00
  0     95    0.12282E-01    0.71148E+00
  0     96    0.12411E-01    0.72182E+00
  0     97    0.12541E-01    0.73312E+00
  0     98    0.12670E-01    0.74122E+00
  0     99    0.12799E-01    0.74952E+00
  0    100    0.12929E-01    0.75483E+00
  0    101    0.13058E-01    0.76154E+00
  0    102    0.13187E-01    0.76659E+00
  0    103    0.13316E-01    0.76874E+00
  0    104    0.13446E-01    0.77327E+00
  0    105    0.13575E-01    0.77453E+00
  0    106    0.13704E-01    0.77247E+00
  0    107    0.13834E-01    0.77262E+00
  0    108    0.13963E-01    0.77307E+00
  0    109    0.14092E-01    0.77312E+00
  0    110    0.14221E-01    0.77118E+00
  0    111    0.14351E-01    0.76897E+00
  0    112    0.14480E-01    0.76548E+00
  0    113    0.14609E-01    0.76427E+00
  0    114    0.14739E-01    0.76463E+00
  0    115    0.14868E-01    0.76387E+00
  0    116    0.14997E-01    0.76644E+00
  0    117    0.15126E-01    0.77083E+00
  0    118    0.15256E-01    0.77543E+00
  0    119    0.15385E-01    0.78194E+00
  0    120    0.15514E-01    0.79247E+00
  0    121    0.15644E-01    0.80415E+00
  0    122    0.15773E-01    0.81290E+00
  0    123    0.15902E-01    0.82254E+00
  0    124    0.16031E-01    0.83122E+00
  0    125    0.16161E-01    0.83687E+00
  0    126    0.16290E-01    0.84086E+00
  0    127    0.16419E-01    0.84181E+00
  0    128    0.16549E-01    0.84635E+00
  0    129    0.16678E-01    0.84986E+00
  0    130    0.16807E-01    0.85321E+00
  0    131    0.16936E-01    0.85523E+00
  0    132    0.17066E-01    0.85387E+00
  0    133    0.17195E-01    0.84880E+00
  0    134    0.17324E-01    0.84988E+00
  0    135    0.17454E-01    0.85291E+00
  0    136    0.17583E-01    0.85856E+00
  0    137    0.17712E-01    0.86508E+00
  0    138    0.17841E-01    0.87225E+00
  0    139    0.17971E-01    0.87799E+00
  0    140    0.18100E-01    0.87914E+00
  0    141    0.18229E-01    0.87848E+00
  0    142    0.18359E-01    0.88105E+00
  0    143    0.18488E-01    0.88545E+00
  0    144    0.18617E-01    0.88861E+00
