% run    par  time               x                   y
  1      1    0.35618E-02    0.1417835528E+02    0.4912875067E+01
  1      2    0.35618E-02    0.1167588655E+01    0.9015236696E+01
  1      3    0.35618E-02    0.1226086211E+02   -0.8570959761E+01
  1      4    0.35618E-02    0.4225748498E+01    0.6258031376E+01
  1      5    0.35618E-02   -0.1046389840E+02   -0.2014587428E+00
  1      6    0.35618E-02   -0.1008975737E+02    0.7916318076E+01
  1      7    0.35618E-02   -0.6009920748E+00    0.1111237766E+02
  1      8    0.35618E-02   -0.1513156162E+01   -0.1145981347E+02
  1      9    0.35618E-02    0.1408703301E+02    0.4014822647E+01
  1     10    0.35618E-02    0.9757494591E+01   -0.4903388457E+00
  1     11    0.35618E-02   -0.4610530346E+01    0.1178706628E+02
  1     12    0.35618E-02   -0.8495092184E+01    0.1102085675E+02
  1     13    0.35618E-02    0.5050781570E+01    0.9135852609E-01
  1     14    0.35618E-02    0.8513461773E+01   -0.1245610508E+02
  1     15    0.35618E-02    0.1670846306E+01   -0.4548243762E+00
  1     16    0.35618E-02   -0.5506990140E+01   -0.2388040784E+01
  1     17    0.35618E-02   -0.1476812263E+02   -0.1312546156E+01
  1     18    0.35618E-02    0.6218651660E+01    0.1015354535E+01
  1     19    0.35618E-02    0.9765854357E+01   -0.1101067824E+02
  1     20    0.35618E-02   -0.5968720001E+01   -0.2773133454E+01
  1     21    0.35618E-02    0.4897622280E+01    0.2944564454E+01
  1     22    0.35618E-02   -0.1656596239E+01   -0.7981257672E+01
  1     23    0.35618E-02   -0.6298523100E+01    0.4143666553E+01
  1     24    0.35618E-02   -0.6080876145E+01    0.1135699598E+02
  1     25    0.35618E-02    0.7175907669E+01    0.1059809239E+02
  1     26    0.35618E-02    0.4889987808E+01    0.5047281932E+01
  1     27    0.35618E-02    0.2542780868E+01    0.1479602788E+01
  1     28    0.35618E-02    0.7701651911E-01   -0.8476386919E+01
  1     29    0.35618E-02    0.7551318856E+01    0.5677601936E+01
  1     30    0.35618E-02    0.1232980214E+02    0.8509701128E+01
  1     31    0.35618E-02   -0.3323739375E+01   -0.5129947731E+01
  1     32    0.35618E-02   -0.8026138930E+01   -0.3317177876E+01
  1     33    0.35618E-02   -0.1953003558E+01    0.6478629186E+01
  1     34    0.35618E-02   -0.1423425518E+02   -0.4209136060E+01
  1     35    0.35618E-02    0.7766927506E+01   -0.1838752726E+01
  1     36    0.35618E-02   -0.6373206306E+01    0.7199292567E+01
  1     37    0.35618E-02   -0.1413613560E+02    0.6773629049E+00
  1     38    0.35618E-02    0.3454513842E+01    0.1381952115E+01
  1     39    0.35618E-02    0.3160060540E+01    0.8361012328E+01
  1     40    0.35618E-02    0.2592729931E-01   -0.1467386047E+02
  1     41    0.35618E-02   -0.6234052348E+01   -0.9405377207E+01
  1     42    0.35618E-02   -0.9007269329E+00    0.9687807463E+00
  1     43    0.35618E-02   -0.6288794202E+01    0.1300773267E+02
  1     44    0.35618E-02    0.3491777949E+01   -0.1293035785E+02
  1     45    0.35618E-02   -0.7852771971E+01    0.8846776170E+01
  1     46    0.35618E-02   -0.2294498665E+01    0.1197768167E+02
  1     47    0.35618E-02   -0.4227028230E+01    0.1183544254E+02
  1     48    0.35618E-02   -0.1123832802E+02    0.9686117919E+01
  1     49    0.35618E-02   -0.1013989236E+02    0.6305873886E+01
  1     50    0.35618E-02    0.7710767515E+01    0.3128948985E+01
  1     51    0.35618E-02    0.7396721341E+01    0.1241795173E+02
  1     52    0.35618E-02    0.1147191636E+02    0.3279012503E+01
  1     53    0.35618E-02    0.1143178361E+01    0.1325903079E+02
  1     54    0.35618E-02   -0.1294815999E+02   -0.2842958654E+01
  1     55    0.35618E-02   -0.1290114059E+00    0.7269926783E+01
  1     56    0.35618E-02    0.7881646278E+01   -0.7564836322E+01
  1     57    0.35618E-02    0.5574633265E+01    0.6675779553E+01
  1     58    0.35618E-02    0.4272932025E+01   -0.1101336256E+02
  1     59    0.35618E-02   -0.1213973350E+01    0.1047814942E+02
  1     60    0.35618E-02   -0.1073945893E+02    0.2637499748E+01
  1     61    0.35618E-02   -0.1298485650E+02    0.2466996595E+01
  1     62    0.35618E-02   -0.8935817532E+01   -0.5342701269E+01
  1     63    0.35618E-02    0.7819537029E+01   -0.1049064659E+02
  1     64    0.35618E-02   -0.1130153761E+02   -0.4079844949E+01
  1     65    0.35618E-02    0.7442802243E+01   -0.1027779721E+02
  1     66    0.35618E-02   -0.3945187433E+01   -0.1050458378E+02
  1     67    0.35618E-02   -0.6606133457E+01    0.4832930269E+01
  1     68    0.35618E-02    0.8106007249E+01    0.1197868959E+02
  1     69    0.35618E-02   -0.3655977343E+01    0.6112675872E+01
  1     70    0.35618E-02   -0.3361015792E+01    0.1094361529E+02
  1     71    0.35618E-02   -0.8414429357E+01   -0.7658512531E+00
  1     72    0.35618E-02   -0.2867686719E+01   -0.1468117779E+02
  1     73    0.35618E-02    0.3025056940E+01    0.2532527664E+01
  1     74    0.35618E-02    0.2165927140E+01    0.1422049383E+02
  1     75    0.35618E-02    0.8648879553E+01   -0.3622055873E+01
  1     76    0.35618E-02    0.1041835480E+02   -0.5384919957E+01
  1     77    0.35618E-02    0.8993170953E+01    0.7910257118E+01
  1     78    0.35618E-02   -0.1579497355E+01   -0.4822023827E+01
  1     79    0.35618E-02    0.1797263343E+00   -0.6233975234E+00
  1     80    0.35618E-02   -0.6057214939E+01    0.1404559984E+02
  1     81    0.35618E-02    0.3095068689E+01   -0.9508501610E+01
  1     82    0.35618E-02    0.1296992329E+02    0.6754771759E+01
  1     83    0.35618E-02   -0.2349974013E+01   -0.1512542904E+02
  1     84    0.35618E-02    0.4410359305E+01    0.7583192928E+01
  1     85    0.35618E-02   -0.1124950142E+02   -0.1655735413E+00
  1     86    0.35618E-02    0.2000102185E+01    0.4224459238E+01
  1     87    0.35618E-02    0.1281536237E+02   -0.8366081749E+01
  1     88    0.35618E-02    0.7826570083E+01    0.1055867114E+02
  1     89    0.35618E-02   -0.7090088089E+01   -0.1217534354E+02
  1     90    0.35618E-02   -0.4361235167E+01   -0.1197773113E+02
  1     91    0.35618E-02   -0.1686225188E+00    0.4185055637E+01
  1     92    0.35618E-02    0.4876462751E+01   -0.1428858922E+02
  1     93    0.35618E-02   -0.4969776304E+00    0.9530238846E+01
