% itn    run  time           mean square displacement
  1      1    0.35618E-02    0.10257E+00
  1      2    0.71237E-02    0.23819E+00
  1      3    0.10685E-01    0.37981E+00
  1      4    0.14247E-01    0.50951E+00
  1      5    0.17809E-01    0.62998E+00
  1      6    0.21371E-01    0.74132E+00
  1      7    0.24933E-01    0.79952E+00
  1      8    0.28495E-01    0.93060E+00
  1      9    0.32056E-01    0.10190E+01
  1     10    0.35618E-01    0.11528E+01
  1     11    0.39180E-01    0.13252E+01
  1     12    0.42742E-01    0.15136E+01
  1     13    0.46304E-01    0.16710E+01
  1     14    0.49866E-01    0.17935E+01
  1     15    0.53427E-01    0.19126E+01
  1     16    0.56989E-01    0.20399E+01
  1     17    0.60551E-01    0.21482E+01
  1     18    0.64113E-01    0.22442E+01
  1     19    0.67675E-01    0.22971E+01
  1     20    0.71237E-01    0.22962E+01
  1     21    0.74798E-01    0.24572E+01
  1     22    0.78360E-01    0.26380E+01
  1     23    0.81922E-01    0.28126E+01
  1     24    0.85484E-01    0.29471E+01
  1     25    0.89046E-01    0.31437E+01
  1     26    0.92608E-01    0.32832E+01
  1     27    0.96169E-01    0.34248E+01
  1     28    0.99731E-01    0.36250E+01
  1     29    0.10329E+00    0.37465E+01
  1     30    0.10685E+00    0.37632E+01
  1     31    0.11042E+00    0.39251E+01
  1     32    0.11398E+00    0.41066E+01
  1     33    0.11754E+00    0.43744E+01
  1     34    0.12110E+00    0.45418E+01
  1     35    0.12466E+00    0.46520E+01
  1     36    0.12823E+00    0.47355E+01
  1     37    0.13179E+00    0.48250E+01
  1     38    0.13535E+00    0.49780E+01
  1     39    0.13891E+00    0.51275E+01
  1     40    0.14247E+00    0.52579E+01
  1     41    0.14603E+00    0.53614E+01
  1     42    0.14960E+00    0.53871E+01
  1     43    0.15316E+00    0.54121E+01
  1     44    0.15672E+00    0.54972E+01
  1     45    0.16028E+00    0.56358E+01
  1     46    0.16384E+00    0.56915E+01
  1     47    0.16741E+00    0.57024E+01
  1     48    0.17097E+00    0.57649E+01
  1     49    0.17453E+00    0.59471E+01
  1     50    0.17809E+00    0.60471E+01
  1     51    0.18165E+00    0.61457E+01
  1     52    0.18522E+00    0.62678E+01
  1     53    0.18878E+00    0.64363E+01
  1     54    0.19234E+00    0.65467E+01
  1     55    0.19590E+00    0.66709E+01
  1     56    0.19946E+00    0.67612E+01
  1     57    0.20302E+00    0.68145E+01
  1     58    0.20659E+00    0.68822E+01
  1     59    0.21015E+00    0.70515E+01
  1     60    0.21371E+00    0.72065E+01
  1     61    0.21727E+00    0.72449E+01
  1     62    0.22083E+00    0.72938E+01
  1     63    0.22440E+00    0.74406E+01
  1     64    0.22796E+00    0.75375E+01
  1     65    0.23152E+00    0.76581E+01
  1     66    0.23508E+00    0.77219E+01
  1     67    0.23864E+00    0.77317E+01
  1     68    0.24220E+00    0.78808E+01
  1     69    0.24577E+00    0.80470E+01
  1     70    0.24933E+00    0.80500E+01
  1     71    0.25289E+00    0.80786E+01
  1     72    0.25645E+00    0.81963E+01
  1     73    0.26001E+00    0.83074E+01
  1     74    0.26358E+00    0.84983E+01
  1     75    0.26714E+00    0.86202E+01
  1     76    0.27070E+00    0.86710E+01
  1     77    0.27426E+00    0.88469E+01
  1     78    0.27782E+00    0.91790E+01
  1     79    0.28138E+00    0.93628E+01
  1     80    0.28495E+00    0.95456E+01
  1     81    0.28851E+00    0.95393E+01
  1     82    0.29207E+00    0.95425E+01
  1     83    0.29563E+00    0.96520E+01
  1     84    0.29919E+00    0.97956E+01
  1     85    0.30276E+00    0.98852E+01
  1     86    0.30632E+00    0.99611E+01
  1     87    0.30988E+00    0.10047E+02
  1     88    0.31344E+00    0.10207E+02
  1     89    0.31700E+00    0.10358E+02
  1     90    0.32056E+00    0.10613E+02
  1     91    0.32413E+00    0.10859E+02
  1     92    0.32769E+00    0.11113E+02
  1     93    0.33125E+00    0.11291E+02
  1     94    0.33481E+00    0.11462E+02
  1     95    0.33837E+00    0.11510E+02
  1     96    0.34194E+00    0.11527E+02
  1     97    0.34550E+00    0.11548E+02
  1     98    0.34906E+00    0.11721E+02
  1     99    0.35262E+00    0.11924E+02
  1    100    0.35618E+00    0.12031E+02


% itn    run  time           mean square displacement
  2      1    0.35618E-02    0.94595E-01
  2      2    0.71237E-02    0.21814E+00
  2      3    0.10685E-01    0.34229E+00
  2      4    0.14247E-01    0.48789E+00
  2      5    0.17809E-01    0.61898E+00
  2      6    0.21371E-01    0.72735E+00
  2      7    0.24933E-01    0.89764E+00
  2      8    0.28495E-01    0.10463E+01
  2      9    0.32056E-01    0.11411E+01
  2     10    0.35618E-01    0.11928E+01
  2     11    0.39180E-01    0.12819E+01
  2     12    0.42742E-01    0.13701E+01
  2     13    0.46304E-01    0.15040E+01
  2     14    0.49866E-01    0.16405E+01
  2     15    0.53427E-01    0.17666E+01
