% itn    run  time               r                   g
  1      1    0.35618E-02    0.3952847075E-01    0.0000000000E+00
  1      1    0.35618E-02    0.7905694150E-01    0.0000000000E+00
  1      1    0.35618E-02    0.1185854123E+00    0.0000000000E+00
  1      1    0.35618E-02    0.1581138830E+00    0.0000000000E+00
  1      1    0.35618E-02    0.1976423538E+00    0.0000000000E+00
  1      1    0.35618E-02    0.2371708245E+00    0.0000000000E+00
  1      1    0.35618E-02    0.2766992953E+00    0.0000000000E+00
  1      1    0.35618E-02    0.3162277660E+00    0.0000000000E+00
  1      1    0.35618E-02    0.3557562368E+00    0.0000000000E+00
  1      1    0.35618E-02    0.3952847075E+00    0.0000000000E+00
  1      1    0.35618E-02    0.4348131783E+00    0.0000000000E+00
  1      1    0.35618E-02    0.4743416490E+00    0.0000000000E+00
  1      1    0.35618E-02    0.5138701198E+00    0.0000000000E+00
  1      1    0.35618E-02    0.5533985905E+00    0.0000000000E+00
  1      1    0.35618E-02    0.5929270613E+00    0.0000000000E+00
  1      1    0.35618E-02    0.6324555320E+00    0.0000000000E+00
  1      1    0.35618E-02    0.6719840028E+00    0.0000000000E+00
  1      1    0.35618E-02    0.7115124735E+00    0.7760698177E-01
  1      1    0.35618E-02    0.7510409443E+00    0.3670600489E-01
  1      1    0.35618E-02    0.7905694150E+00    0.3134128110E+00
  1      1    0.35618E-02    0.8300978858E+00    0.1656246562E+00
  1      1    0.35618E-02    0.8696263565E+00    0.2842581309E+00
  1      1    0.35618E-02    0.9091548273E+00    0.5734293653E+00
  1      1    0.35618E-02    0.9486832981E+00    0.3178583828E+00
  1      1    0.35618E-02    0.9882117688E+00    0.3880349089E+00
  1      1    0.35618E-02    0.1027740240E+01    0.6657461672E+00
  1      1    0.35618E-02    0.1067268710E+01    0.5637488299E+00
  1      1    0.35618E-02    0.1106797181E+01    0.1037111484E+01
  1      1    0.35618E-02    0.1146325652E+01    0.8339346726E+00
  1      1    0.35618E-02    0.1185854123E+01    0.1012836881E+01
  1      1    0.35618E-02    0.1225382593E+01    0.1157743499E+01
  1      1    0.35618E-02    0.1264911064E+01    0.1056317252E+01
  1      1    0.35618E-02    0.1304439535E+01    0.7939791212E+00
  1      1    0.35618E-02    0.1343968006E+01    0.9121716141E+00
  1      1    0.35618E-02    0.1383496476E+01    0.7676342762E+00
  1      1    0.35618E-02    0.1423024947E+01    0.6694968498E+00
  1      1    0.35618E-02    0.1462553418E+01    0.7069677107E+00
  1      1    0.35618E-02    0.1502081889E+01    0.4708156894E+00
  1      1    0.35618E-02    0.1541610359E+01    0.5644144129E+00
  1      1    0.35618E-02    0.1581138830E+01    0.4641683404E+00
  1      1    0.35618E-02    0.1620667301E+01    0.4862412747E+00
  1      1    0.35618E-02    0.1660195772E+01    0.3599841926E+00
  1      1    0.35618E-02    0.1699724242E+01    0.2716244362E+00
  1      1    0.35618E-02    0.1739252713E+01    0.3122119956E+00
  1      1    0.35618E-02    0.1778781184E+01    0.2899361960E+00
  1      1    0.35618E-02    0.1818309655E+01    0.2238662936E+00
  1      1    0.35618E-02    0.1857838125E+01    0.1752415717E+00
  1      1    0.35618E-02    0.1897366596E+01    0.3002164821E+00
  1      1    0.35618E-02    0.1936895067E+01    0.3360302304E+00
  1      1    0.35618E-02    0.1976423538E+01    0.4115521761E+00
  1      1    0.35618E-02    0.2015952008E+01    0.2958285939E+00
  1      1    0.35618E-02    0.2055480479E+01    0.5010547852E+00
  1      1    0.35618E-02    0.2095008950E+01    0.5303143755E+00
  1      1    0.35618E-02    0.2134537421E+01    0.5204019572E+00
