% run    par  time               x                   y
  1      1    0.35618E-02   -0.7141933898E+01   -0.4624839031E+01


% run    par  time               x                   y
  2      1    0.71237E-02   -0.7258288508E+01   -0.4599097578E+01


% run    par  time               x                   y
  3      1    0.10685E-01   -0.7046501077E+01   -0.4235726827E+01


% run    par  time               x                   y
  4      1    0.14247E-01   -0.6988626963E+01   -0.4289975259E+01


% run    par  time               x                   y
  5      1    0.17809E-01   -0.7227046374E+01   -0.4502117810E+01


% run    par  time               x                   y
  6      1    0.21371E-01   -0.7574533452E+01   -0.4516940413E+01


% run    par  time               x                   y
  7      1    0.24933E-01   -0.7746650778E+01   -0.4656021979E+01


% run    par  time               x                   y
  8      1    0.28495E-01   -0.8227119319E+01   -0.4635955524E+01


% run    par  time               x                   y
  9      1    0.32056E-01   -0.8383988869E+01   -0.4494833598E+01


% run    par  time               x                   y
 10      1    0.35618E-01   -0.8875963857E+01   -0.4345393986E+01


% run    par  time               x                   y
 11      1    0.39180E-01   -0.8879483118E+01   -0.4480893300E+01


% run    par  time               x                   y
 12      1    0.42742E-01   -0.9119097788E+01   -0.4665475604E+01


% run    par  time               x                   y
 13      1    0.46304E-01   -0.9025329919E+01   -0.4518924516E+01


% run    par  time               x                   y
 14      1    0.49866E-01   -0.8961542862E+01   -0.4495939605E+01


% run    par  time               x                   y
 15      1    0.53427E-01   -0.9048224910E+01   -0.4554220053E+01


% run    par  time               x                   y
 16      1    0.56989E-01   -0.9328497487E+01   -0.4585222788E+01


% run    par  time               x                   y
 17      1    0.60551E-01   -0.9212647114E+01   -0.4853795105E+01


% run    par  time               x                   y
 18      1    0.64113E-01   -0.8857982553E+01   -0.4738687799E+01


% run    par  time               x                   y
 19      1    0.67675E-01   -0.8673294307E+01   -0.4759302689E+01


% run    par  time               x                   y
 20      1    0.71237E-01   -0.8602007547E+01   -0.4456993522E+01


% run    par  time               x                   y
 21      1    0.74798E-01   -0.8525205321E+01   -0.4706911498E+01


% run    par  time               x                   y
 22      1    0.78360E-01   -0.8651399493E+01   -0.4824808143E+01


% run    par  time               x                   y
 23      1    0.81922E-01   -0.8807321926E+01   -0.4991001570E+01


% run    par  time               x                   y
 24      1    0.85484E-01   -0.8872921740E+01   -0.5287927629E+01


% run    par  time               x                   y
 25      1    0.89046E-01   -0.8618192747E+01   -0.5658823820E+01


% run    par  time               x                   y
 26      1    0.92608E-01   -0.8766760356E+01   -0.5874563370E+01


% run    par  time               x                   y
 27      1    0.96169E-01   -0.8879587444E+01   -0.5802063565E+01


