% run    par  time              vx                  vy
  1      1    0.35618E-02   -0.3194471953E+03   -0.4877044795E+04


% run    par  time              vx                  vy
  2      1    0.71237E-02    0.1284701223E+04   -0.5079039904E+04


% run    par  time              vx                  vy
  3      1    0.10685E-01    0.9453864953E+03    0.8558052535E+03


% run    par  time              vx                  vy
  4      1    0.14247E-01    0.7650483979E+03    0.2183085063E+04


% run    par  time              vx                  vy
  5      1    0.17809E-01    0.9924955052E+03   -0.3758552624E+04


% run    par  time              vx                  vy
  6      1    0.21371E-01    0.2191832216E+04    0.3152934803E+04


% run    par  time              vx                  vy
  7      1    0.24933E-01   -0.2851321774E+04   -0.2125507038E+04


% run    par  time              vx                  vy
  8      1    0.28495E-01    0.8924512520E+03    0.5565108256E+04


% run    par  time              vx                  vy
  9      1    0.32056E-01    0.2373747473E+03    0.3929133064E+04


% run    par  time              vx                  vy
 10      1    0.35618E-01   -0.7321358751E+03    0.1930421122E+04


% run    par  time              vx                  vy
 11      1    0.39180E-01   -0.1149750699E+04    0.3990504096E+03


% run    par  time              vx                  vy
 12      1    0.42742E-01    0.1003741376E+03   -0.1519395018E+04


% run    par  time              vx                  vy
 13      1    0.46304E-01    0.8456245814E+03   -0.1133970837E+04


% run    par  time              vx                  vy
 14      1    0.49866E-01   -0.3299526989E+04   -0.1165178448E+04


% run    par  time              vx                  vy
 15      1    0.53427E-01    0.3541564573E+04   -0.1338145850E+04


% run    par  time              vx                  vy
 16      1    0.56989E-01   -0.1088233624E+04    0.5501869320E+04


% run    par  time              vx                  vy
 17      1    0.60551E-01    0.5010931658E+00    0.1267202820E+04


% run    par  time              vx                  vy
 18      1    0.64113E-01   -0.1654615664E+04   -0.1034577208E+04


% run    par  time              vx                  vy
 19      1    0.67675E-01    0.3413549160E+04    0.1642773441E+03


% run    par  time              vx                  vy
 20      1    0.71237E-01   -0.4621859574E+02    0.1281903112E+04


% run    par  time              vx                  vy
 21      1    0.74798E-01   -0.7745904519E+03    0.3454778053E+04


% run    par  time              vx                  vy
 22      1    0.78360E-01    0.2975144893E+04   -0.7249107977E+03


% run    par  time              vx                  vy
 23      1    0.81922E-01    0.5459982388E+03   -0.4405289453E+04


% run    par  time              vx                  vy
 24      1    0.85484E-01   -0.1656181737E+04   -0.7207341100E+03


% run    par  time              vx                  vy
 25      1    0.89046E-01    0.4686164168E+04   -0.1068858278E+04


% run    par  time              vx                  vy
 26      1    0.92608E-01    0.1504959693E+04    0.1296556087E+04


% run    par  time              vx                  vy
 27      1    0.96169E-01   -0.2005198685E+04    0.2466707748E+04


% run    par  time              vx                  vy
 28      1    0.99731E-01    0.4590076408E+04   -0.2706846498E+04


% run    par  time              vx                  vy
 29      1    0.10329E+00    0.4371467202E+04   -0.3759156285E+04


% run    par  time              vx                  vy
 30      1    0.10685E+00   -0.1910813578E+04    0.8257036246E+03


% run    par  time              vx                  vy
 31      1    0.11042E+00    0.2699734166E+03    0.3526466549E+04


% run    par  time              vx                  vy
 32      1    0.11398E+00    0.3984314946E+02   -0.1224579179E+04


% run    par  time              vx                  vy
 33      1    0.11754E+00    0.8254029946E+03    0.3349361372E+04


% run    par  time              vx                  vy
 34      1    0.12110E+00   -0.4542345094E+04    0.4805812011E+03


% run    par  time              vx                  vy
 35      1    0.12466E+00   -0.1039386581E+04   -0.2733638654E+04


% run    par  time              vx                  vy
 36      1    0.12823E+00   -0.1667727284E+04    0.3901263526E+03


% run    par  time              vx                  vy
 37      1    0.13179E+00    0.1189475454E+04    0.2744469526E+04


% run    par  time              vx                  vy
 38      1    0.13535E+00   -0.4741047892E+04    0.3134911410E+04


% run    par  time              vx                  vy
 39      1    0.13891E+00    0.1288726713E+04    0.2785226395E+04


% run    par  time              vx                  vy
 40      1    0.14247E+00    0.4399953959E+04   -0.4913083407E+02


% run    par  time              vx                  vy
 41      1    0.14603E+00   -0.1370268416E+04    0.3487115869E+04


% run    par  time              vx                  vy
 42      1    0.14960E+00    0.1132203709E+04   -0.6543212080E+04


% run    par  time              vx                  vy
 43      1    0.15316E+00    0.1762025529E+04    0.1625737247E+04


% run    par  time              vx                  vy
 44      1    0.15672E+00   -0.3326405585E+04   -0.1013574491E+04


% run    par  time              vx                  vy
 45      1    0.16028E+00    0.1580619160E+04   -0.5315385221E+04


% run    par  time              vx                  vy
 46      1    0.16384E+00    0.1930731851E+04    0.1566459678E+04


% run    par  time              vx                  vy
 47      1    0.16741E+00   -0.3758216754E+03    0.4474314439E+04


% run    par  time              vx                  vy
 48      1    0.17097E+00   -0.6063434430E+03   -0.2225882712E+04


% run    par  time              vx                  vy
 49      1    0.17453E+00   -0.1602802504E+04    0.2047199033E+04


% run    par  time              vx                  vy
 50      1    0.17809E+00    0.8625516674E+03    0.3815269365E+04


% run    par  time              vx                  vy
 51      1    0.18165E+00   -0.3209363131E+04    0.3630615458E+04


% run    par  time              vx                  vy
 52      1    0.18522E+00    0.5076042502E+03   -0.8781950908E+03


% run    par  time              vx                  vy
 53      1    0.18878E+00   -0.1972683612E+04   -0.1212938294E+04


% run    par  time              vx                  vy
 54      1    0.19234E+00    0.1011954041E+04   -0.4475263574E+04


% run    par  time              vx                  vy
 55      1    0.19590E+00   -0.1135601598E+04    0.7780992849E+03


% run    par  time              vx                  vy
 56      1    0.19946E+00   -0.6652479255E+03   -0.2036017462E+04


% run    par  time              vx                  vy
 57      1    0.20302E+00   -0.3246672606E+04    0.3900378232E+04


% run    par  time              vx                  vy
 58      1    0.20659E+00   -0.1948028563E+04    0.3929536305E+03


% run    par  time              vx                  vy
 59      1    0.21015E+00   -0.4697853039E+02    0.1411350984E+04


% run    par  time              vx                  vy
 60      1    0.21371E+00    0.5222227069E+04    0.7913094203E+03


% run    par  time              vx                  vy
 61      1    0.21727E+00    0.1600548592E+04   -0.2890645336E+04


% run    par  time              vx                  vy
 62      1    0.22083E+00    0.3069395398E+04   -0.2463367697E+04


% run    par  time              vx                  vy
 63      1    0.22440E+00    0.2826904432E+04    0.6742910622E+04


% run    par  time              vx                  vy
 64      1    0.22796E+00   -0.1595039796E+04   -0.2612428199E+04


% run    par  time              vx                  vy
 65      1    0.23152E+00   -0.2982230628E+02    0.5228501175E+03


% run    par  time              vx                  vy
 66      1    0.23508E+00    0.1528263355E+04    0.8028803207E+03


% run    par  time              vx                  vy
 67      1    0.23864E+00   -0.7242800891E+03    0.1066390810E+04


% run    par  time              vx                  vy
 68      1    0.24220E+00    0.1792514509E+04   -0.3223421909E+04


% run    par  time              vx                  vy
 69      1    0.24577E+00   -0.2705084384E+04   -0.2708840811E+04


% run    par  time              vx                  vy
 70      1    0.24933E+00   -0.2027119181E+04   -0.3492732432E+04


% run    par  time              vx                  vy
 71      1    0.25289E+00   -0.1165316370E+04   -0.2868917774E+04


% run    par  time              vx                  vy
 72      1    0.25645E+00   -0.3598077080E+04    0.1179244853E+04


% run    par  time              vx                  vy
 73      1    0.26001E+00   -0.2830448716E+04    0.4740036046E+03


% run    par  time              vx                  vy
 74      1    0.26358E+00   -0.3802179213E+04    0.3433414892E+04


% run    par  time              vx                  vy
 75      1    0.26714E+00   -0.1660994076E+04   -0.3756253514E+04


% run    par  time              vx                  vy
 76      1    0.27070E+00   -0.5771064308E+04   -0.2944963251E+04


% run    par  time              vx                  vy
 77      1    0.27426E+00    0.6434577944E+03    0.3882874886E+04


% run    par  time              vx                  vy
 78      1    0.27782E+00   -0.2121666008E+04    0.2178660004E+04


% run    par  time              vx                  vy
 79      1    0.28138E+00   -0.2620811941E+04   -0.2522372884E+03


% run    par  time              vx                  vy
 80      1    0.28495E+00    0.4020963558E+04   -0.3192667114E+04


% run    par  time              vx                  vy
 81      1    0.28851E+00    0.2092045232E+04    0.2867841558E+03


% run    par  time              vx                  vy
 82      1    0.29207E+00    0.1843134047E+04   -0.9852495243E+03


% run    par  time              vx                  vy
 83      1    0.29563E+00   -0.1576802141E+04   -0.6742758647E+03


% run    par  time              vx                  vy
 84      1    0.29919E+00   -0.2688255884E+04   -0.5112091266E+04


% run    par  time              vx                  vy
 85      1    0.30276E+00    0.2520978136E+03   -0.2113372942E+04


% run    par  time              vx                  vy
 86      1    0.30632E+00   -0.3407902937E+04   -0.1142712341E+04


% run    par  time              vx                  vy
 87      1    0.30988E+00    0.4778115563E+04    0.4151393898E+04


% run    par  time              vx                  vy
 88      1    0.31344E+00    0.5894310036E+04    0.3379855155E+03


% run    par  time              vx                  vy
 89      1    0.31700E+00   -0.1734539176E+04   -0.2452602361E+04


% run    par  time              vx                  vy
 90      1    0.32056E+00   -0.1279912188E+04    0.9839918500E+03


% run    par  time              vx                  vy
 91      1    0.32413E+00    0.1258762017E+04    0.2220356120E+04


% run    par  time              vx                  vy
 92      1    0.32769E+00   -0.2438670982E+04    0.4621131480E+04


% run    par  time              vx                  vy
 93      1    0.33125E+00   -0.2519589815E+04   -0.5683950499E+02


% run    par  time              vx                  vy
 94      1    0.33481E+00   -0.1524246199E+04   -0.2096168319E+04


% run    par  time              vx                  vy
 95      1    0.33837E+00   -0.4443782734E+03   -0.1162053224E+03


% run    par  time              vx                  vy
 96      1    0.34194E+00    0.2626053934E+04   -0.3116637244E+03


% run    par  time              vx                  vy
 97      1    0.34550E+00   -0.9534770226E+03    0.2002335885E+04


% run    par  time              vx                  vy
 98      1    0.34906E+00    0.2505890140E+03    0.1307384624E+02


% run    par  time              vx                  vy
 99      1    0.35262E+00    0.4818724976E+04    0.1001661789E+04


% run    par  time              vx                  vy
100      1    0.35618E+00   -0.9509116043E+03    0.8242205308E+03


