% run    par  time               x                   y
  1      1    0.35618E-02    0.1359703863E+02   -0.3860553040E+01


% run    par  time               x                   y
  2      1    0.71237E-02    0.1364715680E+02   -0.3934628932E+01


% run    par  time               x                   y
  3      1    0.10685E-01    0.1354421439E+02   -0.4068449353E+01


% run    par  time               x                   y
  4      1    0.14247E-01    0.1341998543E+02   -0.4179620378E+01


% run    par  time               x                   y
  5      1    0.17809E-01    0.1337573168E+02   -0.4034544304E+01


% run    par  time               x                   y
  6      1    0.21371E-01    0.1333783148E+02   -0.4116261392E+01


% run    par  time               x                   y
  7      1    0.24933E-01    0.1339199522E+02   -0.4283295952E+01


% run    par  time               x                   y
  8      1    0.28495E-01    0.1332463676E+02   -0.4248429706E+01


% run    par  time               x                   y
  9      1    0.32056E-01    0.1325306664E+02   -0.4131674459E+01


% run    par  time               x                   y
 10      1    0.35618E-01    0.1340772950E+02   -0.4067519121E+01


% run    par  time               x                   y
 11      1    0.39180E-01    0.1339797750E+02   -0.3970696257E+01


% run    par  time               x                   y
 12      1    0.42742E-01    0.1342715352E+02   -0.4031638693E+01


% run    par  time               x                   y
 13      1    0.46304E-01    0.1338523182E+02   -0.3946176085E+01


% run    par  time               x                   y
 14      1    0.49866E-01    0.1340666240E+02   -0.3886579835E+01


% run    par  time               x                   y
 15      1    0.53427E-01    0.1343413738E+02   -0.3825682399E+01


% run    par  time               x                   y
 16      1    0.56989E-01    0.1337761771E+02   -0.3745738543E+01


% run    par  time               x                   y
 17      1    0.60551E-01    0.1342701101E+02   -0.3798076152E+01


% run    par  time               x                   y
 18      1    0.64113E-01    0.1339599087E+02   -0.3736567410E+01


% run    par  time               x                   y
 19      1    0.67675E-01    0.1331630233E+02   -0.3540815771E+01


% run    par  time               x                   y
 20      1    0.71237E-01    0.1325317132E+02   -0.3588602674E+01


% run    par  time               x                   y
 21      1    0.74798E-01    0.1319378400E+02   -0.3653644562E+01


% run    par  time               x                   y
 22      1    0.78360E-01    0.1320201750E+02   -0.3570617426E+01


% run    par  time               x                   y
 23      1    0.81922E-01    0.1327939829E+02   -0.3707482001E+01


% run    par  time               x                   y
 24      1    0.85484E-01    0.1309529228E+02   -0.3721795667E+01


% run    par  time               x                   y
 25      1    0.89046E-01    0.1316871778E+02   -0.3647566349E+01


% run    par  time               x                   y
 26      1    0.92608E-01    0.1321444193E+02   -0.3542211529E+01


% run    par  time               x                   y
 27      1    0.96169E-01    0.1321216695E+02   -0.3542735724E+01


% run    par  time               x                   y
 28      1    0.99731E-01    0.1306721485E+02   -0.3493515215E+01


% run    par  time               x                   y
 29      1    0.10329E+00    0.1301561315E+02   -0.3536679951E+01


% run    par  time               x                   y
 30      1    0.10685E+00    0.1300699095E+02   -0.3562816040E+01


% run    par  time               x                   y
 31      1    0.11042E+00    0.1305063709E+02   -0.3697757430E+01


% run    par  time               x                   y
 32      1    0.11398E+00    0.1300719952E+02   -0.3622226297E+01


% run    par  time               x                   y
 33      1    0.11754E+00    0.1298493206E+02   -0.3644967675E+01


% run    par  time               x                   y
 34      1    0.12110E+00    0.1307586825E+02   -0.3738224064E+01


% run    par  time               x                   y
 35      1    0.12466E+00    0.1311856449E+02   -0.3900882501E+01


% run    par  time               x                   y
 36      1    0.12823E+00    0.1299340266E+02   -0.3924622244E+01


% run    par  time               x                   y
 37      1    0.13179E+00    0.1310097662E+02   -0.3857685642E+01


% run    par  time               x                   y
 38      1    0.13535E+00    0.1304352787E+02   -0.3907252540E+01


% run    par  time               x                   y
 39      1    0.13891E+00    0.1310028622E+02   -0.3918914373E+01


% run    par  time               x                   y
 40      1    0.14247E+00    0.1306861571E+02   -0.3844156033E+01


% run    par  time               x                   y
 41      1    0.14603E+00    0.1300590912E+02   -0.3993912845E+01


% run    par  time               x                   y
 42      1    0.14960E+00    0.1289732471E+02   -0.3975337255E+01


% run    par  time               x                   y
 43      1    0.15316E+00    0.1285685925E+02   -0.3939897916E+01


% run    par  time               x                   y
 44      1    0.15672E+00    0.1293945768E+02   -0.3827861673E+01


% run    par  time               x                   y
 45      1    0.16028E+00    0.1294102772E+02   -0.3753991127E+01


% run    par  time               x                   y
 46      1    0.16384E+00    0.1312309623E+02   -0.3743735454E+01


% run    par  time               x                   y
 47      1    0.16741E+00    0.1302639661E+02   -0.3716384729E+01


% run    par  time               x                   y
 48      1    0.17097E+00    0.1303873808E+02   -0.3720414736E+01


% run    par  time               x                   y
 49      1    0.17453E+00    0.1299046175E+02   -0.3731729031E+01


% run    par  time               x                   y
 50      1    0.17809E+00    0.1295906773E+02   -0.3748714458E+01


% run    par  time               x                   y
 51      1    0.18165E+00    0.1292197817E+02   -0.3791213135E+01


% run    par  time               x                   y
 52      1    0.18522E+00    0.1298646127E+02   -0.3690159419E+01


% run    par  time               x                   y
 53      1    0.18878E+00    0.1300761858E+02   -0.3767865163E+01


% run    par  time               x                   y
 54      1    0.19234E+00    0.1297943428E+02   -0.3842180729E+01


% run    par  time               x                   y
 55      1    0.19590E+00    0.1291000947E+02   -0.3894626624E+01


% run    par  time               x                   y
 56      1    0.19946E+00    0.1292586877E+02   -0.3810994127E+01


% run    par  time               x                   y
 57      1    0.20302E+00    0.1283233582E+02   -0.3782226161E+01


% run    par  time               x                   y
 58      1    0.20659E+00    0.1273901415E+02   -0.3761259411E+01


% run    par  time               x                   y
 59      1    0.21015E+00    0.1278538190E+02   -0.3908637565E+01


% run    par  time               x                   y
 60      1    0.21371E+00    0.1286292165E+02   -0.3888477874E+01


% run    par  time               x                   y
 61      1    0.21727E+00    0.1284862200E+02   -0.3813842847E+01


% run    par  time               x                   y
 62      1    0.22083E+00    0.1290659307E+02   -0.3822436448E+01


% run    par  time               x                   y
 63      1    0.22440E+00    0.1294304064E+02   -0.3877869386E+01


% run    par  time               x                   y
 64      1    0.22796E+00    0.1290246227E+02   -0.3827944732E+01


% run    par  time               x                   y
 65      1    0.23152E+00    0.1289663021E+02   -0.3834915575E+01


% run    par  time               x                   y
 66      1    0.23508E+00    0.1306750187E+02   -0.3817615758E+01


% run    par  time               x                   y
 67      1    0.23864E+00    0.1311012480E+02   -0.3707784458E+01


% run    par  time               x                   y
 68      1    0.24220E+00    0.1309491500E+02   -0.3614429168E+01


% run    par  time               x                   y
 69      1    0.24577E+00    0.1301541311E+02   -0.3573746744E+01


% run    par  time               x                   y
 70      1    0.24933E+00    0.1285226116E+02   -0.3613590545E+01


% run    par  time               x                   y
 71      1    0.25289E+00    0.1272730203E+02   -0.3606175216E+01


% run    par  time               x                   y
 72      1    0.25645E+00    0.1261631068E+02   -0.3715096777E+01


