*	*	*	0.03952847075	0.0
*	*	*	0.0790569415	0.0
*	*	*	0.1185854123	0.0
*	*	*	0.158113883	0.0
*	*	*	0.1976423538	0.0
*	*	*	0.2371708245	0.0
*	*	*	0.2766992953	0.03482364566666667
*	*	*	0.316227766	0.06036098583333333
*	*	*	0.3557562368	0.07988954006666667
*	*	*	0.3952847075	0.14296022960000002
*	*	*	0.4348131783	0.15090246456666667
*	*	*	0.474341649	0.3149268825666667
*	*	*	0.5138701198	0.34405761933333334
*	*	*	0.5533985905	0.4527073936666666
*	*	*	0.5929270613	0.6712557906666667
*	*	*	0.632455532	0.788587073
*	*	*	0.6719840028	0.740793917
*	*	*	0.7115124735	0.9054147873333332
*	*	*	0.7510409443	1.0644741420000001
*	*	*	0.790569415	1.2188275983333334
*	*	*	0.8300978858	1.2477057436666665
*	*	*	0.8696263565	1.4318187336666668
*	*	*	0.9091548273	1.388302674
*	*	*	0.9486832981	1.358122181
*	*	*	0.9882117688	1.450511445
*	*	*	1.02774024	1.7486932656666667
*	*	*	1.06726871	1.358122181
*	*	*	1.106797181	1.3005048763333333
*	*	*	1.146325652	1.3025265363333334
*	*	*	1.185854123	1.2507000876666667
*	*	*	1.225382593	1.128057768
*	*	*	1.264911064	1.2862638646666666
*	*	*	1.304439535	1.3232985353333333
*	*	*	1.343968006	1.3716358346666666
*	*	*	1.383496476	1.3187563206666666
*	*	*	1.423024947	1.3708745020000002
*	*	*	1.462553418	1.401532479
*	*	*	1.502081889	1.2856889980000001
*	*	*	1.541610359	1.3757601313333332
*	*	*	1.58113883	1.3466612343333333
*	*	*	1.620667301	1.3189993199999999
*	*	*	1.660195772	1.570840113
*	*	*	1.699724242	1.3155144263333334
*	*	*	1.739252713	1.5350423119999999
*	*	*	1.778781184	1.3937283806666667
*	*	*	1.818309655	1.223802405
*	*	*	1.857838125	1.3775934666666665
*	*	*	1.897366596	1.381948886
*	*	*	1.936895067	1.4561309983333333
*	*	*	1.976423538	1.5318886553333335
*	*	*	2.015952008	1.4881074723333334
*	*	*	2.055480479	1.4372360946666667
*	*	*	2.09500895	1.3926141730000001
*	*	*	2.134537421	1.4342785649999998
*	*	*	2.174065891	1.3913484116666668
*	*	*	2.213594362	1.4070635210000002
*	*	*	2.253122833	1.394178522
*	*	*	2.292651304	1.3030099766666667
*	*	*	2.332179774	1.6947507560000001
*	*	*	2.371708245	1.4684458316666669
*	*	*	2.411236716	1.3656049479999999
*	*	*	2.450765187	1.365483277
*	*	*	2.490293657	1.4377986823333335
*	*	*	2.529822128	1.3616868063333334
*	*	*	2.569350599	1.4739310493333333
*	*	*	2.60887907	1.5032650096666667
*	*	*	2.64840754	1.4874671506666666
*	*	*	2.687936011	1.5760924076666667
*	*	*	2.727464482	1.470472921
*	*	*	2.766992953	1.3744066196666667
*	*	*	2.806521423	1.505813955
*	*	*	2.846049894	1.4277694723333332
*	*	*	2.885578365	1.4049539803333333
*	*	*	2.925106836	1.3396443283333335
*	*	*	2.964635306	1.3793903136666668
*	*	*	3.004163777	1.3101531856666666
*	*	*	3.043692248	1.3906697713333334
*	*	*	3.083220719	1.3902498026666665
*	*	*	3.122749189	1.441743292
*	*	*	3.16227766	1.403677642
*	*	*	3.201806131	1.4002998886666667
*	*	*	3.241334602	1.3386807593333332
*	*	*	3.280863072	1.4651257466666667
*	*	*	3.320391543	1.301194904
*	*	*	3.359920014	1.4197332463333332
*	*	*	3.399448485	1.4984349989999999
*	*	*	3.438976955	1.5308313599999999
*	*	*	3.478505426	1.3865780743333334
*	*	*	3.518033897	1.432294579
*	*	*	3.557562368	1.4592858443333334
*	*	*	3.597090838	1.403142806
*	*	*	3.636619309	1.5213937
*	*	*	3.67614778	1.4608989946666666
*	*	*	3.715676251	1.452537092
*	*	*	3.755204721	1.4707002103333335
*	*	*	3.794733192	1.3557519853333335
*	*	*	3.834261663	1.5129340359999999
*	*	*	3.873790134	1.4254478959999999
*	*	*	3.913318604	1.4937045983333332
*	*	*	3.952847075	1.4195447923333333
*	*	*	3.992375546	1.4594745826666669
*	*	*	4.031904017	1.4339450943333334
*	*	*	4.071432487	1.428788701
*	*	*	4.110960958	1.4871547233333333
*	*	*	4.150489429	1.5379055
*	*	*	4.1900179	1.527619262
*	*	*	4.22954637	1.600416279
*	*	*	4.269074841	1.5392051386666665
*	*	*	4.308603312	1.4624326403333334
*	*	*	4.348131783	1.5110918026666667
*	*	*	4.387660253	1.5015136633333332
*	*	*	4.427188724	1.532708889
*	*	*	4.466717195	1.47683212
*	*	*	4.506245666	1.49772358
*	*	*	4.545774136	1.4095212736666667
*	*	*	4.585302607	1.4580705666666667
*	*	*	4.624831078	1.5563031003333334
*	*	*	4.664359549	1.471780633
*	*	*	4.70388802	1.5071144876666667
*	*	*	4.74341649	1.5172327293333332
*	*	*	4.782944961	1.4539233306666668
*	*	*	4.822473432	1.4214639563333333
*	*	*	4.862001903	1.5133361446666667
*	*	*	4.901530373	1.5267419389999999
*	*	*	4.941058844	1.5381142773333334
*	*	*	4.980587315	1.4194450950000002
*	*	*	5.020115786	1.481587834
*	*	*	5.059644256	1.5090246456666667
*	*	*	5.099172727	1.548364977
*	*	*	5.138701198	1.5451480156666666
*	*	*	5.178229669	1.4882105126666667
*	*	*	5.217758139	1.4700080386666665
*	*	*	5.25728661	1.5614134256666665
*	*	*	5.296815081	1.576845978
*	*	*	5.336343552	1.4641465893333334
