% run    par  time               x                   y
  1      1    0.35618E-02   -0.7486218246E+01   -0.4828141463E+01


% run    par  time               x                   y
  2      1    0.71237E-02   -0.7602572856E+01   -0.4802400011E+01


% run    par  time               x                   y
  3      1    0.10685E-01   -0.7390785425E+01   -0.4439029259E+01


% run    par  time               x                   y
  4      1    0.14247E-01   -0.7332911311E+01   -0.4493277692E+01


% run    par  time               x                   y
  5      1    0.17809E-01   -0.7571330722E+01   -0.4705420243E+01


% run    par  time               x                   y
  6      1    0.21371E-01   -0.7918817800E+01   -0.4720242846E+01


% run    par  time               x                   y
  7      1    0.24933E-01   -0.8090935125E+01   -0.4859324412E+01


% run    par  time               x                   y
  8      1    0.28495E-01   -0.8571403666E+01   -0.4839257957E+01


% run    par  time               x                   y
  9      1    0.32056E-01   -0.8728273216E+01   -0.4698136030E+01


% run    par  time               x                   y
 10      1    0.35618E-01   -0.9220248205E+01   -0.4548696419E+01


% run    par  time               x                   y
 11      1    0.39180E-01   -0.9223767466E+01   -0.4684195732E+01


% run    par  time               x                   y
 12      1    0.42742E-01   -0.9463382136E+01   -0.4868778036E+01


% run    par  time               x                   y
 13      1    0.46304E-01   -0.9369614266E+01   -0.4722226949E+01


% run    par  time               x                   y
 14      1    0.49866E-01   -0.9305827210E+01   -0.4699242037E+01


% run    par  time               x                   y
 15      1    0.53427E-01   -0.9392509257E+01   -0.4757522485E+01


% run    par  time               x                   y
 16      1    0.56989E-01   -0.9672781835E+01   -0.4788525220E+01


% run    par  time               x                   y
 17      1    0.60551E-01   -0.9556931461E+01   -0.5057097538E+01


% run    par  time               x                   y
 18      1    0.64113E-01   -0.9202266900E+01   -0.4941990232E+01


% run    par  time               x                   y
 19      1    0.67675E-01   -0.9017578655E+01   -0.4962605122E+01


% run    par  time               x                   y
 20      1    0.71237E-01   -0.8946291895E+01   -0.4660295954E+01


% run    par  time               x                   y
 21      1    0.74798E-01   -0.8869489668E+01   -0.4910213931E+01


% run    par  time               x                   y
 22      1    0.78360E-01   -0.8995683841E+01   -0.5028110576E+01


% run    par  time               x                   y
 23      1    0.81922E-01   -0.9151606273E+01   -0.5194304003E+01


% run    par  time               x                   y
 24      1    0.85484E-01   -0.9217206088E+01   -0.5491230062E+01


% run    par  time               x                   y
 25      1    0.89046E-01   -0.8962477094E+01   -0.5862126253E+01


% run    par  time               x                   y
 26      1    0.92608E-01   -0.9111044704E+01   -0.6077865803E+01


% run    par  time               x                   y
 27      1    0.96169E-01   -0.9226879277E+01   -0.6004447948E+01


% run    par  time               x                   y
