% run    par  time               x                   y
  1      1    0.35618E-02    0.8451298950E+01    0.9139641745E+01


% run    par  time               x                   y
  2      1    0.71237E-02    0.8558787461E+01    0.9113552649E+01


% run    par  time               x                   y
  3      1    0.10685E-01    0.8628873184E+01    0.9191697949E+01


% run    par  time               x                   y
  4      1    0.14247E-01    0.8609477982E+01    0.9082276929E+01


% run    par  time               x                   y
  5      1    0.17809E-01    0.8519839730E+01    0.9143290217E+01


% run    par  time               x                   y
  6      1    0.21371E-01    0.8482449037E+01    0.9076920814E+01


% run    par  time               x                   y
  7      1    0.24933E-01    0.8457553787E+01    0.9126780685E+01


% run    par  time               x                   y
  8      1    0.28495E-01    0.8399112613E+01    0.9025220822E+01


% run    par  time               x                   y
  9      1    0.32056E-01    0.8368069771E+01    0.9180534581E+01


% run    par  time               x                   y
 10      1    0.35618E-01    0.8256546717E+01    0.9283709600E+01


% run    par  time               x                   y
 11      1    0.39180E-01    0.8305652480E+01    0.9270486807E+01


% run    par  time               x                   y
 12      1    0.42742E-01    0.8390574005E+01    0.9190864430E+01


% run    par  time               x                   y
 13      1    0.46304E-01    0.8286781756E+01    0.9020853226E+01


% run    par  time               x                   y
 14      1    0.49866E-01    0.8211431326E+01    0.9070250977E+01


% run    par  time               x                   y
 15      1    0.53427E-01    0.8169284620E+01    0.9010349162E+01


% run    par  time               x                   y
 16      1    0.56989E-01    0.8033578403E+01    0.9158539521E+01


% run    par  time               x                   y
 17      1    0.60551E-01    0.7923431234E+01    0.9043939044E+01


% run    par  time               x                   y
 18      1    0.64113E-01    0.7960125074E+01    0.9076741595E+01


% run    par  time               x                   y
 19      1    0.67675E-01    0.7872760886E+01    0.9100651414E+01


% run    par  time               x                   y
 20      1    0.71237E-01    0.7812967708E+01    0.9046281810E+01


% run    par  time               x                   y
 21      1    0.74798E-01    0.7818641950E+01    0.9056751341E+01


% run    par  time               x                   y
 22      1    0.78360E-01    0.7880625928E+01    0.9026017338E+01


% run    par  time               x                   y
 23      1    0.81922E-01    0.7792966779E+01    0.8983165198E+01


% run    par  time               x                   y
 24      1    0.85484E-01    0.7654988653E+01    0.9057641919E+01


% run    par  time               x                   y
 25      1    0.89046E-01    0.7773219952E+01    0.9007936706E+01


% run    par  time               x                   y
 26      1    0.92608E-01    0.7956646613E+01    0.8997221799E+01


% run    par  time               x                   y
 27      1    0.96169E-01    0.8000143552E+01    0.8900349066E+01


% run    par  time               x                   y
 28      1    0.99731E-01    0.8088158353E+01    0.8721470723E+01


% run    par  time               x                   y
 29      1    0.10329E+00    0.8081360587E+01    0.8680554482E+01


% run    par  time               x                   y
 30      1    0.10685E+00    0.8128194422E+01    0.8860422007E+01


% run    par  time               x                   y
 31      1    0.11042E+00    0.8079671899E+01    0.8884502768E+01


% run    par  time               x                   y
 32      1    0.11398E+00    0.8134769964E+01    0.8897446810E+01


% run    par  time               x                   y
 33      1    0.11754E+00    0.8044070630E+01    0.8952868781E+01


% run    par  time               x                   y
 34      1    0.12110E+00    0.8057844690E+01    0.8966106549E+01


% run    par  time               x                   y
 35      1    0.12466E+00    0.8094288596E+01    0.8885288897E+01


% run    par  time               x                   y
 36      1    0.12823E+00    0.8167719644E+01    0.8784583563E+01


% run    par  time               x                   y
 37      1    0.13179E+00    0.8289783271E+01    0.8761403334E+01


% run    par  time               x                   y
 38      1    0.13535E+00    0.8318368565E+01    0.8641199835E+01


% run    par  time               x                   y
 39      1    0.13891E+00    0.8302915930E+01    0.8637817380E+01


% run    par  time               x                   y
 40      1    0.14247E+00    0.8230877699E+01    0.8612669139E+01


% run    par  time               x                   y
 41      1    0.14603E+00    0.8115191028E+01    0.8717757163E+01


% run    par  time               x                   y
 42      1    0.14960E+00    0.8220198821E+01    0.8750502842E+01


% run    par  time               x                   y
 43      1    0.15316E+00    0.8297970831E+01    0.8731199477E+01


% run    par  time               x                   y
 44      1    0.15672E+00    0.8410018056E+01    0.8889001884E+01


% run    par  time               x                   y
 45      1    0.16028E+00    0.8525978711E+01    0.8730036398E+01


% run    par  time               x                   y
 46      1    0.16384E+00    0.8568051348E+01    0.8752912737E+01


% run    par  time               x                   y
 47      1    0.16741E+00    0.8640020348E+01    0.8682143589E+01


% run    par  time               x                   y
 48      1    0.17097E+00    0.8754678302E+01    0.8714976572E+01


% run    par  time               x                   y
 49      1    0.17453E+00    0.8834031161E+01    0.8731839706E+01


% run    par  time               x                   y
 50      1    0.17809E+00    0.8682082383E+01    0.8792928472E+01


% run    par  time               x                   y
 51      1    0.18165E+00    0.8712039121E+01    0.8703577916E+01


% run    par  time               x                   y
 52      1    0.18522E+00    0.8712086468E+01    0.8689355043E+01


% run    par  time               x                   y
 53      1    0.18878E+00    0.8808340971E+01    0.8581716402E+01


% run    par  time               x                   y
 54      1    0.19234E+00    0.8899469935E+01    0.8505811119E+01


% run    par  time               x                   y
 55      1    0.19590E+00    0.8763675315E+01    0.8614837470E+01


% run    par  time               x                   y
 56      1    0.19946E+00    0.8826218773E+01    0.8638541958E+01


% run    par  time               x                   y
 57      1    0.20302E+00    0.8820919430E+01    0.8591340533E+01


% run    par  time               x                   y
 58      1    0.20659E+00    0.8956221272E+01    0.8571291843E+01


% run    par  time               x                   y
 59      1    0.21015E+00    0.8942910206E+01    0.8480909559E+01


% run    par  time               x                   y
 60      1    0.21371E+00    0.9012614705E+01    0.8396246437E+01


% run    par  time               x                   y
 61      1    0.21727E+00    0.9016598615E+01    0.8510495193E+01


% run    par  time               x                   y
 62      1    0.22083E+00    0.9089477884E+01    0.8404533628E+01


% run    par  time               x                   y
 63      1    0.22440E+00    0.9144059714E+01    0.8263807193E+01


% run    par  time               x                   y
 64      1    0.22796E+00    0.9347992816E+01    0.8427177544E+01


% run    par  time               x                   y
 65      1    0.23152E+00    0.9405391868E+01    0.8349495012E+01


% run    par  time               x                   y
 66      1    0.23508E+00    0.9241482202E+01    0.8247872310E+01


% run    par  time               x                   y
 67      1    0.23864E+00    0.9197328122E+01    0.8314120807E+01


% run    par  time               x                   y
 68      1    0.24220E+00    0.9109994939E+01    0.8357072919E+01


% run    par  time               x                   y
 69      1    0.24577E+00    0.9059198712E+01    0.8343041005E+01


% run    par  time               x                   y
 70      1    0.24933E+00    0.9239761505E+01    0.8317975309E+01


% run    par  time               x                   y
 71      1    0.25289E+00    0.9152533305E+01    0.8360961851E+01


% run    par  time               x                   y
 72      1    0.25645E+00    0.9099777283E+01    0.8357393634E+01


% run    par  time               x                   y
 73      1    0.26001E+00    0.9290458228E+01    0.8290503431E+01


% run    par  time               x                   y
 74      1    0.26358E+00    0.9304149658E+01    0.8327456585E+01


% run    par  time               x                   y
 75      1    0.26714E+00    0.9352024442E+01    0.8289658362E+01


% run    par  time               x                   y
