% run    par  time              vx                  vy
  1      1    0.35618E-02    0.1552437905E+04    0.1625245589E+04


% run    par  time              vx                  vy
  2      1    0.71237E-02    0.1084973091E+04   -0.1249321797E+04


% run    par  time              vx                  vy
  3      1    0.10685E-01   -0.2094024291E+04    0.3200813008E+04


% run    par  time              vx                  vy
  4      1    0.14247E-01   -0.5204877321E+03   -0.3607275002E+03


% run    par  time              vx                  vy
  5      1    0.17809E-01    0.8210646926E+02    0.2968799248E+04


% run    par  time              vx                  vy
  6      1    0.21371E-01    0.2153922611E+04   -0.3096601671E+04


% run    par  time              vx                  vy
  7      1    0.24933E-01   -0.3681839928E+04    0.9198399370E+03


% run    par  time              vx                  vy
  8      1    0.28495E-01    0.1592171346E+04    0.4121987101E+04


% run    par  time              vx                  vy
  9      1    0.32056E-01   -0.9009465034E+03   -0.1671224959E+04


% run    par  time              vx                  vy
 10      1    0.35618E-01   -0.3119780900E+04   -0.5799972174E+03


% run    par  time              vx                  vy
 11      1    0.39180E-01   -0.3718754565E+03    0.3336464437E+04


% run    par  time              vx                  vy
 12      1    0.42742E-01    0.2659637490E+04   -0.1627757266E+04


% run    par  time              vx                  vy
 13      1    0.46304E-01    0.1118192459E+04   -0.4194553264E+03


% run    par  time              vx                  vy
 14      1    0.49866E-01   -0.2131790961E+04    0.1505619709E+04


% run    par  time              vx                  vy
 15      1    0.53427E-01   -0.6131640646E+04    0.4365828041E+04


% run    par  time              vx                  vy
 16      1    0.56989E-01   -0.1150934699E+03   -0.3492390912E+04


% run    par  time              vx                  vy
 17      1    0.60551E-01    0.1749743978E+04   -0.4319186254E+04


% run    par  time              vx                  vy
 18      1    0.64113E-01   -0.2262905469E+04    0.4023146285E+04


% run    par  time              vx                  vy
 19      1    0.67675E-01   -0.1882533455E+04    0.1850317070E+03


% run    par  time              vx                  vy
 20      1    0.71237E-01   -0.1980804083E+04    0.9086533691E+02


% run    par  time              vx                  vy
 21      1    0.74798E-01    0.1224679318E+04   -0.3798948764E+04


% run    par  time              vx                  vy
 22      1    0.78360E-01    0.1837070459E+04   -0.2517867848E+03


% run    par  time              vx                  vy
 23      1    0.81922E-01    0.4896152490E+03    0.3158954465E+04


% run    par  time              vx                  vy
 24      1    0.85484E-01   -0.1981734715E+04    0.4492160717E+03


% run    par  time              vx                  vy
 25      1    0.89046E-01    0.1236927678E+04    0.1246850939E+04


% run    par  time              vx                  vy
 26      1    0.92608E-01   -0.2727597241E+04    0.1295649466E+04


% run    par  time              vx                  vy
 27      1    0.96169E-01    0.8259775712E+01    0.9374022513E+03


% run    par  time              vx                  vy
 28      1    0.99731E-01    0.1099645064E+04   -0.6321713944E+04


% run    par  time              vx                  vy
 29      1    0.10329E+00   -0.1432412315E+04   -0.1333819942E+04


% run    par  time              vx                  vy
 30      1    0.10685E+00   -0.4808600306E+04    0.2548252275E+04


% run    par  time              vx                  vy
 31      1    0.11042E+00   -0.6865092528E+03   -0.2633373466E+03


% run    par  time              vx                  vy
 32      1    0.11398E+00   -0.1323629877E+04   -0.5309358427E+03


% run    par  time              vx                  vy
 33      1    0.11754E+00    0.4129246005E+04   -0.2292059164E+04


% run    par  time              vx                  vy
 34      1    0.12110E+00   -0.4832381219E+04   -0.1792082808E+03


% run    par  time              vx                  vy
 35      1    0.12466E+00    0.1461679849E+04   -0.4469850116E+04


% run    par  time              vx                  vy
 36      1    0.12823E+00   -0.4931726263E+04   -0.1246096151E+04


% run    par  time              vx                  vy
 37      1    0.13179E+00   -0.2754737132E+04    0.1343908454E+04


% run    par  time              vx                  vy
 38      1    0.13535E+00    0.3549237594E+04   -0.5937304151E+04


% run    par  time              vx                  vy
