% run    par  time               x                   y
  1      1    0.35618E-02    0.1712192001E+02    0.4477792399E+01


% run    par  time               x                   y
  2      1    0.71237E-02    0.1709347326E+02    0.4479714234E+01


% run    par  time               x                   y
  3      1    0.10685E-01    0.1699827854E+02    0.4369051903E+01


% run    par  time               x                   y
  4      1    0.14247E-01    0.1696061795E+02    0.4293857772E+01


% run    par  time               x                   y
  5      1    0.17809E-01    0.1691181888E+02    0.4136192687E+01


% run    par  time               x                   y
  6      1    0.21371E-01    0.1682643611E+02    0.4042898659E+01


% run    par  time               x                   y
  7      1    0.24933E-01    0.1687414735E+02    0.3995110102E+01


% run    par  time               x                   y
  8      1    0.28495E-01    0.1696855156E+02    0.3934963585E+01


% run    par  time               x                   y
  9      1    0.32056E-01    0.1697615216E+02    0.3914530035E+01


% run    par  time               x                   y
 10      1    0.35618E-01    0.1708662699E+02    0.3776131653E+01


% run    par  time               x                   y
 11      1    0.39180E-01    0.1687154949E+02    0.3790136766E+01


% run    par  time               x                   y
 12      1    0.42742E-01    0.1696347508E+02    0.3699114600E+01


% run    par  time               x                   y
 13      1    0.46304E-01    0.1703121675E+02    0.3654623932E+01


% run    par  time               x                   y
 14      1    0.49866E-01    0.1690126468E+02    0.3702963121E+01


% run    par  time               x                   y
 15      1    0.53427E-01    0.1680703129E+02    0.3670264061E+01


% run    par  time               x                   y
 16      1    0.56989E-01    0.1673919128E+02    0.3613962344E+01


% run    par  time               x                   y
 17      1    0.60551E-01    0.1664161864E+02    0.3552062988E+01


% run    par  time               x                   y
 18      1    0.64113E-01    0.1668469680E+02    0.3541702738E+01


% run    par  time               x                   y
 19      1    0.67675E-01    0.1660568668E+02    0.3615590238E+01


% run    par  time               x                   y
 20      1    0.71237E-01    0.1659184253E+02    0.3545345943E+01


% run    par  time               x                   y
 21      1    0.74798E-01    0.1663522579E+02    0.3543547440E+01


% run    par  time               x                   y
 22      1    0.78360E-01    0.1662539657E+02    0.3543877352E+01


% run    par  time               x                   y
 23      1    0.81922E-01    0.1666006350E+02    0.3565993965E+01


% run    par  time               x                   y
 24      1    0.85484E-01    0.1670211253E+02    0.3473800098E+01


% run    par  time               x                   y
 25      1    0.89046E-01    0.1671565038E+02    0.3494303758E+01


% run    par  time               x                   y
 26      1    0.92608E-01    0.1656360957E+02    0.3536139675E+01


% run    par  time               x                   y
 27      1    0.96169E-01    0.1661471292E+02    0.3512390300E+01


% run    par  time               x                   y
 28      1    0.99731E-01    0.1656744307E+02    0.3610065270E+01


% run    par  time               x                   y
 29      1    0.10329E+00    0.1644450563E+02    0.3586699943E+01


% run    par  time               x                   y
 30      1    0.10685E+00    0.1646849027E+02    0.3566133139E+01


% run    par  time               x                   y
 31      1    0.11042E+00    0.1634720854E+02    0.3552693339E+01


% run    par  time               x                   y
 32      1    0.11398E+00    0.1632043338E+02    0.3652866765E+01


% run    par  time               x                   y
 33      1    0.11754E+00    0.1636897151E+02    0.3709483300E+01


% run    par  time               x                   y
 34      1    0.12110E+00    0.1648328803E+02    0.3638288315E+01


% run    par  time               x                   y
 35      1    0.12466E+00    0.1651949180E+02    0.3547282744E+01


% run    par  time               x                   y
 36      1    0.12823E+00    0.1656492078E+02    0.3651596892E+01


% run    par  time               x                   y
 37      1    0.13179E+00    0.1671982312E+02    0.3662205443E+01


% run    par  time               x                   y
 38      1    0.13535E+00    0.1670956650E+02    0.3641961548E+01


% run    par  time               x                   y
 39      1    0.13891E+00    0.1677428117E+02    0.3722226920E+01


% run    par  time               x                   y
 40      1    0.14247E+00    0.1670981710E+02    0.3582767811E+01


% run    par  time               x                   y
 41      1    0.14603E+00    0.1658064833E+02    0.3568748331E+01


% run    par  time               x                   y
 42      1    0.14960E+00    0.1679038875E+02    0.3521014902E+01


% run    par  time               x                   y
 43      1    0.15316E+00    0.1676928422E+02    0.3624501326E+01


% run    par  time               x                   y
 44      1    0.15672E+00    0.1691899695E+02    0.3543334870E+01


% run    par  time               x                   y
 45      1    0.16028E+00    0.1680937295E+02    0.3549851995E+01


% run    par  time               x                   y
