% run    par  time               x                   y
  1      1    0.35618E-02    0.9901938381E+01   -0.1811280869E+02


% run    par  time               x                   y
  2      1    0.71237E-02    0.9779186719E+01   -0.1815719767E+02


% run    par  time               x                   y
  3      1    0.10685E-01    0.9795438704E+01   -0.1828930506E+02


% run    par  time               x                   y
  4      1    0.14247E-01    0.9793807595E+01   -0.1821942961E+02


% run    par  time               x                   y
  5      1    0.17809E-01    0.9856625447E+01   -0.1821114705E+02


% run    par  time               x                   y
  6      1    0.21371E-01    0.9981664019E+01   -0.1837053856E+02


% run    par  time               x                   y
  7      1    0.24933E-01    0.9942824635E+01   -0.1835794577E+02


% run    par  time               x                   y
  8      1    0.28495E-01    0.9870435664E+01   -0.1834880301E+02


% run    par  time               x                   y
  9      1    0.32056E-01    0.9895079780E+01   -0.1838408359E+02


% run    par  time               x                   y
 10      1    0.35618E-01    0.9919831877E+01   -0.1844475621E+02


% run    par  time               x                   y
 11      1    0.39180E-01    0.9944761225E+01   -0.1848305235E+02


% run    par  time               x                   y
 12      1    0.42742E-01    0.9940272911E+01   -0.1858362904E+02


% run    par  time               x                   y
 13      1    0.46304E-01    0.9982515649E+01   -0.1844677414E+02


% run    par  time               x                   y
 14      1    0.49866E-01    0.9964453316E+01   -0.1841339502E+02


% run    par  time               x                   y
 15      1    0.53427E-01    0.9932400163E+01   -0.1845091060E+02


% run    par  time               x                   y
 16      1    0.56989E-01    0.1007039674E+02   -0.1828424212E+02


% run    par  time               x                   y
 17      1    0.60551E-01    0.1009455022E+02   -0.1828718635E+02


% run    par  time               x                   y
 18      1    0.64113E-01    0.1012756011E+02   -0.1819164287E+02


% run    par  time               x                   y
 19      1    0.67675E-01    0.1017697165E+02   -0.1825809659E+02


% run    par  time               x                   y
 20      1    0.71237E-01    0.1020714216E+02   -0.1817448257E+02


% run    par  time               x                   y
 21      1    0.74798E-01    0.1028088765E+02   -0.1813739621E+02


% run    par  time               x                   y
 22      1    0.78360E-01    0.1034390331E+02   -0.1807541280E+02


% run    par  time               x                   y
 23      1    0.81922E-01    0.1039075078E+02   -0.1805911342E+02


% run    par  time               x                   y
 24      1    0.85484E-01    0.1034194215E+02   -0.1781897239E+02


% run    par  time               x                   y
 25      1    0.89046E-01    0.1048459327E+02   -0.1795578709E+02


% run    par  time               x                   y
 26      1    0.92608E-01    0.1057004286E+02   -0.1795011491E+02


% run    par  time               x                   y
 27      1    0.96169E-01    0.1055637131E+02   -0.1780539184E+02


% run    par  time               x                   y
 28      1    0.99731E-01    0.1058871682E+02   -0.1787560891E+02


% run    par  time               x                   y
 29      1    0.10329E+00    0.1066325528E+02   -0.1793508572E+02


% run    par  time               x                   y
 30      1    0.10685E+00    0.1052753654E+02   -0.1782249985E+02


% run    par  time               x                   y
 31      1    0.11042E+00    0.1041778265E+02   -0.1784870926E+02


% run    par  time               x                   y
 32      1    0.11398E+00    0.1049430524E+02   -0.1791355662E+02


% run    par  time               x                   y
 33      1    0.11754E+00    0.1047343780E+02   -0.1782008487E+02


% run    par  time               x                   y
 34      1    0.12110E+00    0.1045336416E+02   -0.1781529210E+02


% run    par  time               x                   y
 35      1    0.12466E+00    0.1052430309E+02   -0.1772956849E+02


% run    par  time               x                   y
 36      1    0.12823E+00    0.1058033015E+02   -0.1760812510E+02


% run    par  time               x                   y
 37      1    0.13179E+00    0.1065588323E+02   -0.1762009175E+02


% run    par  time               x                   y
 38      1    0.13535E+00    0.1069575170E+02   -0.1767625612E+02


% run    par  time               x                   y
 39      1    0.13891E+00    0.1069007410E+02   -0.1772491199E+02


% run    par  time               x                   y
 40      1    0.14247E+00    0.1050778483E+02   -0.1769325707E+02


% run    par  time               x                   y
 41      1    0.14603E+00    0.1049719276E+02   -0.1766638594E+02


% run    par  time               x                   y
 42      1    0.14960E+00    0.1049335974E+02   -0.1759950647E+02


% run    par  time               x                   y
 43      1    0.15316E+00    0.1058339341E+02   -0.1742722869E+02


% run    par  time               x                   y
 44      1    0.15672E+00    0.1047870073E+02   -0.1735268021E+02


% run    par  time               x                   y
 45      1    0.16028E+00    0.1057778138E+02   -0.1726201129E+02


% run    par  time               x                   y
 46      1    0.16384E+00    0.1064011788E+02   -0.1729926146E+02


% run    par  time               x                   y
 47      1    0.16741E+00    0.1060055277E+02   -0.1709199208E+02


% run    par  time               x                   y
 48      1    0.17097E+00    0.1064282836E+02   -0.1713748367E+02


% run    par  time               x                   y
 49      1    0.17453E+00    0.1056800770E+02   -0.1709804787E+02


% run    par  time               x                   y
 50      1    0.17809E+00    0.1058644802E+02   -0.1705798140E+02


% run    par  time               x                   y
 51      1    0.18165E+00    0.1066516439E+02   -0.1693821190E+02


% run    par  time               x                   y
 52      1    0.18522E+00    0.1065892627E+02   -0.1694534626E+02


% run    par  time               x                   y
 53      1    0.18878E+00    0.1071123309E+02   -0.1689941855E+02


% run    par  time               x                   y
 54      1    0.19234E+00    0.1074901208E+02   -0.1693830871E+02


% run    par  time               x                   y
 55      1    0.19590E+00    0.1081852557E+02   -0.1683478998E+02


% run    par  time               x                   y
 56      1    0.19946E+00    0.1085605410E+02   -0.1700414721E+02


% run    par  time               x                   y
 57      1    0.20302E+00    0.1078742841E+02   -0.1706621149E+02


% run    par  time               x                   y
 58      1    0.20659E+00    0.1078087720E+02   -0.1711330031E+02


% run    par  time               x                   y
 59      1    0.21015E+00    0.1079286075E+02   -0.1703070680E+02


% run    par  time               x                   y
 60      1    0.21371E+00    0.1089994339E+02   -0.1695482455E+02


% run    par  time               x                   y
 61      1    0.21727E+00    0.1079751934E+02   -0.1709371633E+02


% run    par  time               x                   y
 62      1    0.22083E+00    0.1089020791E+02   -0.1724213626E+02


% run    par  time               x                   y
 63      1    0.22440E+00    0.1087931988E+02   -0.1740834962E+02


% run    par  time               x                   y
 64      1    0.22796E+00    0.1097369255E+02   -0.1731272766E+02


% run    par  time               x                   y
 65      1    0.23152E+00    0.1114990288E+02   -0.1734997881E+02


% run    par  time               x                   y
 66      1    0.23508E+00    0.1116249943E+02   -0.1738990635E+02


% run    par  time               x                   y
 67      1    0.23864E+00    0.1126110534E+02   -0.1728847714E+02


% run    par  time               x                   y
