% run    par  time              vx                  vy
  1      1    0.35618E-02    0.3104877717E+04    0.4217530147E+04


% run    par  time              vx                  vy
  2      1    0.71237E-02   -0.1647961250E+04   -0.3250503387E+04


% run    par  time              vx                  vy
  3      1    0.10685E-01    0.2769137729E+03   -0.9438597641E+03


% run    par  time              vx                  vy
  4      1    0.14247E-01   -0.7462063718E+04   -0.1929018160E+04


% run    par  time              vx                  vy
  5      1    0.17809E-01   -0.4132889500E+03    0.2086511374E+04


% run    par  time              vx                  vy
  6      1    0.21371E-01    0.1547316552E+04   -0.1233464609E+04


% run    par  time              vx                  vy
  7      1    0.24933E-01   -0.5156777186E+04   -0.2023622707E+04


% run    par  time              vx                  vy
  8      1    0.28495E-01    0.6115155777E+03   -0.1153320635E+04


% run    par  time              vx                  vy
  9      1    0.32056E-01    0.7357030927E+03   -0.9837620710E+03


% run    par  time              vx                  vy
 10      1    0.35618E-01   -0.6788860135E+03    0.1932163769E+04


% run    par  time              vx                  vy
 11      1    0.39180E-01    0.2221203546E+04    0.2752733762E+04


% run    par  time              vx                  vy
 12      1    0.42742E-01    0.1892166538E+03    0.1027997626E+03


% run    par  time              vx                  vy
 13      1    0.46304E-01    0.3879564508E+03    0.3349459509E+04


% run    par  time              vx                  vy
 14      1    0.49866E-01    0.1834400885E+04    0.1525243430E+04


% run    par  time              vx                  vy
 15      1    0.53427E-01   -0.4651323102E+04   -0.3601321552E+04


% run    par  time              vx                  vy
 16      1    0.56989E-01    0.4396718492E+04    0.1174985779E+04


% run    par  time              vx                  vy
 17      1    0.60551E-01   -0.9212220317E+03    0.7136795120E+03


% run    par  time              vx                  vy
 18      1    0.64113E-01   -0.1054539790E+04    0.1669660899E+04


% run    par  time              vx                  vy
 19      1    0.67675E-01    0.7664607366E+03   -0.2183597707E+04


% run    par  time              vx                  vy
 20      1    0.71237E-01    0.1473610382E+04    0.2621019819E+04


% run    par  time              vx                  vy
 21      1    0.74798E-01    0.1787498226E+04   -0.3916639312E+04


% run    par  time              vx                  vy
 22      1    0.78360E-01   -0.4077207933E+04   -0.2330742471E+04


% run    par  time              vx                  vy
 23      1    0.81922E-01    0.9280296890E+03    0.2106506820E+04


% run    par  time              vx                  vy
 24      1    0.85484E-01    0.3747753119E+04    0.1354969183E+04


% run    par  time              vx                  vy
 25      1    0.89046E-01    0.5370603094E+03   -0.2782347678E+04


% run    par  time              vx                  vy
 26      1    0.92608E-01   -0.2264586920E+04   -0.3044563760E+04


% run    par  time              vx                  vy
 27      1    0.96169E-01    0.1528802472E+04    0.2157178125E+04


% run    par  time              vx                  vy
 28      1    0.99731E-01   -0.3254797795E+03   -0.3636074439E+04


% run    par  time              vx                  vy
 29      1    0.10329E+00    0.5986032009E+03   -0.3528506624E+03


% run    par  time              vx                  vy
 30      1    0.10685E+00    0.1586170147E+04   -0.7186910044E+02


% run    par  time              vx                  vy
 31      1    0.11042E+00   -0.6642674932E+04   -0.9894959871E+03


% run    par  time              vx                  vy
 32      1    0.11398E+00   -0.2661088721E+04   -0.3104178603E+04


% run    par  time              vx                  vy
 33      1    0.11754E+00   -0.1884087117E+04   -0.2813853942E+04


% run    par  time              vx                  vy
 34      1    0.12110E+00    0.2861420597E+04    0.8866949203E+03


% run    par  time              vx                  vy
 35      1    0.12466E+00    0.1901531275E+04    0.1373342275E+04


% run    par  time              vx                  vy
 36      1    0.12823E+00    0.8159147642E+03   -0.2177734015E+04


% run    par  time              vx                  vy
 37      1    0.13179E+00    0.2547387203E+04   -0.9060780698E+03


% run    par  time              vx                  vy
