% run    par  time               x                   y
  1      1    0.35618E-02   -0.8442104273E+00   -0.1855672323E+01


% run    par  time               x                   y
  2      1    0.71237E-02   -0.6748489144E+01   -0.4499103720E+01


% run    par  time               x                   y
  3      1    0.10685E-01   -0.2787842893E+00    0.6021928048E+00


% run    par  time               x                   y
  4      1    0.14247E-01    0.6212607001E+01    0.6221652056E+01


% run    par  time               x                   y
  5      1    0.17809E-01   -0.1743470567E+01   -0.1004841160E+02


% run    par  time               x                   y
  6      1    0.21371E-01   -0.5420414863E+01   -0.5086775251E+01


% run    par  time               x                   y
  7      1    0.24933E-01   -0.7627292529E+01    0.3668220263E+01


% run    par  time               x                   y
  8      1    0.28495E-01   -0.2819348048E+01    0.1942504058E+01


% run    par  time               x                   y
  9      1    0.32056E-01   -0.5281583287E+01    0.5535576535E+01


% run    par  time               x                   y
 10      1    0.35618E-01    0.4768681553E+01   -0.3110806785E+01


% run    par  time               x                   y
 11      1    0.39180E-01   -0.6891137550E+01   -0.4809416567E+01


% run    par  time               x                   y
 12      1    0.42742E-01    0.6812964060E+01    0.2946789388E+01


% run    par  time               x                   y
 13      1    0.46304E-01   -0.8440603132E+01   -0.3102551620E+01


% run    par  time               x                   y
 14      1    0.49866E-01   -0.2491504726E+01    0.3914769625E+01


% run    par  time               x                   y
 15      1    0.53427E-01    0.3088342473E+01   -0.7836536010E+01


% run    par  time               x                   y
 16      1    0.56989E-01    0.1311186778E+00    0.6722953525E+01


% run    par  time               x                   y
 17      1    0.60551E-01    0.5213673468E+00   -0.7450146956E+01


% run    par  time               x                   y
 18      1    0.64113E-01   -0.5306413616E+01    0.3800390084E+00


% run    par  time               x                   y
 19      1    0.67675E-01    0.6115383955E+01   -0.5405229259E+01


% run    par  time               x                   y
 20      1    0.71237E-01    0.1939971048E+01   -0.8360555239E+01


% run    par  time               x                   y
 21      1    0.74798E-01   -0.5650458877E+01   -0.8985185813E+01


% run    par  time               x                   y
 22      1    0.78360E-01    0.4477918931E+01   -0.3958386093E+01


% run    par  time               x                   y
 23      1    0.81922E-01   -0.1264733474E+01    0.4861751423E+01


% run    par  time               x                   y
 24      1    0.85484E-01    0.4676363099E+01    0.4668688183E+01


% run    par  time               x                   y
 25      1    0.89046E-01    0.7916262525E+01   -0.3698564013E+01


% run    par  time               x                   y
 26      1    0.92608E-01    0.5183783519E+01    0.2126635127E+01


% run    par  time               x                   y
 27      1    0.96169E-01    0.3075998478E+01    0.6197211267E+01


% run    par  time               x                   y
 28      1    0.99731E-01    0.1164554182E+01    0.2201071766E+01


% run    par  time               x                   y
 29      1    0.10329E+00   -0.4526023975E+01   -0.3394001307E+00


% run    par  time               x                   y
 30      1    0.10685E+00    0.3651533973E+01   -0.1438280290E+01


% run    par  time               x                   y
 31      1    0.11042E+00    0.7790716263E+01   -0.2640024747E+00


% run    par  time               x                   y
 32      1    0.11398E+00    0.5521055827E+01   -0.5401914959E+01


% run    par  time               x                   y
 33      1    0.11754E+00    0.8211356440E+00    0.5115358634E+01


% run    par  time               x                   y
 34      1    0.12110E+00   -0.4560052747E+01   -0.3685104503E+01


% run    par  time               x                   y
 35      1    0.12466E+00   -0.3035238799E+01    0.6808436415E+01


% run    par  time               x                   y
 36      1    0.12823E+00   -0.6608442555E+01   -0.4772200345E+00


% run    par  time               x                   y
 37      1    0.13179E+00    0.1973152605E+00    0.2976326182E+01


% run    par  time               x                   y
 38      1    0.13535E+00    0.7421558315E+01    0.2593941787E+01


% run    par  time               x                   y
 39      1    0.13891E+00   -0.1789154757E+01    0.9619482299E+01


% run    par  time               x                   y
 40      1    0.14247E+00    0.8126322703E+01   -0.1550972014E+01


% run    par  time               x                   y
 41      1    0.14603E+00    0.9101241286E+01    0.5469173914E+01


% run    par  time               x                   y
 42      1    0.14960E+00   -0.1891224315E+01   -0.4814777365E+01


% run    par  time               x                   y
 43      1    0.15316E+00   -0.1205697358E+01   -0.3574589605E+01


% run    par  time               x                   y
 44      1    0.15672E+00    0.8956062438E+01    0.3301743729E+01


% run    par  time               x                   y
 45      1    0.16028E+00    0.8992888072E+01   -0.3536654629E+01


% run    par  time               x                   y
 46      1    0.16384E+00   -0.3629029725E+01    0.8857887879E+01


% run    par  time               x                   y
 47      1    0.16741E+00    0.9059444290E+00   -0.3454858893E+01


% run    par  time               x                   y
 48      1    0.17097E+00    0.1820149168E+01   -0.4600746366E+00


% run    par  time               x                   y
 49      1    0.17453E+00    0.1741066849E+01    0.2983139927E+00


% run    par  time               x                   y
 50      1    0.17809E+00   -0.2280925380E+01    0.7969958845E+01


% run    par  time               x                   y
 51      1    0.18165E+00   -0.2639846469E+01    0.3917548737E+00


% run    par  time               x                   y
 52      1    0.18522E+00   -0.2879643155E+01   -0.7332523514E+01


% run    par  time               x                   y
 53      1    0.18878E+00   -0.1656896840E+01   -0.3867632768E+01


% run    par  time               x                   y
 54      1    0.19234E+00   -0.2076204934E+01    0.5683444058E+00


% run    par  time               x                   y
 55      1    0.19590E+00    0.8495675528E+01   -0.5830821295E+01


% run    par  time               x                   y
 56      1    0.19946E+00   -0.3561706712E+01   -0.5924789215E+01


% run    par  time               x                   y
 57      1    0.20302E+00    0.2123242232E+01    0.3774691004E+01


% run    par  time               x                   y
 58      1    0.20659E+00   -0.1150841751E+00    0.7793908081E+01


% run    par  time               x                   y
 59      1    0.21015E+00   -0.8755821653E+01    0.3035163034E+00


% run    par  time               x                   y
 60      1    0.21371E+00    0.9335597313E+01    0.4477836904E+01


% run    par  time               x                   y
 61      1    0.21727E+00    0.6728928569E+01   -0.2800886046E+00


% run    par  time               x                   y
 62      1    0.22083E+00    0.1060007738E+01    0.5817299284E+01


% run    par  time               x                   y
 63      1    0.22440E+00   -0.5812692634E+01    0.3489960261E+01


% run    par  time               x                   y
 64      1    0.22796E+00   -0.8323172250E+01    0.5948387150E+01


% run    par  time               x                   y
 65      1    0.23152E+00    0.7845185554E+01   -0.5059005515E+01


% run    par  time               x                   y
 66      1    0.23508E+00   -0.2851506305E+01    0.1801338542E+00


% run    par  time               x                   y
 67      1    0.23864E+00    0.1788560321E+01    0.4218632096E+01


% run    par  time               x                   y
 68      1    0.24220E+00   -0.7844471311E+01   -0.5122353588E+01


% run    par  time               x                   y
 69      1    0.24577E+00    0.3564025514E+01   -0.9320604965E+01


% run    par  time               x                   y
 70      1    0.24933E+00    0.5058870923E+01   -0.4050441600E+01


% run    par  time               x                   y
 71      1    0.25289E+00   -0.3070519409E+01    0.8438593512E+01


% run    par  time               x                   y
 72      1    0.25645E+00   -0.1224349676E+01    0.6503639094E+01


% run    par  time               x                   y
 73      1    0.26001E+00   -0.4620848048E+01    0.6398965135E+01


% run    par  time               x                   y
 74      1    0.26358E+00    0.1031628441E+02   -0.2762027484E+01


% run    par  time               x                   y
 75      1    0.26714E+00    0.8555127676E+01    0.2380797623E+01


% run    par  time               x                   y
 76      1    0.27070E+00    0.1462337624E+01    0.9537766054E+01


% run    par  time               x                   y
 77      1    0.27426E+00   -0.3731818137E+01    0.7387310525E+01


% run    par  time               x                   y
 78      1    0.27782E+00    0.7155025463E+01    0.5234232409E+00


% run    par  time               x                   y
 79      1    0.28138E+00    0.1772483203E+01   -0.8999565304E+01


% run    par  time               x                   y
 80      1    0.28495E+00   -0.3547676574E+01    0.8441770639E+01


% run    par  time               x                   y
 81      1    0.28851E+00   -0.4310112042E+01    0.3532455016E+01


% run    par  time               x                   y
 82      1    0.29207E+00    0.5671330557E+01    0.4999978906E+01


% run    par  time               x                   y
 83      1    0.29563E+00    0.5908517875E+01    0.8530730764E+01


% run    par  time               x                   y
 84      1    0.29919E+00    0.4101130493E+01   -0.2107219330E+01


% run    par  time               x                   y
 85      1    0.30276E+00   -0.1003067748E+01    0.3789032607E+00


% run    par  time               x                   y
 86      1    0.30632E+00    0.4803832737E+01   -0.9515991084E+01


% run    par  time               x                   y
 87      1    0.30988E+00    0.6712808281E+01    0.1042255627E+01


% run    par  time               x                   y
 88      1    0.31344E+00    0.5907509339E+01    0.3870864377E+01


% run    par  time               x                   y
 89      1    0.31700E+00   -0.4723935961E+01    0.7698007183E+01


% run    par  time               x                   y
 90      1    0.32056E+00    0.8162099852E+01    0.3257530660E+01


% run    par  time               x                   y
 91      1    0.32413E+00    0.7389420064E+01    0.7586535855E+01


% run    par  time               x                   y
 92      1    0.32769E+00    0.1279431224E+01    0.1008688654E+01


% run    par  time               x                   y
 93      1    0.33125E+00    0.8182532998E+01   -0.6389243639E+01


% run    par  time               x                   y
 94      1    0.33481E+00    0.1809364236E+01    0.8827160070E+01


% run    par  time               x                   y
 95      1    0.33837E+00    0.5603252409E+01   -0.6378838988E+00


% run    par  time               x                   y
 96      1    0.34194E+00    0.4355628398E+01   -0.4058227679E+01


% run    par  time               x                   y
 97      1    0.34550E+00    0.1640377705E+01    0.6142319077E+01


% run    par  time               x                   y
 98      1    0.34906E+00   -0.8606634193E+00   -0.9193225359E+00


% run    par  time               x                   y
 99      1    0.35262E+00    0.1840119136E+01    0.1028518532E+01


% run    par  time               x                   y
100      1    0.35618E+00    0.1267061161E+01   -0.4638673601E+01


