% run    par  time              vx                  vy
  1      1    0.35618E-02   -0.2424478207E+08   -0.1181133078E+08


% run    par  time              vx                  vy
  2      1    0.71237E-02   -0.2977666172E+08    0.2442039648E+08


% run    par  time              vx                  vy
  3      1    0.10685E-01   -0.5206883489E+08    0.9970209317E+07


% run    par  time              vx                  vy
  4      1    0.14247E-01    0.1527513540E+08   -0.3845847555E+07


% run    par  time              vx                  vy
  5      1    0.17809E-01   -0.4992120395E+08   -0.4820653847E+08


% run    par  time              vx                  vy
  6      1    0.21371E-01    0.4885396437E+08   -0.1001460148E+08


% run    par  time              vx                  vy
  7      1    0.24933E-01   -0.1253258253E+08   -0.1594466212E+08


% run    par  time              vx                  vy
  8      1    0.28495E-01   -0.3206655770E+08    0.2277637770E+08


% run    par  time              vx                  vy
  9      1    0.32056E-01    0.4896309670E+08   -0.2212367195E+08


% run    par  time              vx                  vy
 10      1    0.35618E-01    0.2062584917E+07   -0.2096623531E+08


% run    par  time              vx                  vy
 11      1    0.39180E-01   -0.9338887315E+07   -0.3825036986E+08


% run    par  time              vx                  vy
 12      1    0.42742E-01   -0.3601093160E+08   -0.5212334958E+08


% run    par  time              vx                  vy
 13      1    0.46304E-01   -0.3691058860E+08   -0.1574064935E+08


% run    par  time              vx                  vy
 14      1    0.49866E-01   -0.2989850111E+08   -0.1547937231E+08


% run    par  time              vx                  vy
 15      1    0.53427E-01   -0.1947905518E+08   -0.1105455195E+08


% run    par  time              vx                  vy
 16      1    0.56989E-01    0.2829882064E+08    0.2829544281E+07


% run    par  time              vx                  vy
 17      1    0.60551E-01    0.5721114483E+08    0.5470963419E+06


% run    par  time              vx                  vy
 18      1    0.64113E-01    0.3587039667E+08    0.2151047505E+08


% run    par  time              vx                  vy
 19      1    0.67675E-01    0.2217853801E+08    0.2597406872E+08


% run    par  time              vx                  vy
 20      1    0.71237E-01    0.4791056976E+08    0.2132251195E+08


% run    par  time              vx                  vy
 21      1    0.74798E-01   -0.3701828024E+08   -0.2979909386E+08


% run    par  time              vx                  vy
 22      1    0.78360E-01   -0.1102334256E+07    0.1065286092E+08


% run    par  time              vx                  vy
 23      1    0.81922E-01    0.2104505794E+07    0.4668100632E+07


% run    par  time              vx                  vy
 24      1    0.85484E-01   -0.2814250347E+07   -0.4738360242E+08


% run    par  time              vx                  vy
 25      1    0.89046E-01    0.1254853547E+08   -0.1145526872E+08


% run    par  time              vx                  vy
 26      1    0.92608E-01    0.7905284335E+07    0.6706596128E+07


% run    par  time              vx                  vy
 27      1    0.96169E-01    0.2930991565E+08   -0.6288475687E+07


% run    par  time              vx                  vy
 28      1    0.99731E-01   -0.3699366245E+08    0.2519423243E+08


% run    par  time              vx                  vy
 29      1    0.10329E+00   -0.5430464487E+07    0.1505857702E+08


% run    par  time              vx                  vy
 30      1    0.10685E+00    0.1234736100E+08   -0.7563973141E+07


% run    par  time              vx                  vy
 31      1    0.11042E+00    0.2830716213E+08   -0.2268249071E+08


% run    par  time              vx                  vy
 32      1    0.11398E+00    0.1908834531E+08   -0.3016130794E+07


% run    par  time              vx                  vy
 33      1    0.11754E+00   -0.1184300115E+08   -0.8510405787E+06


% run    par  time              vx                  vy
 34      1    0.12110E+00   -0.3880614136E+08    0.2032786645E+08


% run    par  time              vx                  vy
 35      1    0.12466E+00   -0.2954662959E+07    0.5748674723E+07


% run    par  time              vx                  vy
 36      1    0.12823E+00    0.5120466624E+07   -0.3125057774E+07


% run    par  time              vx                  vy
 37      1    0.13179E+00    0.1486415538E+08    0.2229681615E+08


% run    par  time              vx                  vy
 38      1    0.13535E+00    0.4547114976E+08    0.3906713348E+07


% run    par  time              vx                  vy
 39      1    0.13891E+00   -0.5942194249E+07    0.2656490828E+08


% run    par  time              vx                  vy
 40      1    0.14247E+00    0.2527849366E+08    0.1906476142E+08


% run    par  time              vx                  vy
 41      1    0.14603E+00    0.1961387912E+08   -0.8598977045E+07


% run    par  time              vx                  vy
 42      1    0.14960E+00    0.2098003714E+08   -0.1507793775E+08


% run    par  time              vx                  vy
 43      1    0.15316E+00   -0.6617158855E+07   -0.2813733127E+08


% run    par  time              vx                  vy
 44      1    0.15672E+00   -0.2682830893E+08    0.2186395760E+08


% run    par  time              vx                  vy
 45      1    0.16028E+00   -0.3824422486E+07   -0.1251858482E+08


% run    par  time              vx                  vy
 46      1    0.16384E+00   -0.1359910094E+07    0.1200964104E+08


% run    par  time              vx                  vy
 47      1    0.16741E+00    0.4020128441E+07   -0.2052371318E+08


% run    par  time              vx                  vy
 48      1    0.17097E+00    0.1038541934E+08    0.7570867862E+07


% run    par  time              vx                  vy
 49      1    0.17453E+00   -0.3510981877E+08    0.3431110992E+08


% run    par  time              vx                  vy
 50      1    0.17809E+00   -0.2773619720E+08   -0.5617378313E+08


% run    par  time              vx                  vy
 51      1    0.18165E+00   -0.1693642814E+08    0.2233436589E+08


% run    par  time              vx                  vy
 52      1    0.18522E+00    0.5284385286E+08    0.2093186116E+08


% run    par  time              vx                  vy
 53      1    0.18878E+00    0.4028114266E+06   -0.1400318868E+08


% run    par  time              vx                  vy
 54      1    0.19234E+00    0.1947786339E+08    0.1027175459E+08


% run    par  time              vx                  vy
 55      1    0.19590E+00    0.2932291713E+08    0.1248739187E+08


% run    par  time              vx                  vy
 56      1    0.19946E+00   -0.2199184402E+08    0.2241085167E+07


% run    par  time              vx                  vy
 57      1    0.20302E+00    0.2270540428E+08    0.2819711401E+08


% run    par  time              vx                  vy
 58      1    0.20659E+00    0.7474460337E+08   -0.3627600190E+08


% run    par  time              vx                  vy
 59      1    0.21015E+00   -0.1967951691E+08    0.5930042501E+07


% run    par  time              vx                  vy
 60      1    0.21371E+00    0.1379275436E+07    0.1418854735E+08


% run    par  time              vx                  vy
 61      1    0.21727E+00    0.5893897507E+07    0.1751509261E+08


% run    par  time              vx                  vy
 62      1    0.22083E+00    0.3054116740E+06    0.2458505018E+08


% run    par  time              vx                  vy
 63      1    0.22440E+00   -0.3168369746E+08   -0.1169103642E+08


% run    par  time              vx                  vy
 64      1    0.22796E+00   -0.2291743248E+08   -0.8767263139E+07


% run    par  time              vx                  vy
 65      1    0.23152E+00    0.5300998341E+08   -0.4391470173E+08


% run    par  time              vx                  vy
 66      1    0.23508E+00   -0.3777983349E+08   -0.2246290186E+08


% run    par  time              vx                  vy
 67      1    0.23864E+00   -0.1627391396E+08    0.1057551848E+08


% run    par  time              vx                  vy
 68      1    0.24220E+00   -0.1613568911E+08   -0.4600943075E+08


% run    par  time              vx                  vy
 69      1    0.24577E+00   -0.1594167106E+08   -0.2110941475E+08


% run    par  time              vx                  vy
 70      1    0.24933E+00    0.3357548510E+08    0.6582478878E+07


% run    par  time              vx                  vy
 71      1    0.25289E+00   -0.6714768810E+07    0.3467286253E+08


% run    par  time              vx                  vy
 72      1    0.25645E+00    0.1311676880E+08    0.2528379594E+08


% run    par  time              vx                  vy
 73      1    0.26001E+00    0.2388876342E+07    0.2006874212E+08


% run    par  time              vx                  vy
 74      1    0.26358E+00    0.2548050430E+08    0.1033720921E+08


% run    par  time              vx                  vy
 75      1    0.26714E+00    0.1341946424E+08   -0.3878871745E+08


% run    par  time              vx                  vy
 76      1    0.27070E+00    0.1224879238E+08    0.2245352633E+08


% run    par  time              vx                  vy
 77      1    0.27426E+00    0.3615676931E+07    0.4469147485E+08


% run    par  time              vx                  vy
 78      1    0.27782E+00    0.3074256363E+08   -0.1632378396E+08


% run    par  time              vx                  vy
 79      1    0.28138E+00   -0.7717502224E+08   -0.1019152453E+08


% run    par  time              vx                  vy
 80      1    0.28495E+00   -0.7598857144E+07    0.4658557824E+08


% run    par  time              vx                  vy
 81      1    0.28851E+00   -0.3331544373E+08    0.2122483535E+08


% run    par  time              vx                  vy
 82      1    0.29207E+00    0.2135279486E+08    0.3387805790E+08


% run    par  time              vx                  vy
 83      1    0.29563E+00    0.3213996131E+08    0.2850070218E+08


% run    par  time              vx                  vy
 84      1    0.29919E+00   -0.4439211243E+08   -0.9480849083E+07


% run    par  time              vx                  vy
 85      1    0.30276E+00    0.2797512645E+08    0.3443966073E+08


% run    par  time              vx                  vy
 86      1    0.30632E+00   -0.1860621500E+08   -0.1730362379E+08


% run    par  time              vx                  vy
 87      1    0.30988E+00    0.3529463666E+08    0.8915955639E+07


% run    par  time              vx                  vy
 88      1    0.31344E+00    0.1841861143E+08    0.3144392137E+08


% run    par  time              vx                  vy
 89      1    0.31700E+00   -0.3220066681E+08   -0.4106168223E+08


% run    par  time              vx                  vy
 90      1    0.32056E+00    0.2047405426E+08   -0.2152524104E+08


% run    par  time              vx                  vy
 91      1    0.32413E+00    0.2291157967E+08    0.1659131886E+08


% run    par  time              vx                  vy
 92      1    0.32769E+00   -0.3991585859E+07    0.2173370258E+07


% run    par  time              vx                  vy
 93      1    0.33125E+00    0.1784945242E+08   -0.5044899680E+07


% run    par  time              vx                  vy
 94      1    0.33481E+00    0.2530720768E+08   -0.2065658372E+08


% run    par  time              vx                  vy
 95      1    0.33837E+00   -0.4411133636E+06    0.9626720330E+07


% run    par  time              vx                  vy
 96      1    0.34194E+00    0.1341467530E+08    0.4812637861E+08


% run    par  time              vx                  vy
 97      1    0.34550E+00    0.3302482295E+08    0.1516236300E+08


% run    par  time              vx                  vy
 98      1    0.34906E+00   -0.1097582275E+08    0.1655024722E+08


% run    par  time              vx                  vy
 99      1    0.35262E+00    0.9783794242E+07   -0.3258683622E+06


% run    par  time              vx                  vy
100      1    0.35618E+00    0.3505112245E+08   -0.2419396217E+08


