% itn    run  time               r                   g
  1      1    0.35618E-02    0.3952847075E-01    0.0000000000E+00
  1      1    0.35618E-02    0.7905694150E-01    0.0000000000E+00
  1      1    0.35618E-02    0.1185854123E+00    0.0000000000E+00
  1      1    0.35618E-02    0.1581138830E+00    0.1940174544E+00
  1      1    0.35618E-02    0.1976423538E+00    0.0000000000E+00
  1      1    0.35618E-02    0.2371708245E+00    0.1234656528E+00
  1      1    0.35618E-02    0.2766992953E+00    0.1044709370E+00
  1      1    0.35618E-02    0.3162277660E+00    0.0000000000E+00
  1      1    0.35618E-02    0.3557562368E+00    0.0000000000E+00
  1      1    0.35618E-02    0.3952847075E+00    0.1429602296E+00
  1      1    0.35618E-02    0.4348131783E+00    0.1940174544E+00
  1      1    0.35618E-02    0.4743416490E+00    0.2952439524E+00
  1      1    0.35618E-02    0.5138701198E+00    0.2716244362E+00
  1      1    0.35618E-02    0.5533985905E+00    0.3521057506E+00
  1      1    0.35618E-02    0.5929270613E+00    0.4214861941E+00
  1      1    0.35618E-02    0.6324555320E+00    0.5695351082E+00
  1      1    0.35618E-02    0.6719840028E+00    0.4115521761E+00
  1      1    0.35618E-02    0.7115124735E+00    0.3104279271E+00
  1      1    0.35618E-02    0.7510409443E+00    0.3303540440E+00
  1      1    0.35618E-02    0.7905694150E+00    0.2785891653E+00
  1      1    0.35618E-02    0.8300978858E+00    0.4306241062E+00
  1      1    0.35618E-02    0.8696263565E+00    0.5685162618E+00
  1      1    0.35618E-02    0.9091548273E+00    0.4828878866E+00
  1      1    0.35618E-02    0.9486832981E+00    0.3467545994E+00
  1      1    0.35618E-02    0.9882117688E+00    0.3603181297E+00
  1      1    0.35618E-02    0.1027740240E+01    0.5059670871E+00
  1      1    0.35618E-02    0.1067268710E+01    0.4612490426E+00
  1      1    0.35618E-02    0.1106797181E+01    0.5185557419E+00
  1      1    0.35618E-02    0.1146325652E+01    0.1906136394E+00
  1      1    0.35618E-02    0.1185854123E+01    0.3452853003E+00
  1      1    0.35618E-02    0.1225382593E+01    0.3562287688E+00
  1      1    0.35618E-02    0.1264911064E+01    0.4527073937E+00
  1      1    0.35618E-02    0.1304439535E+01    0.1671534992E+00
  1      1    0.35618E-02    0.1343968006E+01    0.1621638425E+00
  1      1    0.35618E-02    0.1383496476E+01    0.3149268826E+00
  1      1    0.35618E-02    0.1423024947E+01    0.4399550727E+00
  1      1    0.35618E-02    0.1462553418E+01    0.3162750285E+00
  1      1    0.35618E-02    0.1502081889E+01    0.3078410277E+00
  1      1    0.35618E-02    0.1541610359E+01    0.3174831073E+00
  1      1    0.35618E-02    0.1581138830E+01    0.5501254404E+00
  1      1    0.35618E-02    0.1620667301E+01    0.4024065722E+00
  1      1    0.35618E-02    0.1660195772E+01    0.4254358639E+00
  1      1    0.35618E-02    0.1699724242E+01    0.3834697923E+00
  1      1    0.35618E-02    0.1739252713E+01    0.2341589967E+00
  1      1    0.35618E-02    0.1778781184E+01    0.3967547945E+00
  1      1    0.35618E-02    0.1818309655E+01    0.3432616502E+00
  1      1    0.35618E-02    0.1857838125E+01    0.3358796792E+00
  1      1    0.35618E-02    0.1897366596E+01    0.3288085280E+00
  1      1    0.35618E-02    0.1936895067E+01    0.2940264516E+00
  1      1    0.35618E-02    0.1976423538E+01    0.3703969585E+00
  1      1    0.35618E-02    0.2015952008E+01    0.3765091195E+00
  1      1    0.35618E-02    0.2055480479E+01    0.3296413061E+00
  1      1    0.35618E-02    0.2095008950E+01    0.2716244362E+00
  1      1    0.35618E-02    0.2134537421E+01    0.3046255359E+00
