% run    par  time              vx                  vy
  1      1    0.35618E-02    0.1944716219E+02    0.1799510053E+04


% run    par  time              vx                  vy
  2      1    0.71237E-02   -0.1739848333E+03   -0.2027294674E+04


% run    par  time              vx                  vy
  3      1    0.10685E-01    0.5577777223E+04   -0.3218912467E+04


% run    par  time              vx                  vy
  4      1    0.14247E-01    0.2361663360E+04   -0.3486821098E+04


% run    par  time              vx                  vy
  5      1    0.17809E-01    0.4628504065E+04   -0.3647926020E+03


% run    par  time              vx                  vy
  6      1    0.21371E-01   -0.3402429174E+03    0.1520112458E+04


% run    par  time              vx                  vy
  7      1    0.24933E-01   -0.1796533910E+04    0.4199370350E+04


% run    par  time              vx                  vy
  8      1    0.28495E-01    0.9185386194E+03   -0.4412009695E+03


% run    par  time              vx                  vy
  9      1    0.32056E-01    0.7463695181E+03    0.2965324734E+04


% run    par  time              vx                  vy
 10      1    0.35618E-01   -0.9074847337E+03   -0.6221789902E+02


% run    par  time              vx                  vy
 11      1    0.39180E-01    0.2879874776E+04   -0.6225886366E+04


% run    par  time              vx                  vy
 12      1    0.42742E-01   -0.2176947461E+03   -0.3774876352E+04


% run    par  time              vx                  vy
 13      1    0.46304E-01    0.3480498356E+04   -0.6558631770E+03


% run    par  time              vx                  vy
 14      1    0.49866E-01   -0.3193899907E+03    0.2354448788E+04


% run    par  time              vx                  vy
 15      1    0.53427E-01    0.1135575942E+04    0.3822155236E+04


% run    par  time              vx                  vy
 16      1    0.56989E-01   -0.7884799029E+03   -0.1540653999E+03


% run    par  time              vx                  vy
 17      1    0.60551E-01   -0.2231963821E+04   -0.1200996628E+04


% run    par  time              vx                  vy
 18      1    0.64113E-01    0.2367455986E+04    0.4922568422E+04


% run    par  time              vx                  vy
 19      1    0.67675E-01    0.2101061315E+03    0.1433659934E+04


% run    par  time              vx                  vy
 20      1    0.71237E-01   -0.1698388290E+04    0.1497981916E+04


% run    par  time              vx                  vy
 21      1    0.74798E-01    0.4903670225E+03    0.2037863708E+04


% run    par  time              vx                  vy
 22      1    0.78360E-01   -0.2953132193E+04    0.7805400191E+03


% run    par  time              vx                  vy
 23      1    0.81922E-01    0.2466167288E+04   -0.2696930453E+04


% run    par  time              vx                  vy
 24      1    0.85484E-01   -0.2162600378E+04   -0.2619150049E+04


% run    par  time              vx                  vy
 25      1    0.89046E-01    0.5613929487E+03    0.1792466794E+04


% run    par  time              vx                  vy
 26      1    0.92608E-01   -0.1685559302E+04    0.1515347928E+04


% run    par  time              vx                  vy
 27      1    0.96169E-01    0.1792671612E+04   -0.3824459878E+04


% run    par  time              vx                  vy
 28      1    0.99731E-01   -0.4132489899E+04    0.9529696465E+03


% run    par  time              vx                  vy
 29      1    0.10329E+00    0.1583494265E+04    0.1753176294E+04


% run    par  time              vx                  vy
 30      1    0.10685E+00   -0.3566568578E+04    0.3204348691E+04


% run    par  time              vx                  vy
 31      1    0.11042E+00    0.1646232408E+04   -0.2326847634E+02


% run    par  time              vx                  vy
 32      1    0.11398E+00    0.6913744531E+03   -0.1670235707E+04


% run    par  time              vx                  vy
 33      1    0.11754E+00    0.8879796422E+03    0.8355131996E+03


% run    par  time              vx                  vy
 34      1    0.12110E+00    0.2939602989E+04    0.3271647076E+04


% run    par  time              vx                  vy
 35      1    0.12466E+00   -0.1292449731E+04    0.5706544460E+03


% run    par  time              vx                  vy
 36      1    0.12823E+00   -0.2291078237E+04   -0.4312784948E+04


% run    par  time              vx                  vy
 37      1    0.13179E+00   -0.2716447190E+04   -0.5491129281E+03


% run    par  time              vx                  vy
 38      1    0.13535E+00    0.1061488532E+04   -0.4362843445E+04


% run    par  time              vx                  vy
