% run    par  time               x                   y
  1      1    0.35618E-02    0.1601280626E+02    0.4103954076E+01


% run    par  time               x                   y
  2      1    0.71237E-02    0.1613469583E+02    0.4278295581E+01


% run    par  time               x                   y
  3      1    0.10685E-01    0.1639705861E+02    0.4408523586E+01


% run    par  time               x                   y
  4      1    0.14247E-01    0.1655399622E+02    0.4171281037E+01


% run    par  time               x                   y
  5      1    0.17809E-01    0.1675454709E+02    0.4276431295E+01


% run    par  time               x                   y
  6      1    0.21371E-01    0.1667984969E+02    0.4583828378E+01


% run    par  time               x                   y
  7      1    0.24933E-01    0.1687665360E+02    0.4904540473E+01


% run    par  time               x                   y
  8      1    0.28495E-01    0.1700761728E+02    0.4977712988E+01


% run    par  time               x                   y
  9      1    0.32056E-01    0.1710566931E+02    0.4719231140E+01


% run    par  time               x                   y
 10      1    0.35618E-01    0.1724873503E+02    0.4546105179E+01


% run    par  time               x                   y
 11      1    0.39180E-01    0.1758623725E+02    0.4478439892E+01


% run    par  time               x                   y
 12      1    0.42742E-01    0.1791990667E+02    0.4283600025E+01


% run    par  time               x                   y
 13      1    0.46304E-01    0.1805430238E+02    0.4143347407E+01


% run    par  time               x                   y
 14      1    0.49866E-01    0.1820309783E+02    0.3854646216E+01


% run    par  time               x                   y
 15      1    0.53427E-01    0.1814304537E+02    0.4007144085E+01


% run    par  time               x                   y
 16      1    0.56989E-01    0.1777251440E+02    0.4010475166E+01


% run    par  time               x                   y
 17      1    0.60551E-01    0.1772569635E+02    0.4126107781E+01


% run    par  time               x                   y
 18      1    0.64113E-01    0.1805023284E+02    0.4312946627E+01


% run    par  time               x                   y
 19      1    0.67675E-01    0.1803567258E+02    0.4438059374E+01


% run    par  time               x                   y
 20      1    0.71237E-01    0.1809251929E+02    0.4011243768E+01


% run    par  time               x                   y
 21      1    0.74798E-01    0.1815058628E+02    0.3917881366E+01


% run    par  time               x                   y
 22      1    0.78360E-01    0.1832619763E+02    0.3590790111E+01


% run    par  time               x                   y
 23      1    0.81922E-01    0.1790164445E+02    0.3571614688E+01


% run    par  time               x                   y
 24      1    0.85484E-01    0.1762337529E+02    0.3739183558E+01


% run    par  time               x                   y
 25      1    0.89046E-01    0.1739336222E+02    0.3745211569E+01


% run    par  time               x                   y
 26      1    0.92608E-01    0.1748934733E+02    0.4092815194E+01


% run    par  time               x                   y
 27      1    0.96169E-01    0.1746701186E+02    0.4416255199E+01


% run    par  time               x                   y
 28      1    0.99731E-01    0.1733399999E+02    0.4648539892E+01


% run    par  time               x                   y
 29      1    0.10329E+00    0.1703781849E+02    0.4564984268E+01


% run    par  time               x                   y
 30      1    0.10685E+00    0.1696695504E+02    0.4294851007E+01


% run    par  time               x                   y
 31      1    0.11042E+00    0.1687614782E+02    0.3955667325E+01


% run    par  time               x                   y
 32      1    0.11398E+00    0.1652479238E+02    0.4085836092E+01


% run    par  time               x                   y
 33      1    0.11754E+00    0.1619248484E+02    0.4252105492E+01


% run    par  time               x                   y
 34      1    0.12110E+00    0.1615889668E+02    0.3924020672E+01


% run    par  time               x                   y
 35      1    0.12466E+00    0.1570132022E+02    0.3652052821E+01


% run    par  time               x                   y
 36      1    0.12823E+00    0.1592097560E+02    0.3374638864E+01


% run    par  time               x                   y
 37      1    0.13179E+00    0.1556939177E+02    0.3318113549E+01


% run    par  time               x                   y
 38      1    0.13535E+00    0.1525985418E+02    0.3380487910E+01


% run    par  time               x                   y
 39      1    0.13891E+00    0.1525521110E+02    0.3126111302E+01


% run    par  time               x                   y
 40      1    0.14247E+00    0.1536347763E+02    0.3081787238E+01


% run    par  time               x                   y
 41      1    0.14603E+00    0.1556053403E+02    0.3323137447E+01


% run    par  time               x                   y
 42      1    0.14960E+00    0.1542327525E+02    0.3307695374E+01


% run    par  time               x                   y
 43      1    0.15316E+00    0.1548730348E+02    0.3167936819E+01


% run    par  time               x                   y
 44      1    0.15672E+00    0.1528988350E+02    0.3079599344E+01


% run    par  time               x                   y
 45      1    0.16028E+00    0.1520405819E+02    0.3274153411E+01


% run    par  time               x                   y
 46      1    0.16384E+00    0.1532193110E+02    0.3662407445E+01


% run    par  time               x                   y
 47      1    0.16741E+00    0.1536510020E+02    0.4034874454E+01


% run    par  time               x                   y
 48      1    0.17097E+00    0.1576945727E+02    0.4220029780E+01


% run    par  time               x                   y
 49      1    0.17453E+00    0.1603010524E+02    0.4370803879E+01


% run    par  time               x                   y
 50      1    0.17809E+00    0.1616672000E+02    0.4012795718E+01


% run    par  time               x                   y
 51      1    0.18165E+00    0.1623211686E+02    0.4366121908E+01


% run    par  time               x                   y
 52      1    0.18522E+00    0.1628049690E+02    0.4579992259E+01


% run    par  time               x                   y
 53      1    0.18878E+00    0.1636021488E+02    0.4791949463E+01


% run    par  time               x                   y
 54      1    0.19234E+00    0.1634363415E+02    0.5137223418E+01


% run    par  time               x                   y
 55      1    0.19590E+00    0.1627823669E+02    0.5404086585E+01


% run    par  time               x                   y
 56      1    0.19946E+00    0.1637796682E+02    0.5631201463E+01


% run    par  time               x                   y
 57      1    0.20302E+00    0.1656433583E+02    0.5611985007E+01


% run    par  time               x                   y
 58      1    0.20659E+00    0.1687159207E+02    0.5402731929E+01


% run    par  time               x                   y
 59      1    0.21015E+00    0.1707478304E+02    0.5231177714E+01


