% itn    run  time               r                   g
  1      1    0.35618E-02    0.8944271910E-01    0.0000000000E+00
  1      1    0.35618E-02    0.1788854382E+00    0.0000000000E+00
  1      1    0.35618E-02    0.2683281573E+00    0.0000000000E+00
  1      1    0.35618E-02    0.3577708764E+00    0.0000000000E+00
  1      1    0.35618E-02    0.4472135955E+00    0.5756472189E-02
  1      1    0.35618E-02    0.5366563146E+00    0.4238856794E-01
  1      1    0.35618E-02    0.6260990337E+00    0.3586724980E-01
  1      1    0.35618E-02    0.7155417528E+00    0.3453883314E-01
  1      1    0.35618E-02    0.8049844719E+00    0.5790333790E-01
  1      1    0.35618E-02    0.8944271910E+00    0.6271524964E-01
  1      1    0.35618E-02    0.9838699101E+00    0.6167648774E-01
  1      1    0.35618E-02    0.1073312629E+01    0.7208104307E-01
  1      1    0.35618E-02    0.1162755348E+01    0.3730193979E-01
  1      1    0.35618E-02    0.1252198067E+01    0.5372707377E-01
  1      1    0.35618E-02    0.1341640786E+01    0.6252719792E-01
  1      1    0.35618E-02    0.1431083506E+01    0.2841097564E-01
  1      1    0.35618E-02    0.1520526225E+01    0.3296888618E-01
  1      1    0.35618E-02    0.1609968944E+01    0.5624895682E-01
  1      1    0.35618E-02    0.1699411663E+01    0.5320847267E-01
  1      1    0.35618E-02    0.1788854382E+01    0.3453883314E-01
  1      1    0.35618E-02    0.1878297101E+01    0.4296293878E-01
  1      1    0.35618E-02    0.1967739820E+01    0.5180824970E-01
  1      1    0.35618E-02    0.2057182539E+01    0.4029530533E-01
  1      1    0.35618E-02    0.2146625258E+01    0.4188752104E-01
  1      1    0.35618E-02    0.2236067977E+01    0.3700589265E-01
  1      1    0.35618E-02    0.2325510697E+01    0.4977655364E-01
  1      1    0.35618E-02    0.2414953416E+01    0.4398813654E-01
  1      1    0.35618E-02    0.2504396135E+01    0.3862069523E-01
  1      1    0.35618E-02    0.2593838854E+01    0.4362799975E-01
  1      1    0.35618E-02    0.2683281573E+01    0.3424613116E-01
  1      1    0.35618E-02    0.2772724292E+01    0.5265756527E-01
  1      1    0.35618E-02    0.2862167011E+01    0.4194001167E-01
  1      1    0.35618E-02    0.2951609730E+01    0.4702594973E-01
  1      1    0.35618E-02    0.3041052449E+01    0.3866287291E-01
  1      1    0.35618E-02    0.3130495168E+01    0.3679136573E-01
  1      1    0.35618E-02    0.3219937888E+01    0.3794407021E-01
  1      1    0.35618E-02    0.3309380607E+01    0.3974331484E-01
  1      1    0.35618E-02    0.3398823326E+01    0.4697281307E-01
  1      1    0.35618E-02    0.3488266045E+01    0.4575274000E-01
  1      1    0.35618E-02    0.3577708764E+01    0.3869223712E-01
  1      1    0.35618E-02    0.3667151483E+01    0.4093491335E-01
  1      1    0.35618E-02    0.3756594202E+01    0.3932433411E-01
  1      1    0.35618E-02    0.3846036921E+01    0.4266561740E-01
  1      1    0.35618E-02    0.3935479640E+01    0.4228029574E-01
  1      1    0.35618E-02    0.4024922359E+01    0.4249440706E-01
  1      1    0.35618E-02    0.4114365079E+01    0.4156046405E-01
  1      1    0.35618E-02    0.4203807798E+01    0.3509591109E-01
  1      1    0.35618E-02    0.4293250517E+01    0.4471869974E-01
  1      1    0.35618E-02    0.4382693236E+01    0.4059203070E-01
  1      1    0.35618E-02    0.4472135955E+01    0.4552846186E-01
  1      1    0.35618E-02    0.4561578674E+01    0.3898442552E-01
  1      1    0.35618E-02    0.4651021393E+01    0.3873043910E-01
  1      1    0.35618E-02    0.4740464112E+01    0.4095318786E-01
  1      1    0.35618E-02    0.4829906831E+01    0.4164027546E-01
  1      1    0.35618E-02    0.4919349550E+01    0.4610458919E-01
  1      1    0.35618E-02    0.5008792270E+01    0.4480713488E-01
  1      1    0.35618E-02    0.5098234989E+01    0.4080472764E-01
  1      1    0.35618E-02    0.5187677708E+01    0.4189710628E-01
  1      1    0.35618E-02    0.5277120427E+01    0.4782299973E-01
  1      1    0.35618E-02    0.5366563146E+01    0.5006679593E-01
  1      1    0.35618E-02    0.5456005865E+01    0.3810689441E-01
  1      1    0.35618E-02    0.5545448584E+01    0.4591137575E-01
  1      1    0.35618E-02    0.5634891303E+01    0.3771640578E-01
  1      1    0.35618E-02    0.5724334022E+01    0.4201771433E-01
