% itn    run  time               r                   g
  1      1    0.35618E-02    0.8944271910E-01    0.0000000000E+00
  1      1    0.35618E-02    0.1788854382E+00    0.0000000000E+00
  1      1    0.35618E-02    0.2683281573E+00    0.0000000000E+00
  1      1    0.35618E-02    0.3577708764E+00    0.0000000000E+00
  1      1    0.35618E-02    0.4472135955E+00    0.5756472189E-02
  1      1    0.35618E-02    0.5366563146E+00    0.4238856794E-01
  1      1    0.35618E-02    0.6260990337E+00    0.5180824970E-01
  1      1    0.35618E-02    0.7155417528E+00    0.5180824970E-01
  1      1    0.35618E-02    0.8049844719E+00    0.5180824970E-01
  1      1    0.35618E-02    0.8944271910E+00    0.5998849966E-01
  1      1    0.35618E-02    0.9838699101E+00    0.3700589265E-01
  1      1    0.35618E-02    0.1073312629E+01    0.5180824970E-01
  1      1    0.35618E-02    0.1162755348E+01    0.4766358973E-01
  1      1    0.35618E-02    0.1252198067E+01    0.4029530533E-01
  1      1    0.35618E-02    0.1341640786E+01    0.3572982738E-01
  1      1    0.35618E-02    0.1431083506E+01    0.5180824970E-01
  1      1    0.35618E-02    0.1520526225E+01    0.4552846186E-01
  1      1    0.35618E-02    0.1609968944E+01    0.5476872112E-01
  1      1    0.35618E-02    0.1699411663E+01    0.4620735784E-01
  1      1    0.35618E-02    0.1788854382E+01    0.3586724980E-01
  1      1    0.35618E-02    0.1878297101E+01    0.4801740217E-01
  1      1    0.35618E-02    0.1967739820E+01    0.3494044748E-01
  1      1    0.35618E-02    0.2057182539E+01    0.5411083858E-01
  1      1    0.35618E-02    0.2146625258E+01    0.3637600511E-01
  1      1    0.35618E-02    0.2236067977E+01    0.3912051508E-01
  1      1    0.35618E-02    0.2325510697E+01    0.3961807330E-01
  1      1    0.35618E-02    0.2414953416E+01    0.4105559411E-01
  1      1    0.35618E-02    0.2504396135E+01    0.4427250429E-01
  1      1    0.35618E-02    0.2593838854E+01    0.4726366640E-01
  1      1    0.35618E-02    0.2683281573E+01    0.4214908451E-01
  1      1    0.35618E-02    0.2772724292E+01    0.4246577845E-01
  1      1    0.35618E-02    0.2862167011E+01    0.3289412680E-01
  1      1    0.35618E-02    0.2951609730E+01    0.5101119971E-01
  1      1    0.35618E-02    0.3041052449E+01    0.4639544750E-01
  1      1    0.35618E-02    0.3130495168E+01    0.4429980772E-01
  1      1    0.35618E-02    0.3219937888E+01    0.4597070044E-01
  1      1    0.35618E-02    0.3309380607E+01    0.4329182510E-01
  1      1    0.35618E-02    0.3398823326E+01    0.3937426978E-01
  1      1    0.35618E-02    0.3488266045E+01    0.4777124323E-01
  1      1    0.35618E-02    0.3577708764E+01    0.3738063586E-01
  1      1    0.35618E-02    0.3667151483E+01    0.3453883314E-01
  1      1    0.35618E-02    0.3756594202E+01    0.4743887925E-01
  1      1    0.35618E-02    0.3846036921E+01    0.4449414386E-01
  1      1    0.35618E-02    0.3935479640E+01    0.3870731300E-01
  1      1    0.35618E-02    0.4024922359E+01    0.4424075256E-01
  1      1    0.35618E-02    0.4114365079E+01    0.4212978547E-01
  1      1    0.35618E-02    0.4203807798E+01    0.3843837881E-01
  1      1    0.35618E-02    0.4293250517E+01    0.4471869974E-01
  1      1    0.35618E-02    0.4382693236E+01    0.5074003837E-01
  1      1    0.35618E-02    0.4472135955E+01    0.4500514621E-01
  1      1    0.35618E-02    0.4561578674E+01    0.4821757893E-01
  1      1    0.35618E-02    0.4651021393E+01    0.4476635169E-01
  1      1    0.35618E-02    0.4740464112E+01    0.4786095449E-01
  1      1    0.35618E-02    0.4829906831E+01    0.4067189696E-01
  1      1    0.35618E-02    0.4919349550E+01    0.4135153875E-01
  1      1    0.35618E-02    0.5008792270E+01    0.5040802674E-01
  1      1    0.35618E-02    0.5098234989E+01    0.4126320773E-01
  1      1    0.35618E-02    0.5187677708E+01    0.3964457369E-01
  1      1    0.35618E-02    0.5277120427E+01    0.5003702749E-01
  1      1    0.35618E-02    0.5366563146E+01    0.4919606905E-01
  1      1    0.35618E-02    0.5456005865E+01    0.4624207412E-01
  1      1    0.35618E-02    0.5545448584E+01    0.3748727011E-01
  1      1    0.35618E-02    0.5634891303E+01    0.3978873577E-01
  1      1    0.35618E-02    0.5724334022E+01    0.4732092099E-01
