% run    par  time              vx                  vy
  1      1    0.35618E-02                 NaN                 NaN


% run    par  time              vx                  vy
  2      1    0.71237E-02                 NaN                 NaN


% run    par  time              vx                  vy
  3      1    0.10685E-01                 NaN                 NaN


% run    par  time              vx                  vy
  4      1    0.14247E-01                 NaN                 NaN


% run    par  time              vx                  vy
  5      1    0.17809E-01                 NaN                 NaN


% run    par  time              vx                  vy
  6      1    0.21371E-01                 NaN                 NaN


% run    par  time              vx                  vy
  7      1    0.24933E-01                 NaN                 NaN


% run    par  time              vx                  vy
  8      1    0.28495E-01                 NaN                 NaN


% run    par  time              vx                  vy
  9      1    0.32056E-01                 NaN                 NaN


% run    par  time              vx                  vy
 10      1    0.35618E-01                 NaN                 NaN


% run    par  time              vx                  vy
 11      1    0.39180E-01                 NaN                 NaN


% run    par  time              vx                  vy
 12      1    0.42742E-01                 NaN                 NaN


% run    par  time              vx                  vy
 13      1    0.46304E-01                 NaN                 NaN


% run    par  time              vx                  vy
 14      1    0.49866E-01                 NaN                 NaN


% run    par  time              vx                  vy
 15      1    0.53427E-01                 NaN                 NaN


% run    par  time              vx                  vy
 16      1    0.56989E-01                 NaN                 NaN


% run    par  time              vx                  vy
 17      1    0.60551E-01                 NaN                 NaN


% run    par  time              vx                  vy
 18      1    0.64113E-01                 NaN                 NaN


% run    par  time              vx                  vy
 19      1    0.67675E-01                 NaN                 NaN


% run    par  time              vx                  vy
 20      1    0.71237E-01                 NaN                 NaN


% run    par  time              vx                  vy
 21      1    0.74798E-01                 NaN                 NaN


% run    par  time              vx                  vy
 22      1    0.78360E-01                 NaN                 NaN


% run    par  time              vx                  vy
 23      1    0.81922E-01                 NaN                 NaN


% run    par  time              vx                  vy
 24      1    0.85484E-01                 NaN                 NaN


% run    par  time              vx                  vy
 25      1    0.89046E-01                 NaN                 NaN


% run    par  time              vx                  vy
 26      1    0.92608E-01                 NaN                 NaN


% run    par  time              vx                  vy
 27      1    0.96169E-01                 NaN                 NaN


% run    par  time              vx                  vy
 28      1    0.99731E-01                 NaN                 NaN


% run    par  time              vx                  vy
 29      1    0.10329E+00                 NaN                 NaN


% run    par  time              vx                  vy
 30      1    0.10685E+00                 NaN                 NaN


% run    par  time              vx                  vy
 31      1    0.11042E+00                 NaN                 NaN


% run    par  time              vx                  vy
 32      1    0.11398E+00                 NaN                 NaN


% run    par  time              vx                  vy
 33      1    0.11754E+00                 NaN                 NaN


% run    par  time              vx                  vy
 34      1    0.12110E+00                 NaN                 NaN


% run    par  time              vx                  vy
 35      1    0.12466E+00                 NaN                 NaN


% run    par  time              vx                  vy
 36      1    0.12823E+00                 NaN                 NaN


% run    par  time              vx                  vy
 37      1    0.13179E+00                 NaN                 NaN


% run    par  time              vx                  vy
 38      1    0.13535E+00                 NaN                 NaN


% run    par  time              vx                  vy
 39      1    0.13891E+00                 NaN                 NaN


% run    par  time              vx                  vy
 40      1    0.14247E+00                 NaN                 NaN


% run    par  time              vx                  vy
 41      1    0.14603E+00                 NaN                 NaN


% run    par  time              vx                  vy
 42      1    0.14960E+00                 NaN                 NaN


% run    par  time              vx                  vy
 43      1    0.15316E+00                 NaN                 NaN


% run    par  time              vx                  vy
 44      1    0.15672E+00                 NaN                 NaN


% run    par  time              vx                  vy
 45      1    0.16028E+00                 NaN                 NaN


% run    par  time              vx                  vy
 46      1    0.16384E+00                 NaN                 NaN


% run    par  time              vx                  vy
 47      1    0.16741E+00                 NaN                 NaN


% run    par  time              vx                  vy
 48      1    0.17097E+00                 NaN                 NaN


% run    par  time              vx                  vy
 49      1    0.17453E+00                 NaN                 NaN


% run    par  time              vx                  vy
 50      1    0.17809E+00                 NaN                 NaN


% run    par  time              vx                  vy
 51      1    0.18165E+00                 NaN                 NaN


% run    par  time              vx                  vy
 52      1    0.18522E+00                 NaN                 NaN


% run    par  time              vx                  vy
 53      1    0.18878E+00                 NaN                 NaN


% run    par  time              vx                  vy
