% run    par  time              vx                  vy
  1      1    0.35618E-02   -0.3284171343E+04    0.3270823286E+04


% run    par  time              vx                  vy
  2      1    0.71237E-02   -0.3184501164E+04    0.3441295748E+03


% run    par  time              vx                  vy
  3      1    0.10685E-01   -0.7072374068E+02    0.3183031488E+03


% run    par  time              vx                  vy
  4      1    0.14247E-01    0.3210874120E+04   -0.3795324821E+04


% run    par  time              vx                  vy
  5      1    0.17809E-01    0.5252060977E+04   -0.3748956757E+04


% run    par  time              vx                  vy
  6      1    0.21371E-01   -0.6137122465E+04    0.4702621135E+03


% run    par  time              vx                  vy
  7      1    0.24933E-01    0.4588337246E+03   -0.2403328420E+04


% run    par  time              vx                  vy
  8      1    0.28495E-01   -0.1142640026E+04    0.3073396736E+04


% run    par  time              vx                  vy
  9      1    0.32056E-01    0.7534945170E+03    0.1811016566E+04


% run    par  time              vx                  vy
 10      1    0.35618E-01   -0.4609985854E+03    0.9184735783E+03


% run    par  time              vx                  vy
 11      1    0.39180E-01    0.3762932486E+04   -0.2523866006E+04


% run    par  time              vx                  vy
 12      1    0.42742E-01    0.2841803554E+03    0.9251404033E+03


% run    par  time              vx                  vy
 13      1    0.46304E-01    0.3534918652E+04    0.1111522244E+04


% run    par  time              vx                  vy
 14      1    0.49866E-01    0.3962274396E+03    0.9296324100E+02


% run    par  time              vx                  vy
 15      1    0.53427E-01   -0.2541045912E+04    0.1519596991E+04


% run    par  time              vx                  vy
 16      1    0.56989E-01    0.2078673306E+04    0.7408909381E+03


% run    par  time              vx                  vy
 17      1    0.60551E-01    0.2755184863E+04   -0.1992855695E+04


% run    par  time              vx                  vy
 18      1    0.64113E-01    0.1205705378E+04   -0.4034770928E+03


% run    par  time              vx                  vy
 19      1    0.67675E-01    0.5392937026E+03   -0.2025617655E+04


% run    par  time              vx                  vy
 20      1    0.71237E-01   -0.2781009524E+04   -0.5024791761E+04


% run    par  time              vx                  vy
 21      1    0.74798E-01    0.1083487950E+04    0.4551538425E+04


% run    par  time              vx                  vy
 22      1    0.78360E-01   -0.1344337966E+04   -0.5456635134E+04


% run    par  time              vx                  vy
 23      1    0.81922E-01   -0.4383631664E+03    0.3225385149E+04


% run    par  time              vx                  vy
 24      1    0.85484E-01    0.1297713128E+04    0.2089578470E+04


% run    par  time              vx                  vy
 25      1    0.89046E-01   -0.2118479203E+04   -0.3194485371E+03


% run    par  time              vx                  vy
 26      1    0.92608E-01    0.5512519404E+04   -0.1987051848E+04


% run    par  time              vx                  vy
 27      1    0.96169E-01    0.1681391013E+04    0.4146255293E+04


% run    par  time              vx                  vy
 28      1    0.99731E-01   -0.1197817106E+04    0.8742233428E+03


% run    par  time              vx                  vy
 29      1    0.10329E+00   -0.1314665055E+03   -0.2483016449E+03


% run    par  time              vx                  vy
 30      1    0.10685E+00    0.1557418462E+04   -0.1387622612E+04


% run    par  time              vx                  vy
 31      1    0.11042E+00    0.1208908425E+04   -0.3276482503E+04


% run    par  time              vx                  vy
 32      1    0.11398E+00    0.8932887364E+03   -0.9139336910E+03


% run    par  time              vx                  vy
 33      1    0.11754E+00    0.9933911100E+03   -0.7243943525E+03


% run    par  time              vx                  vy
 34      1    0.12110E+00   -0.1203473534E+03   -0.2231813110E+04


% run    par  time              vx                  vy
 35      1    0.12466E+00   -0.1745177387E+02   -0.1249020885E+03


% run    par  time              vx                  vy
 36      1    0.12823E+00   -0.1354394841E+04    0.4681933667E+03


% run    par  time              vx                  vy
 37      1    0.13179E+00   -0.5127071778E+04    0.9027908900E+03


% run    par  time              vx                  vy
 38      1    0.13535E+00    0.3069829006E+04    0.6925390134E+03


% run    par  time              vx                  vy
 39      1    0.13891E+00   -0.5987192206E+03   -0.1956892240E+04


% run    par  time              vx                  vy
