% run    par  time               x                   y
  1      1    0.35618E-02    0.1477462755E+01    0.1360732937E+00


% run    par  time               x                   y
  2      1    0.71237E-02    0.1526606248E+01    0.1595658267E+00


% run    par  time               x                   y
  3      1    0.10685E-01    0.1469597124E+01    0.4216033987E-01


% run    par  time               x                   y
  4      1    0.14247E-01    0.1545049287E+01   -0.7176209386E-01


% run    par  time               x                   y
  5      1    0.17809E-01    0.1506026970E+01   -0.1323433262E-01


% run    par  time               x                   y
  6      1    0.21371E-01    0.1492765329E+01    0.6899684669E-01


% run    par  time               x                   y
  7      1    0.24933E-01    0.1540912364E+01   -0.2044408216E-01


% run    par  time               x                   y
  8      1    0.28495E-01    0.1598915647E+01   -0.1565484548E+00


% run    par  time               x                   y
  9      1    0.32056E-01    0.1550541997E+01   -0.2914542367E+00


% run    par  time               x                   y
 10      1    0.35618E-01    0.1464927053E+01   -0.2861972026E+00


% run    par  time               x                   y
 11      1    0.39180E-01    0.1502480043E+01   -0.3581917742E+00


% run    par  time               x                   y
 12      1    0.42742E-01    0.1584457413E+01   -0.3766410298E+00


% run    par  time               x                   y
 13      1    0.46304E-01    0.1669199799E+01   -0.2962878752E+00


% run    par  time               x                   y
 14      1    0.49866E-01    0.1687136844E+01   -0.3895971523E+00


% run    par  time               x                   y
 15      1    0.53427E-01    0.1692413584E+01   -0.4014076821E+00


% run    par  time               x                   y
 16      1    0.56989E-01    0.1525009817E+01   -0.4174004752E+00


% run    par  time               x                   y
 17      1    0.60551E-01    0.1621188525E+01   -0.3858529797E+00


% run    par  time               x                   y
 18      1    0.64113E-01    0.1631597004E+01   -0.4182181055E+00


% run    par  time               x                   y
 19      1    0.67675E-01    0.1662447831E+01   -0.3629419971E+00


% run    par  time               x                   y
 20      1    0.71237E-01    0.1756518940E+01   -0.4813400977E+00


% run    par  time               x                   y
 21      1    0.74798E-01    0.1857871369E+01   -0.5165160249E+00


% run    par  time               x                   y
 22      1    0.78360E-01    0.1826687295E+01   -0.6029872002E+00


% run    par  time               x                   y
 23      1    0.81922E-01    0.1787224063E+01   -0.7038593625E+00


% run    par  time               x                   y
 24      1    0.85484E-01    0.1905186787E+01   -0.6308897970E+00


% run    par  time               x                   y
 25      1    0.89046E-01    0.1851584947E+01   -0.5828245594E+00


% run    par  time               x                   y
 26      1    0.92608E-01    0.1801516988E+01   -0.5302087560E+00


% run    par  time               x                   y
