% run    par  time               x                   y
  1      1    0.35618E-02    0.1336703459E+01    0.1903454423E-01


% run    par  time               x                   y
  2      1    0.71237E-02    0.1213951797E+01   -0.2535443823E-01


% run    par  time               x                   y
  3      1    0.10685E-01    0.1230203782E+01   -0.1574618244E+00


% run    par  time               x                   y
  4      1    0.14247E-01    0.1228572673E+01   -0.8758637871E-01


% run    par  time               x                   y
  5      1    0.17809E-01    0.1291390525E+01   -0.7930381127E-01


% run    par  time               x                   y
  6      1    0.21371E-01    0.1416429097E+01   -0.2386953246E+00


% run    par  time               x                   y
  7      1    0.24933E-01    0.1377589713E+01   -0.2261025392E+00


% run    par  time               x                   y
  8      1    0.28495E-01    0.1305200742E+01   -0.2169597786E+00


% run    par  time               x                   y
  9      1    0.32056E-01    0.1329844858E+01   -0.2522403544E+00


% run    par  time               x                   y
 10      1    0.35618E-01    0.1354596955E+01   -0.3129129706E+00


% run    par  time               x                   y
 11      1    0.39180E-01    0.1379526303E+01   -0.3512091125E+00


% run    par  time               x                   y
 12      1    0.42742E-01    0.1375037989E+01   -0.4517858061E+00


% run    par  time               x                   y
 13      1    0.46304E-01    0.1417280727E+01   -0.3149309028E+00


% run    par  time               x                   y
 14      1    0.49866E-01    0.1399218394E+01   -0.2815517876E+00


% run    par  time               x                   y
 15      1    0.53427E-01    0.1367165241E+01   -0.3190673652E+00


% run    par  time               x                   y
 16      1    0.56989E-01    0.1505161817E+01   -0.1523988808E+00


% run    par  time               x                   y
 17      1    0.60551E-01    0.1529315296E+01   -0.1553431124E+00


% run    par  time               x                   y
 18      1    0.64113E-01    0.1562325187E+01   -0.5979963811E-01


% run    par  time               x                   y
 19      1    0.67675E-01    0.1611736728E+01   -0.1262533530E+00


% run    par  time               x                   y
 20      1    0.71237E-01    0.1641907241E+01   -0.4263933285E-01


% run    par  time               x                   y
 21      1    0.74798E-01    0.1715652731E+01   -0.5552977338E-02


% run    par  time               x                   y
 22      1    0.78360E-01    0.1778668383E+01    0.5643043343E-01


% run    par  time               x                   y
 23      1    0.81922E-01    0.1825515861E+01    0.7272981486E-01


% run    par  time               x                   y
 24      1    0.85484E-01    0.1776707228E+01    0.3128708438E+00


% run    par  time               x                   y
 25      1    0.89046E-01    0.1919358351E+01    0.1760561497E+00


% run    par  time               x                   y
 26      1    0.92608E-01    0.2004807933E+01    0.1817283214E+00


% run    par  time               x                   y
 27      1    0.96169E-01    0.1991136384E+01    0.3264513979E+00


% run    par  time               x                   y
 28      1    0.99731E-01    0.2023481897E+01    0.2562343240E+00


% run    par  time               x                   y
 29      1    0.10329E+00    0.2098020362E+01    0.1967575169E+00


% run    par  time               x                   y
 30      1    0.10685E+00    0.1962301615E+01    0.3093433861E+00


% run    par  time               x                   y
 31      1    0.11042E+00    0.1852547730E+01    0.2831339765E+00


% run    par  time               x                   y
 32      1    0.11398E+00    0.1929070314E+01    0.2182866179E+00


% run    par  time               x                   y
 33      1    0.11754E+00    0.1908202874E+01    0.3117583621E+00


% run    par  time               x                   y
 34      1    0.12110E+00    0.1888129235E+01    0.3165511360E+00


% run    par  time               x                   y
 35      1    0.12466E+00    0.1959068165E+01    0.4022747456E+00


% run    par  time               x                   y
