% run    par  time               x                   y
  1      1    0.35618E-02    0.1407969969E+01    0.9982857044E-01


% run    par  time               x                   y
  2      1    0.71237E-02    0.1458088132E+01    0.2575267896E-01


% run    par  time               x                   y
  3      1    0.10685E-01    0.1355145720E+01   -0.1080677424E+00


% run    par  time               x                   y
  4      1    0.14247E-01    0.1230916763E+01   -0.2192387670E+00


% run    par  time               x                   y
  5      1    0.17809E-01    0.1186663017E+01   -0.7416269326E-01


% run    par  time               x                   y
  6      1    0.21371E-01    0.1148762810E+01   -0.1558797809E+00


% run    par  time               x                   y
  7      1    0.24933E-01    0.1202926556E+01   -0.3229143414E+00


% run    par  time               x                   y
  8      1    0.28495E-01    0.1135568098E+01   -0.2880480947E+00


% run    par  time               x                   y
  9      1    0.32056E-01    0.1063997969E+01   -0.1712928479E+00


% run    par  time               x                   y
 10      1    0.35618E-01    0.1218660829E+01   -0.1071375097E+00


% run    par  time               x                   y
 11      1    0.39180E-01    0.1208908830E+01   -0.1031464659E-01


% run    par  time               x                   y
 12      1    0.42742E-01    0.1238084852E+01   -0.7125708211E-01


% run    par  time               x                   y
 13      1    0.46304E-01    0.1196163155E+01    0.1420552538E-01


% run    par  time               x                   y
 14      1    0.49866E-01    0.1217593729E+01    0.7380177540E-01


% run    par  time               x                   y
 15      1    0.53427E-01    0.1245068714E+01    0.1346992117E+00


% run    par  time               x                   y
 16      1    0.56989E-01    0.1188549046E+01    0.2146430679E+00


% run    par  time               x                   y
 17      1    0.60551E-01    0.1237942344E+01    0.1623054588E+00


% run    par  time               x                   y
 18      1    0.64113E-01    0.1206922203E+01    0.2238142005E+00


% run    par  time               x                   y
 19      1    0.67675E-01    0.1127233661E+01    0.4195658396E+00


% run    par  time               x                   y
 20      1    0.71237E-01    0.1064102655E+01    0.3717789365E+00


% run    par  time               x                   y
 21      1    0.74798E-01    0.1004715336E+01    0.3067370485E+00


% run    par  time               x                   y
 22      1    0.78360E-01    0.1012948834E+01    0.3897641853E+00


% run    par  time               x                   y
 23      1    0.81922E-01    0.1090329624E+01    0.2528996097E+00


% run    par  time               x                   y
 24      1    0.85484E-01    0.9062236141E+00    0.2385859434E+00


% run    par  time               x                   y
 25      1    0.89046E-01    0.9796491089E+00    0.3128152620E+00


% run    par  time               x                   y
 26      1    0.92608E-01    0.1025373262E+01    0.4181700818E+00


% run    par  time               x                   y
 27      1    0.96169E-01    0.1023098288E+01    0.4176458870E+00


% run    par  time               x                   y
 28      1    0.99731E-01    0.8781461847E+00    0.4668663961E+00


% run    par  time               x                   y
 29      1    0.10329E+00    0.8265444794E+00    0.4237016599E+00


% run    par  time               x                   y
 30      1    0.10685E+00    0.8179222879E+00    0.3975655705E+00


% run    par  time               x                   y
 31      1    0.11042E+00    0.8615684195E+00    0.2626241806E+00


% run    par  time               x                   y
 32      1    0.11398E+00    0.8181308560E+00    0.3381553144E+00


% run    par  time               x                   y
 33      1    0.11754E+00    0.7958633969E+00    0.3154139359E+00


% run    par  time               x                   y
 34      1    0.12110E+00    0.8867995879E+00    0.2221575467E+00


% run    par  time               x                   y
 35      1    0.12466E+00    0.9294958245E+00    0.5949910977E-01


% run    par  time               x                   y
 36      1    0.12823E+00    0.8043339966E+00    0.3575936689E-01


% run    par  time               x                   y
 37      1    0.13179E+00    0.9119079564E+00    0.1026959686E+00


% run    par  time               x                   y
