% run    par  time              vx                  vy
  1      1    0.35618E-02    0.1119522801E+04    0.1013149128E+03


% run    par  time              vx                  vy
  2      1    0.71237E-02   -0.6713459758E+03    0.3139924028E+04


% run    par  time              vx                  vy
  3      1    0.10685E-01   -0.2466929496E+04   -0.1038817665E+04


% run    par  time              vx                  vy
  4      1    0.14247E-01    0.1231452497E+04   -0.1363071233E+04


% run    par  time              vx                  vy
  5      1    0.17809E-01    0.4329474127E+03   -0.1950131066E+04


% run    par  time              vx                  vy
  6      1    0.21371E-01   -0.1234996640E+04    0.8800173027E+03


% run    par  time              vx                  vy
  7      1    0.24933E-01    0.1047464821E+04    0.8466784177E+04


% run    par  time              vx                  vy
  8      1    0.28495E-01   -0.3791970010E+03    0.2810768292E+04


% run    par  time              vx                  vy
  9      1    0.32056E-01    0.1334733625E+04    0.2715072687E+03


% run    par  time              vx                  vy
 10      1    0.35618E-01    0.5329107565E+04   -0.1786705154E+04


% run    par  time              vx                  vy
 11      1    0.39180E-01    0.6462476436E+03   -0.4998946127E+03


% run    par  time              vx                  vy
 12      1    0.42742E-01    0.1834061899E+04   -0.5088034087E+04


% run    par  time              vx                  vy
 13      1    0.46304E-01    0.1182854532E+04    0.1754217765E+04


% run    par  time              vx                  vy
 14      1    0.49866E-01    0.1792747697E+04    0.1767277691E+04


% run    par  time              vx                  vy
 15      1    0.53427E-01    0.1512529891E+04    0.4025450480E+04


% run    par  time              vx                  vy
 16      1    0.56989E-01   -0.1305683319E+04    0.2731690103E+04


% run    par  time              vx                  vy
 17      1    0.60551E-01   -0.1521908389E+04    0.3181165916E+04


% run    par  time              vx                  vy
 18      1    0.64113E-01    0.1207997849E+04   -0.1044674477E+04


% run    par  time              vx                  vy
 19      1    0.67675E-01    0.1718377613E+04    0.1410575575E+04


% run    par  time              vx                  vy
 20      1    0.71237E-01    0.4508046862E+04   -0.1457383531E+03


% run    par  time              vx                  vy
 21      1    0.74798E-01   -0.4892621482E+03   -0.1785726994E+03


% run    par  time              vx                  vy
 22      1    0.78360E-01   -0.2973407072E+04   -0.2051826772E+04


% run    par  time              vx                  vy
 23      1    0.81922E-01    0.2675770982E+03   -0.3078667259E+04


% run    par  time              vx                  vy
 24      1    0.85484E-01   -0.2058553059E+04    0.2943271192E+04


% run    par  time              vx                  vy
 25      1    0.89046E-01   -0.2151622513E+04   -0.5346994802E+04


% run    par  time              vx                  vy
 26      1    0.92608E-01   -0.1886825041E+03   -0.1927564537E+04


% run    par  time              vx                  vy
 27      1    0.96169E-01   -0.1039848508E+04    0.1684765385E+04


% run    par  time              vx                  vy
 28      1    0.99731E-01    0.1570094639E+04    0.4309844903E+03


% run    par  time              vx                  vy
 29      1    0.10329E+00    0.2356846234E+04   -0.3238241972E+04


% run    par  time              vx                  vy
 30      1    0.10685E+00    0.1633113098E+04    0.3321172349E+04


% run    par  time              vx                  vy
 31      1    0.11042E+00    0.2643594851E+04    0.4681047314E+04


% run    par  time              vx                  vy
 32      1    0.11398E+00   -0.3154202576E+04   -0.2367778658E+04


% run    par  time              vx                  vy
 33      1    0.11754E+00    0.2287616591E+04    0.1126978100E+04


% run    par  time              vx                  vy
 34      1    0.12110E+00   -0.3725604085E+04    0.1135775959E+04


% run    par  time              vx                  vy
 35      1    0.12466E+00   -0.5161878828E+03   -0.1655914086E+04


% run    par  time              vx                  vy
 36      1    0.12823E+00    0.1911258909E+04    0.2148760984E+04


% run    par  time              vx                  vy
 37      1    0.13179E+00   -0.1387194513E+04   -0.1100373864E+04


% run    par  time              vx                  vy
 38      1    0.13535E+00    0.2739576679E+04    0.9965373262E+02


% run    par  time              vx                  vy
 39      1    0.13891E+00    0.2861339384E+04    0.3177925298E+03


% run    par  time              vx                  vy
 40      1    0.14247E+00   -0.1611505167E+04   -0.2538910076E+04


% run    par  time              vx                  vy
 41      1    0.14603E+00   -0.1544804855E+04   -0.2003505920E+04


% run    par  time              vx                  vy
 42      1    0.14960E+00    0.1907456719E+03   -0.4376339427E+03


% run    par  time              vx                  vy
 43      1    0.15316E+00   -0.1068352285E+04    0.9813890030E+03


% run    par  time              vx                  vy
 44      1    0.15672E+00    0.3835080790E+03   -0.5132319350E+03


% run    par  time              vx                  vy
 45      1    0.16028E+00   -0.9081617646E+03   -0.2329090536E+04


% run    par  time              vx                  vy
 46      1    0.16384E+00   -0.2810708124E+04    0.5916611687E+02


% run    par  time              vx                  vy
 47      1    0.16741E+00   -0.8846221605E+03    0.2352455921E+04


% run    par  time              vx                  vy
 48      1    0.17097E+00   -0.2684988148E+04    0.1744834606E+04


% run    par  time              vx                  vy
 49      1    0.17453E+00    0.5678252477E+04    0.1000703403E+04


% run    par  time              vx                  vy
 50      1    0.17809E+00   -0.1157334950E+04    0.1543816173E+04


% run    par  time              vx                  vy
 51      1    0.18165E+00   -0.1480931751E+04    0.1019390838E+04


% run    par  time              vx                  vy
 52      1    0.18522E+00   -0.2379216157E+04    0.3863580330E+04


% run    par  time              vx                  vy
 53      1    0.18878E+00   -0.2163585567E+04    0.3157217350E+03


% run    par  time              vx                  vy
 54      1    0.19234E+00    0.7950070916E+03    0.1280183228E+04


% run    par  time              vx                  vy
 55      1    0.19590E+00    0.1515477259E+03   -0.1118085893E+04


% run    par  time              vx                  vy
 56      1    0.19946E+00    0.8618877673E+03    0.9708991559E+03


% run    par  time              vx                  vy
 57      1    0.20302E+00   -0.3365378870E+04    0.3563343264E+03


% run    par  time              vx                  vy
 58      1    0.20659E+00    0.1080277981E+04   -0.3266534383E+04


% run    par  time              vx                  vy
 59      1    0.21015E+00    0.1238915070E+04   -0.4104340536E+04


% run    par  time              vx                  vy
 60      1    0.21371E+00    0.6938865731E+04   -0.4474910474E+04


% run    par  time              vx                  vy
 61      1    0.21727E+00   -0.8721450622E+03    0.2000183807E+04


% run    par  time              vx                  vy
 62      1    0.22083E+00   -0.1012110889E+04   -0.8718184440E+03


% run    par  time              vx                  vy
 63      1    0.22440E+00    0.8220175350E+03    0.2886300501E+04


% run    par  time              vx                  vy
 64      1    0.22796E+00   -0.1073681564E+04   -0.2475270018E+04


% run    par  time              vx                  vy
 65      1    0.23152E+00    0.2241739338E+04    0.1315573671E+04


% run    par  time              vx                  vy
 66      1    0.23508E+00    0.3020196031E+04   -0.5867974369E+04


% run    par  time              vx                  vy
 67      1    0.23864E+00   -0.1703075214E+04    0.7074346824E+04


% run    par  time              vx                  vy
 68      1    0.24220E+00    0.1249435072E+04   -0.2504631054E+04


% run    par  time              vx                  vy
 69      1    0.24577E+00   -0.1282551970E+04    0.3968095898E+04


% run    par  time              vx                  vy
 70      1    0.24933E+00    0.1574327470E+04    0.1129687372E+04


% run    par  time              vx                  vy
 71      1    0.25289E+00   -0.4669195557E+04   -0.1521098517E+04


% run    par  time              vx                  vy
 72      1    0.25645E+00    0.2739816505E+04   -0.3745666141E+04


% run    par  time              vx                  vy
 73      1    0.26001E+00    0.6272025179E+03   -0.8227811508E+03


% run    par  time              vx                  vy
 74      1    0.26358E+00    0.2444555336E+04    0.3847049846E+03


% run    par  time              vx                  vy
 75      1    0.26714E+00    0.3368176700E+03   -0.2700671472E+03


% run    par  time              vx                  vy
 76      1    0.27070E+00   -0.2240628906E+04    0.1460945117E+04


% run    par  time              vx                  vy
 77      1    0.27426E+00    0.1028089475E+04   -0.1928024981E+04


% run    par  time              vx                  vy
 78      1    0.27782E+00    0.2776880505E+04   -0.1463573599E+04


% run    par  time              vx                  vy
 79      1    0.28138E+00    0.1568353711E+04   -0.2720548785E+04


% run    par  time              vx                  vy
 80      1    0.28495E+00   -0.2669985885E+04   -0.3400217205E+04


% run    par  time              vx                  vy
 81      1    0.28851E+00   -0.2220940855E+04   -0.3740113137E+04


% run    par  time              vx                  vy
 82      1    0.29207E+00   -0.2939493296E+04   -0.1227305964E+04


% run    par  time              vx                  vy
 83      1    0.29563E+00   -0.1171892165E+04   -0.2882854238E+04


% run    par  time              vx                  vy
 84      1    0.29919E+00    0.4786734047E+04   -0.3322326000E+04


% run    par  time              vx                  vy
 85      1    0.30276E+00    0.1687949930E+04    0.5938646499E+04


% run    par  time              vx                  vy
 86      1    0.30632E+00    0.3584790322E+04   -0.3608635358E+04


% run    par  time              vx                  vy
 87      1    0.30988E+00   -0.2678149292E+03    0.3642939240E+04


% run    par  time              vx                  vy
 88      1    0.31344E+00   -0.2818625490E+04   -0.1283267069E+04


% run    par  time              vx                  vy
 89      1    0.31700E+00    0.3292180233E+04    0.1607294370E+04


% run    par  time              vx                  vy
 90      1    0.32056E+00   -0.1660769081E+04   -0.1664189497E+04


% run    par  time              vx                  vy
 91      1    0.32413E+00   -0.1745905066E+04   -0.1996537512E+03


% run    par  time              vx                  vy
 92      1    0.32769E+00   -0.1151047568E+04    0.1091145858E+04


% run    par  time              vx                  vy
 93      1    0.33125E+00   -0.8551479211E+02    0.8477248954E+03


% run    par  time              vx                  vy
 94      1    0.33481E+00   -0.8372176758E+03    0.2847335408E+04


% run    par  time              vx                  vy
 95      1    0.33837E+00   -0.4525686576E+03   -0.1776092781E+04


% run    par  time              vx                  vy
 96      1    0.34194E+00    0.4419015469E+04   -0.2899860701E+04


% run    par  time              vx                  vy
 97      1    0.34550E+00    0.1071929125E+04    0.2270480893E+04


% run    par  time              vx                  vy
 98      1    0.34906E+00    0.3301705480E+04   -0.6223504896E+03


% run    par  time              vx                  vy
 99      1    0.35262E+00   -0.8127082451E+03   -0.1060765421E+04


% run    par  time              vx                  vy
100      1    0.35618E+00    0.3800890536E+04    0.4300398045E+03


