% run    par  time              vx                  vy
  1      1    0.35618E-02   -0.1130017662E+04   -0.1710865217E+03


% run    par  time              vx                  vy
  2      1    0.71237E-02   -0.3685396641E+04    0.1077225213E+04


% run    par  time              vx                  vy
  3      1    0.10685E-01   -0.1686432162E+04   -0.4730305295E+03


% run    par  time              vx                  vy
  4      1    0.14247E-01   -0.2938201230E+04    0.2257391165E+04


% run    par  time              vx                  vy
  5      1    0.17809E-01    0.6392363476E+04   -0.1728995353E+04


% run    par  time              vx                  vy
  6      1    0.21371E-01    0.1481005761E+04    0.1009250984E+04


% run    par  time              vx                  vy
  7      1    0.24933E-01   -0.1033438881E+04    0.1226596373E+04


% run    par  time              vx                  vy
  8      1    0.28495E-01    0.2212180001E+04   -0.2170488404E+04


% run    par  time              vx                  vy
  9      1    0.32056E-01   -0.4345066362E+01   -0.8783924036E+03


% run    par  time              vx                  vy
 10      1    0.35618E-01    0.3592932826E+04    0.1221491383E+04


% run    par  time              vx                  vy
 11      1    0.39180E-01   -0.2531857665E+04    0.4015707158E+04


% run    par  time              vx                  vy
 12      1    0.42742E-01    0.3424761946E+04    0.3231972315E+04


% run    par  time              vx                  vy
 13      1    0.46304E-01   -0.1396682189E+04    0.6848535986E+02


% run    par  time              vx                  vy
 14      1    0.49866E-01    0.2908728050E+04   -0.2831270735E+04


% run    par  time              vx                  vy
 15      1    0.53427E-01   -0.1568557379E+04    0.1408613041E+04


% run    par  time              vx                  vy
 16      1    0.56989E-01   -0.2107564717E+04    0.2682108540E+04


% run    par  time              vx                  vy
 17      1    0.60551E-01    0.2173852042E+04    0.1905093769E+04


% run    par  time              vx                  vy
 18      1    0.64113E-01   -0.4089546462E+04   -0.5564554029E+04


% run    par  time              vx                  vy
 19      1    0.67675E-01   -0.1825444970E+04   -0.3847165098E+04


% run    par  time              vx                  vy
 20      1    0.71237E-01   -0.1346073809E+04    0.5791631934E+03


% run    par  time              vx                  vy
 21      1    0.74798E-01    0.5476847187E+04   -0.7792551250E+03


% run    par  time              vx                  vy
 22      1    0.78360E-01   -0.8624782931E+03   -0.6798841643E+03


% run    par  time              vx                  vy
 23      1    0.81922E-01    0.1606077302E+04    0.2130152962E+03


% run    par  time              vx                  vy
 24      1    0.85484E-01   -0.1114000164E+04    0.1548175132E+04


% run    par  time              vx                  vy
 25      1    0.89046E-01   -0.2019060998E+04    0.4128119472E+03


% run    par  time              vx                  vy
 26      1    0.92608E-01    0.1213047508E+03   -0.4356864860E+03


% run    par  time              vx                  vy
 27      1    0.96169E-01    0.6675794498E+03   -0.9159092369E+02


% run    par  time              vx                  vy
 28      1    0.99731E-01   -0.2722751004E+04    0.1012100243E+03


% run    par  time              vx                  vy
 29      1    0.10329E+00    0.1453576610E+04   -0.2362975781E+04


% run    par  time              vx                  vy
 30      1    0.10685E+00    0.1324805844E+04    0.8396996917E+03


% run    par  time              vx                  vy
 31      1    0.11042E+00   -0.3961551246E+03    0.2760219233E+04


% run    par  time              vx                  vy
 32      1    0.11398E+00   -0.4211977727E+03   -0.6331637064E+02


% run    par  time              vx                  vy
 33      1    0.11754E+00   -0.3095652254E+04   -0.9765810416E+02


% run    par  time              vx                  vy
 34      1    0.12110E+00   -0.1807929618E+04   -0.2895417493E+03


% run    par  time              vx                  vy
 35      1    0.12466E+00   -0.1897071461E+04    0.2780506143E+04


% run    par  time              vx                  vy
 36      1    0.12823E+00    0.2744790883E+03    0.1617663103E+04


% run    par  time              vx                  vy
