% run    par  time              vx                  vy
  1      1    0.35618E-02    0.2006406007E+04   -0.1178046429E+04


% run    par  time              vx                  vy
  2      1    0.71237E-02    0.1094739294E+04   -0.3742372134E+04


% run    par  time              vx                  vy
  3      1    0.10685E-01    0.1221739542E+04    0.8687007761E+03


% run    par  time              vx                  vy
  4      1    0.14247E-01    0.5626833660E+04   -0.1799623699E+04


% run    par  time              vx                  vy
  5      1    0.17809E-01   -0.2853764949E+04    0.1230737150E+03


% run    par  time              vx                  vy
  6      1    0.21371E-01   -0.4920836635E+04    0.9494578884E+03


% run    par  time              vx                  vy
  7      1    0.24933E-01    0.5463949687E+04    0.6157199634E+03


% run    par  time              vx                  vy
  8      1    0.28495E-01   -0.4882248653E+04   -0.2516212476E+04


% run    par  time              vx                  vy
  9      1    0.32056E-01    0.7494534199E+03   -0.2588189950E+04


% run    par  time              vx                  vy
 10      1    0.35618E-01    0.1910734060E+04   -0.2144134799E+04


% run    par  time              vx                  vy
 11      1    0.39180E-01   -0.1186506300E+04    0.2272116067E+02


% run    par  time              vx                  vy
 12      1    0.42742E-01    0.4680474655E+03   -0.5250629294E+03


% run    par  time              vx                  vy
 13      1    0.46304E-01    0.2264528462E+04    0.2924537078E+04


% run    par  time              vx                  vy
 14      1    0.49866E-01    0.3812889465E+04   -0.3441636490E+03


% run    par  time              vx                  vy
 15      1    0.53427E-01   -0.2763808997E+04   -0.2302387220E+04


% run    par  time              vx                  vy
 16      1    0.56989E-01    0.4815070242E+04   -0.1580970001E+04


% run    par  time              vx                  vy
 17      1    0.60551E-01    0.8025335758E+03   -0.2618828363E+04


% run    par  time              vx                  vy
 18      1    0.64113E-01   -0.2848405727E+04   -0.6067639154E+03


% run    par  time              vx                  vy
 19      1    0.67675E-01   -0.2445401930E+04    0.1268747989E+04


% run    par  time              vx                  vy
 20      1    0.71237E-01   -0.6240677599E+04    0.2466446180E+02


% run    par  time              vx                  vy
 21      1    0.74798E-01   -0.8931385273E+03    0.1481348480E+03


% run    par  time              vx                  vy
 22      1    0.78360E-01    0.1202143756E+03   -0.2556791947E+04


% run    par  time              vx                  vy
 23      1    0.81922E-01   -0.1152899652E+04   -0.1973506337E+03


% run    par  time              vx                  vy
 24      1    0.85484E-01   -0.4246504274E+04   -0.4135286288E+04


% run    par  time              vx                  vy
 25      1    0.89046E-01    0.4102394669E+03   -0.4319598605E+03


% run    par  time              vx                  vy
 26      1    0.92608E-01    0.1555087715E+04    0.1315942167E+04


% run    par  time              vx                  vy
 27      1    0.96169E-01   -0.4372488157E+03   -0.2387769670E+04


% run    par  time              vx                  vy
 28      1    0.99731E-01    0.2698328860E+04   -0.6663355465E+03


% run    par  time              vx                  vy
 29      1    0.10329E+00   -0.3248376246E+04   -0.1897954354E+04


% run    par  time              vx                  vy
 30      1    0.10685E+00    0.2785548987E+04    0.7942813283E+03


% run    par  time              vx                  vy
 31      1    0.11042E+00   -0.4944708789E+03    0.3502614733E+04


% run    par  time              vx                  vy
 32      1    0.11398E+00   -0.8946550245E+03    0.1985634643E+04


% run    par  time              vx                  vy
 33      1    0.11754E+00    0.1473821431E+04   -0.4748594644E+04


% run    par  time              vx                  vy
 34      1    0.12110E+00    0.2780101631E+04    0.3745639658E+03


% run    par  time              vx                  vy
 35      1    0.12466E+00    0.1802940869E+04    0.4957074378E+04


% run    par  time              vx                  vy
 36      1    0.12823E+00   -0.4735006479E+04    0.2002152873E+03


% run    par  time              vx                  vy
 37      1    0.13179E+00    0.1227041704E+04   -0.2220513215E+03


% run    par  time              vx                  vy
 38      1    0.13535E+00    0.1088070138E+04   -0.4417223129E+04


% run    par  time              vx                  vy
 39      1    0.13891E+00   -0.7485068980E+03    0.1368216671E+03


% run    par  time              vx                  vy
 40      1    0.14247E+00    0.7702964641E+03   -0.2298859461E+04


% run    par  time              vx                  vy
 41      1    0.14603E+00    0.1508173051E+04    0.1197086894E+04


% run    par  time              vx                  vy
 42      1    0.14960E+00   -0.5218319232E+04   -0.1689311240E+03


% run    par  time              vx                  vy
 43      1    0.15316E+00   -0.3839678515E+04    0.4042465417E+04


% run    par  time              vx                  vy
 44      1    0.15672E+00   -0.2092791016E+03    0.4289101221E+04


% run    par  time              vx                  vy
 45      1    0.16028E+00   -0.1120638105E+04   -0.7153543372E+03


% run    par  time              vx                  vy
 46      1    0.16384E+00    0.6054020057E+03   -0.8602107505E+03


% run    par  time              vx                  vy
 47      1    0.16741E+00   -0.8360969869E+02   -0.1037212752E+04


% run    par  time              vx                  vy
 48      1    0.17097E+00   -0.5474760362E+03   -0.3489508198E+04


% run    par  time              vx                  vy
 49      1    0.17453E+00    0.7441105109E+03   -0.4487288209E+04


% run    par  time              vx                  vy
 50      1    0.17809E+00    0.1487150420E+04   -0.2391489092E+04


% run    par  time              vx                  vy
 51      1    0.18165E+00    0.5903873700E+04   -0.8796844699E+03


% run    par  time              vx                  vy
 52      1    0.18522E+00   -0.2313296763E+04    0.7672102221E+03


% run    par  time              vx                  vy
 53      1    0.18878E+00   -0.6618633839E+03    0.2721299336E+04


% run    par  time              vx                  vy
 54      1    0.19234E+00   -0.1974140365E+04    0.3352948876E+03


% run    par  time              vx                  vy
 55      1    0.19590E+00   -0.1004838496E+04   -0.1727642412E+04


% run    par  time              vx                  vy
 56      1    0.19946E+00    0.3073188901E+03    0.9252149782E+03


% run    par  time              vx                  vy
 57      1    0.20302E+00    0.2861735140E+04   -0.1640339941E+04


% run    par  time              vx                  vy
 58      1    0.20659E+00   -0.3602454118E+03    0.1321585989E+04


% run    par  time              vx                  vy
 59      1    0.21015E+00   -0.3590558576E+04    0.1172143167E+03


% run    par  time              vx                  vy
 60      1    0.21371E+00    0.3201053964E+04    0.9242048275E+03


% run    par  time              vx                  vy
 61      1    0.21727E+00    0.1016135390E+04   -0.3508369429E+04


% run    par  time              vx                  vy
 62      1    0.22083E+00   -0.1329188954E+04   -0.1822887143E+03


% run    par  time              vx                  vy
 63      1    0.22440E+00    0.3852505112E+04    0.5819866225E+04


% run    par  time              vx                  vy
 64      1    0.22796E+00    0.2301443205E+03    0.7841005150E+03


% run    par  time              vx                  vy
 65      1    0.23152E+00   -0.2208675829E+04    0.4181081763E+04


% run    par  time              vx                  vy
 66      1    0.23508E+00   -0.3582313815E+04   -0.1434615240E+04


% run    par  time              vx                  vy
 67      1    0.23864E+00   -0.1757834646E+04   -0.2151000632E+04


% run    par  time              vx                  vy
 68      1    0.24220E+00   -0.1419366795E+04   -0.5851649814E+04


% run    par  time              vx                  vy
 69      1    0.24577E+00   -0.1467814763E+04    0.2826693324E+01


% run    par  time              vx                  vy
 70      1    0.24933E+00    0.2682516442E+04   -0.4642374305E+04


% run    par  time              vx                  vy
 71      1    0.25289E+00    0.2066734969E+04   -0.2931725644E+04


% run    par  time              vx                  vy
 72      1    0.25645E+00   -0.3085068835E+04    0.1337605888E+04


% run    par  time              vx                  vy
 73      1    0.26001E+00    0.2001433607E+03    0.1309133537E+04


% run    par  time              vx                  vy
 74      1    0.26358E+00   -0.2111699245E+04    0.2795075646E+04


% run    par  time              vx                  vy
 75      1    0.26714E+00   -0.2220922917E+04   -0.4310239528E+04


% run    par  time              vx                  vy
 76      1    0.27070E+00   -0.3422523145E+03    0.4016687225E+03


% run    par  time              vx                  vy
 77      1    0.27426E+00   -0.1939863602E+04   -0.3566209595E+04


% run    par  time              vx                  vy
 78      1    0.27782E+00   -0.1467972847E+03   -0.6158045239E+04


% run    par  time              vx                  vy
 79      1    0.28138E+00   -0.7097674356E+03   -0.3337503189E+03


% run    par  time              vx                  vy
 80      1    0.28495E+00    0.7723086441E+03   -0.4833480634E+03


% run    par  time              vx                  vy
 81      1    0.28851E+00    0.6551993131E+03   -0.2451524415E+04


% run    par  time              vx                  vy
 82      1    0.29207E+00    0.4319567038E+04   -0.7655617358E+03


% run    par  time              vx                  vy
 83      1    0.29563E+00   -0.1924577728E+04   -0.3123858155E+03


% run    par  time              vx                  vy
 84      1    0.29919E+00    0.4048520954E+04    0.1689317419E+04


% run    par  time              vx                  vy
 85      1    0.30276E+00    0.4665120774E+04    0.3173462952E+04


% run    par  time              vx                  vy
 86      1    0.30632E+00   -0.2617156077E+04   -0.8043977360E+03


% run    par  time              vx                  vy
 87      1    0.30988E+00   -0.1031346759E+04    0.6512388642E+03


% run    par  time              vx                  vy
 88      1    0.31344E+00   -0.1214305500E+04   -0.1488454633E+04


% run    par  time              vx                  vy
 89      1    0.31700E+00    0.6715283876E+03    0.2072646017E+04


% run    par  time              vx                  vy
 90      1    0.32056E+00    0.2185587276E+04   -0.1421272833E+04


% run    par  time              vx                  vy
 91      1    0.32413E+00    0.1234144537E+04    0.1686724953E+04


% run    par  time              vx                  vy
 92      1    0.32769E+00    0.9345590486E+02    0.2593855664E+04


% run    par  time              vx                  vy
 93      1    0.33125E+00   -0.6041637237E+04    0.5696700721E+04


% run    par  time              vx                  vy
 94      1    0.33481E+00    0.1109354558E+04    0.1254311111E+04


% run    par  time              vx                  vy
 95      1    0.33837E+00   -0.8495178175E+02   -0.9237578725E+03


% run    par  time              vx                  vy
 96      1    0.34194E+00    0.9757486419E+03    0.1919007069E+04


% run    par  time              vx                  vy
 97      1    0.34550E+00    0.5684458435E+03   -0.7020298678E+03


% run    par  time              vx                  vy
 98      1    0.34906E+00    0.7975934135E+03    0.2696129466E+04


% run    par  time              vx                  vy
 99      1    0.35262E+00    0.1652462738E+04   -0.1478131644E+03


% run    par  time              vx                  vy
100      1    0.35618E+00   -0.9394650660E+03   -0.4161011515E+04


