% run    par  time               x                   y
  1      1    0.35618E-02    0.1357025017E+01    0.1032044416E+00


% run    par  time               x                   y
  2      1    0.71237E-02    0.1266067230E+01    0.1312191276E+00


% run    par  time               x                   y
  3      1    0.10685E-01    0.1322096256E+01    0.1297594141E-02


% run    par  time               x                   y
  4      1    0.14247E-01    0.1396588634E+01   -0.1222384029E+00


% run    par  time               x                   y
  5      1    0.17809E-01    0.1451904693E+01   -0.2347798562E+00


% run    par  time               x                   y
  6      1    0.21371E-01    0.1454278593E+01   -0.2204768919E+00


% run    par  time               x                   y
  7      1    0.24933E-01    0.1436425010E+01   -0.2537353448E+00


% run    par  time               x                   y
  8      1    0.28495E-01    0.1374872330E+01   -0.3471297190E+00


% run    par  time               x                   y
  9      1    0.32056E-01    0.1413916568E+01   -0.3155537204E+00


% run    par  time               x                   y
 10      1    0.35618E-01    0.1469915226E+01   -0.3972490699E+00


% run    par  time               x                   y
 11      1    0.39180E-01    0.1371999694E+01   -0.4281095643E+00


% run    par  time               x                   y
 12      1    0.42742E-01    0.1420854462E+01   -0.4520013864E+00


% run    par  time               x                   y
 13      1    0.46304E-01    0.1528621657E+01   -0.5339825840E+00


% run    par  time               x                   y
 14      1    0.49866E-01    0.1576253328E+01   -0.5012416602E+00


% run    par  time               x                   y
 15      1    0.53427E-01    0.1607536139E+01   -0.6160962185E+00


% run    par  time               x                   y
 16      1    0.56989E-01    0.1570217234E+01   -0.6716937805E+00


% run    par  time               x                   y
 17      1    0.60551E-01    0.1494111280E+01   -0.7048463770E+00


% run    par  time               x                   y
 18      1    0.64113E-01    0.1412379667E+01   -0.6460591987E+00


% run    par  time               x                   y
 19      1    0.67675E-01    0.1423001801E+01   -0.6023379515E+00


% run    par  time               x                   y
 20      1    0.71237E-01    0.1414768035E+01   -0.6582491398E+00


% run    par  time               x                   y
 21      1    0.74798E-01    0.1246185799E+01   -0.6641087695E+00


% run    par  time               x                   y
 22      1    0.78360E-01    0.1232522479E+01   -0.7207153644E+00


% run    par  time               x                   y
 23      1    0.81922E-01    0.1184148533E+01   -0.7653991715E+00


% run    par  time               x                   y
 24      1    0.85484E-01    0.1281531248E+01   -0.8369996245E+00


% run    par  time               x                   y
 25      1    0.89046E-01    0.1323160114E+01   -0.9382959963E+00


% run    par  time               x                   y
 26      1    0.92608E-01    0.1420500187E+01   -0.8681628833E+00


% run    par  time               x                   y
 27      1    0.96169E-01    0.1447706368E+01   -0.8765126532E+00


% run    par  time               x                   y
 28      1    0.99731E-01    0.1504217214E+01   -0.8706258714E+00


% run    par  time               x                   y
 29      1    0.10329E+00    0.1450866101E+01   -0.8096836715E+00


% run    par  time               x                   y
 30      1    0.10685E+00    0.1418222780E+01   -0.7897458454E+00


% run    par  time               x                   y
 31      1    0.11042E+00    0.1446374105E+01   -0.9109449526E+00


% run    par  time               x                   y
 32      1    0.11398E+00    0.1392070170E+01   -0.9440629813E+00


% run    par  time               x                   y
 33      1    0.11754E+00    0.1518685287E+01   -0.9377335815E+00


% run    par  time               x                   y
 34      1    0.12110E+00    0.1382528783E+01   -0.8928870259E+00


% run    par  time               x                   y
 35      1    0.12466E+00    0.1331355992E+01   -0.9583407543E+00


% run    par  time               x                   y
 36      1    0.12823E+00    0.1393952000E+01   -0.8634920987E+00


% run    par  time               x                   y
 37      1    0.13179E+00    0.1437243532E+01   -0.9622974964E+00


% run    par  time               x                   y
 38      1    0.13535E+00    0.1489679465E+01   -0.8578140557E+00


% run    par  time               x                   y
