% run    par  time              vx                  vy
  1      1    0.35618E-02   -0.4401712684E+04   -0.1741479301E+04


% run    par  time              vx                  vy
  2      1    0.71237E-02   -0.3167615321E+04   -0.1077733819E+03


% run    par  time              vx                  vy
  3      1    0.10685E-01    0.5025842589E+04    0.4935780989E+04


% run    par  time              vx                  vy
  4      1    0.14247E-01   -0.1850087307E+04   -0.6175695052E+03


% run    par  time              vx                  vy
  5      1    0.17809E-01    0.4059567924E+04    0.4070402238E+02


% run    par  time              vx                  vy
  6      1    0.21371E-01    0.3139291837E+03    0.2399168893E+04


% run    par  time              vx                  vy
  7      1    0.24933E-01   -0.5001350955E+04   -0.1412982027E+04


% run    par  time              vx                  vy
  8      1    0.28495E-01   -0.1540688265E+04   -0.3289884372E+03


% run    par  time              vx                  vy
  9      1    0.32056E-01   -0.2092160625E+04    0.1159986967E+03


% run    par  time              vx                  vy
 10      1    0.35618E-01   -0.2715463569E+04   -0.1259825150E+03


% run    par  time              vx                  vy
 11      1    0.39180E-01    0.4352984636E+03    0.5651020851E+03


% run    par  time              vx                  vy
 12      1    0.42742E-01    0.1671497659E+03    0.1326574455E+04


% run    par  time              vx                  vy
 13      1    0.46304E-01   -0.1207781893E+04   -0.1794780004E+04


% run    par  time              vx                  vy
 14      1    0.49866E-01    0.2360645175E+04    0.3488985538E+03


% run    par  time              vx                  vy
 15      1    0.53427E-01    0.2077705669E+04   -0.1164754886E+03


% run    par  time              vx                  vy
 16      1    0.56989E-01   -0.4164308912E+04    0.2847976921E+04


% run    par  time              vx                  vy
 17      1    0.60551E-01    0.2995982075E+04   -0.3758747553E+02


% run    par  time              vx                  vy
 18      1    0.64113E-01    0.9666247475E+02   -0.8044452633E+03


% run    par  time              vx                  vy
 19      1    0.67675E-01    0.1231495152E+04   -0.4772520752E+04


% run    par  time              vx                  vy
 20      1    0.71237E-01   -0.2299597159E+04    0.1920601390E+04


% run    par  time              vx                  vy
 21      1    0.74798E-01    0.2573917617E+04    0.2251072639E+04


% run    par  time              vx                  vy
 22      1    0.78360E-01   -0.4938276988E+04   -0.1450277519E+04


% run    par  time              vx                  vy
 23      1    0.81922E-01    0.8259608938E+03   -0.3813113755E+04


% run    par  time              vx                  vy
 24      1    0.85484E-01   -0.4431040739E+03   -0.7526855914E+04


% run    par  time              vx                  vy
 25      1    0.89046E-01    0.6205919772E+03    0.3956493430E+03


% run    par  time              vx                  vy
 26      1    0.92608E-01   -0.2745139570E+04    0.1267494481E+04


% run    par  time              vx                  vy
 27      1    0.96169E-01   -0.2536273685E+04    0.2143529443E+04


% run    par  time              vx                  vy
 28      1    0.99731E-01    0.2259962445E+04    0.1261809842E+04


% run    par  time              vx                  vy
 29      1    0.10329E+00   -0.2602934026E+04   -0.1190998166E+04


% run    par  time              vx                  vy
 30      1    0.10685E+00    0.1881774571E+04   -0.1386415149E+04


% run    par  time              vx                  vy
