% run    par  time              vx                  vy
  1      1    0.35618E-02   -0.8661501174E+03   -0.8896226323E+03


% run    par  time              vx                  vy
  2      1    0.71237E-02   -0.2583922762E+03   -0.6167981213E+04


% run    par  time              vx                  vy
  3      1    0.10685E-01    0.1234756390E+04   -0.2915991757E+04


% run    par  time              vx                  vy
  4      1    0.14247E-01    0.3715802290E+03   -0.2991660687E+04


% run    par  time              vx                  vy
  5      1    0.17809E-01    0.1032583883E+03    0.3057012013E+04


% run    par  time              vx                  vy
  6      1    0.21371E-01    0.3594430256E+04    0.9188494893E+03


% run    par  time              vx                  vy
  7      1    0.24933E-01   -0.1121785259E+04   -0.2922486833E+04


% run    par  time              vx                  vy
  8      1    0.28495E-01   -0.4666380920E+04   -0.1435658300E+04


% run    par  time              vx                  vy
  9      1    0.32056E-01   -0.2311811197E+04   -0.9345246918E+03


% run    par  time              vx                  vy
 10      1    0.35618E-01    0.1455875720E+04   -0.9012937427E+03


% run    par  time              vx                  vy
 11      1    0.39180E-01    0.2241246268E+04    0.6303232226E+03


% run    par  time              vx                  vy
 12      1    0.42742E-01    0.7821537292E+03   -0.1184055851E+04


% run    par  time              vx                  vy
 13      1    0.46304E-01    0.3155471761E+04    0.6849157796E+03


% run    par  time              vx                  vy
 14      1    0.49866E-01   -0.2187130044E+04    0.1020030303E+04


% run    par  time              vx                  vy
 15      1    0.53427E-01    0.1800141062E+04    0.1139995584E+04


% run    par  time              vx                  vy
 16      1    0.56989E-01    0.1402837866E+04    0.2221903690E+04


% run    par  time              vx                  vy
 17      1    0.60551E-01    0.1184362978E+04    0.5197915092E+04


% run    par  time              vx                  vy
 18      1    0.64113E-01    0.9319488923E+03   -0.5052105377E+04


% run    par  time              vx                  vy
 19      1    0.67675E-01   -0.1072489567E+04   -0.9086080133E+03


% run    par  time              vx                  vy
 20      1    0.71237E-01    0.3299267389E+04   -0.3271689089E+04


% run    par  time              vx                  vy
 21      1    0.74798E-01    0.7456390135E+02    0.3877810856E+04


% run    par  time              vx                  vy
 22      1    0.78360E-01    0.2974173724E+04   -0.5729876022E+03


% run    par  time              vx                  vy
 23      1    0.81922E-01   -0.2427461869E+04   -0.1939855410E+04


% run    par  time              vx                  vy
 24      1    0.85484E-01    0.1932588314E+04    0.5307753937E+03


% run    par  time              vx                  vy
 25      1    0.89046E-01    0.9982909482E+03    0.3402704164E+04


% run    par  time              vx                  vy
 26      1    0.92608E-01   -0.2987456740E+03    0.3641287010E+04


% run    par  time              vx                  vy
 27      1    0.96169E-01    0.2644089192E+04   -0.2858396819E+03


% run    par  time              vx                  vy
 28      1    0.99731E-01    0.2120412218E+04   -0.1841973899E+04


% run    par  time              vx                  vy
 29      1    0.10329E+00   -0.5342903918E+04    0.5936075484E+02


% run    par  time              vx                  vy
 30      1    0.10685E+00    0.1671965200E+04    0.2224719316E+04


% run    par  time              vx                  vy
 31      1    0.11042E+00    0.7682800468E+03   -0.2798802695E+04


% run    par  time              vx                  vy
 32      1    0.11398E+00   -0.5297376517E+04   -0.5997354357E+02


% run    par  time              vx                  vy
 33      1    0.11754E+00    0.6700836405E+03    0.3302812239E+04


% run    par  time              vx                  vy
 34      1    0.12110E+00   -0.3049168938E+04   -0.1436561108E+04


% run    par  time              vx                  vy
 35      1    0.12466E+00    0.4557699045E+04   -0.2190103823E+03


% run    par  time              vx                  vy
 36      1    0.12823E+00   -0.1593338415E+04    0.3622305090E+03


% run    par  time              vx                  vy
 37      1    0.13179E+00   -0.2861378367E+04   -0.3979922231E+04


% run    par  time              vx                  vy
 38      1    0.13535E+00   -0.2297570502E+04   -0.4077104179E+03


% run    par  time              vx                  vy
 39      1    0.13891E+00   -0.1662931611E+04    0.1493014400E+03


% run    par  time              vx                  vy
 40      1    0.14247E+00   -0.1697009649E+04   -0.1235259347E+04


% run    par  time              vx                  vy
 41      1    0.14603E+00   -0.2672095732E+04    0.1497544153E+04


% run    par  time              vx                  vy
 42      1    0.14960E+00   -0.2811027644E+03    0.4319546699E+03


% run    par  time              vx                  vy
 43      1    0.15316E+00   -0.8732633324E+03   -0.3208096770E+04


% run    par  time              vx                  vy
 44      1    0.15672E+00   -0.1777961390E+04   -0.1740507003E+04


% run    par  time              vx                  vy
 45      1    0.16028E+00   -0.1152126997E+04   -0.1515687036E+04


% run    par  time              vx                  vy
 46      1    0.16384E+00    0.2800849832E+04    0.1994119372E+04


% run    par  time              vx                  vy
 47      1    0.16741E+00    0.7246199839E+03    0.6004823939E+03


% run    par  time              vx                  vy
 48      1    0.17097E+00   -0.9342648803E+03    0.9858456290E+03


% run    par  time              vx                  vy
 49      1    0.17453E+00    0.2485647791E+04    0.2943862142E+04


% run    par  time              vx                  vy
 50      1    0.17809E+00   -0.3728640186E+04    0.1391580589E+04


% run    par  time              vx                  vy
 51      1    0.18165E+00    0.8024229846E+03   -0.3133176131E+04


% run    par  time              vx                  vy
 52      1    0.18522E+00    0.9031749224E+03    0.6362568692E+03


% run    par  time              vx                  vy
 53      1    0.18878E+00    0.4322926297E+04   -0.6758921623E+04


% run    par  time              vx                  vy
 54      1    0.19234E+00    0.1013079303E+03    0.2502511672E+03


% run    par  time              vx                  vy
 55      1    0.19590E+00   -0.2772945373E+03    0.4225650142E+03


% run    par  time              vx                  vy
 56      1    0.19946E+00   -0.4963785553E+04    0.6987172176E+03


% run    par  time              vx                  vy
 57      1    0.20302E+00   -0.7297326712E+03   -0.2546694677E+04


% run    par  time              vx                  vy
 58      1    0.20659E+00    0.1089133678E+04    0.5638325466E+03


% run    par  time              vx                  vy
 59      1    0.21015E+00   -0.1726217580E+04    0.1511752505E+04


% run    par  time              vx                  vy
 60      1    0.21371E+00   -0.3003607357E+04   -0.2174150766E+04


% run    par  time              vx                  vy
 61      1    0.21727E+00   -0.2037812202E+04    0.2931517456E+04


% run    par  time              vx                  vy
 62      1    0.22083E+00    0.2036413005E+03   -0.2715588708E+04


% run    par  time              vx                  vy
 63      1    0.22440E+00   -0.7237124443E+03    0.1442219760E+04


% run    par  time              vx                  vy
 64      1    0.22796E+00    0.3028992760E+04    0.6447025452E+03


% run    par  time              vx                  vy
 65      1    0.23152E+00    0.5007261014E+04    0.1502653345E+03


% run    par  time              vx                  vy
 66      1    0.23508E+00   -0.3609333933E+04   -0.1291293473E+04


% run    par  time              vx                  vy
 67      1    0.23864E+00    0.1668895306E+03   -0.9210985294E+03


% run    par  time              vx                  vy
 68      1    0.24220E+00    0.1123813329E+04   -0.5599198811E+02


% run    par  time              vx                  vy
 69      1    0.24577E+00   -0.3156510725E+04   -0.9047509524E+03


% run    par  time              vx                  vy
 70      1    0.24933E+00    0.1017877942E+04    0.3123302021E+04


% run    par  time              vx                  vy
 71      1    0.25289E+00    0.1383869575E+04   -0.1063617204E+04


% run    par  time              vx                  vy
 72      1    0.25645E+00    0.1419643061E+04   -0.2451341650E+04


% run    par  time              vx                  vy
 73      1    0.26001E+00   -0.3747341957E+03    0.1275416650E+04


% run    par  time              vx                  vy
 74      1    0.26358E+00   -0.5005440709E+04    0.3091648373E+04


% run    par  time              vx                  vy
 75      1    0.26714E+00    0.1110534409E+04   -0.3872764904E+04


% run    par  time              vx                  vy
 76      1    0.27070E+00   -0.9241872431E+03    0.1302300525E+03


% run    par  time              vx                  vy
 77      1    0.27426E+00   -0.6360282805E+01   -0.2413481056E+04


% run    par  time              vx                  vy
 78      1    0.27782E+00    0.2061972346E+04   -0.1524660880E+04


% run    par  time              vx                  vy
 79      1    0.28138E+00    0.1349864699E+04   -0.6956095336E+02


% run    par  time              vx                  vy
 80      1    0.28495E+00   -0.8741521576E+03    0.5203059629E+04


% run    par  time              vx                  vy
 81      1    0.28851E+00   -0.4520507082E+04    0.1900868212E+03


% run    par  time              vx                  vy
 82      1    0.29207E+00   -0.3799915131E+03    0.3640326576E+04


% run    par  time              vx                  vy
 83      1    0.29563E+00   -0.1101745943E+04    0.1641383566E+04


% run    par  time              vx                  vy
 84      1    0.29919E+00   -0.1458807021E+04   -0.2472626847E+04


% run    par  time              vx                  vy
 85      1    0.30276E+00   -0.3207015152E+03    0.9165690939E+03


% run    par  time              vx                  vy
 86      1    0.30632E+00    0.2750944547E+04    0.1881529236E+04


% run    par  time              vx                  vy
 87      1    0.30988E+00   -0.1367556178E+04    0.1795333948E+04


% run    par  time              vx                  vy
 88      1    0.31344E+00   -0.5666514277E+04   -0.2827897634E+04


% run    par  time              vx                  vy
 89      1    0.31700E+00   -0.5383877732E+04    0.5444773985E+03


% run    par  time              vx                  vy
 90      1    0.32056E+00    0.2525967662E+04   -0.3952769347E+04


% run    par  time              vx                  vy
 91      1    0.32413E+00    0.2999004618E+04   -0.1611090627E+04


% run    par  time              vx                  vy
 92      1    0.32769E+00    0.3034308198E+04    0.2796061221E+04


% run    par  time              vx                  vy
 93      1    0.33125E+00   -0.4896455733E+04    0.3703453932E+04


% run    par  time              vx                  vy
 94      1    0.33481E+00   -0.1730254086E+04    0.3863396152E+04


% run    par  time              vx                  vy
 95      1    0.33837E+00   -0.3406236867E+04   -0.4904174586E+03


% run    par  time              vx                  vy
 96      1    0.34194E+00   -0.1379233079E+04   -0.1313969181E+04


% run    par  time              vx                  vy
 97      1    0.34550E+00   -0.5087953862E+04    0.2631159771E+04


% run    par  time              vx                  vy
 98      1    0.34906E+00    0.4578802042E+04   -0.2818882265E+04


% run    par  time              vx                  vy
 99      1    0.35262E+00    0.4051229378E+04    0.1230840927E+04


% run    par  time              vx                  vy
100      1    0.35618E+00    0.9795436983E+03    0.3631306688E+04


