% run    par  time               x                   y
  1      1    0.35618E-02    0.1591841383E+01   -0.1646341749E-01


% run    par  time               x                   y
  2      1    0.71237E-02    0.1637115929E+01    0.2944792445E-01


% run    par  time               x                   y
  3      1    0.10685E-01    0.1606427034E+01    0.4362062830E-01


% run    par  time               x                   y
  4      1    0.14247E-01    0.1541719086E+01    0.2905742828E-01


% run    par  time               x                   y
  5      1    0.17809E-01    0.1693670845E+01    0.3228460173E-01


% run    par  time               x                   y
  6      1    0.21371E-01    0.1642113024E+01    0.4763037459E-01


% run    par  time               x                   y
  7      1    0.24933E-01    0.1498905571E+01    0.3507967142E-01


% run    par  time               x                   y
  8      1    0.28495E-01    0.1351069558E+01   -0.1656125483E+00


% run    par  time               x                   y
  9      1    0.32056E-01    0.1332285226E+01   -0.2150984164E+00


% run    par  time               x                   y
 10      1    0.35618E-01    0.1416821691E+01   -0.1649136546E+00


% run    par  time               x                   y
 11      1    0.39180E-01    0.1397856013E+01   -0.2017072707E+00


% run    par  time               x                   y
 12      1    0.42742E-01    0.1469141366E+01   -0.1002340294E+00


% run    par  time               x                   y
 13      1    0.46304E-01    0.1542706157E+01   -0.1669668300E+00


% run    par  time               x                   y
 14      1    0.49866E-01    0.1727804591E+01   -0.2701755855E+00


% run    par  time               x                   y
 15      1    0.53427E-01    0.1662469470E+01   -0.1396669839E+00


% run    par  time               x                   y
 16      1    0.56989E-01    0.1678282989E+01   -0.4517101174E-01


% run    par  time               x                   y
 17      1    0.60551E-01    0.1728671550E+01    0.4648903622E-02


% run    par  time               x                   y
 18      1    0.64113E-01    0.1648384043E+01   -0.2193701600E-01


% run    par  time               x                   y
 19      1    0.67675E-01    0.1600255064E+01   -0.6421164669E-01


% run    par  time               x                   y
 20      1    0.71237E-01    0.1606865425E+01   -0.2715742575E-01


% run    par  time               x                   y
 21      1    0.74798E-01    0.1480917195E+01   -0.1085951013E+00


% run    par  time               x                   y
 22      1    0.78360E-01    0.1545443084E+01   -0.1342676165E+00


% run    par  time               x                   y
 23      1    0.81922E-01    0.1431747778E+01   -0.2166929954E-01


% run    par  time               x                   y
 24      1    0.85484E-01    0.1383651451E+01   -0.1755514694E-01


% run    par  time               x                   y
