% run    par  time               x                   y
  1      1    0.35618E-02    0.1160348629E+01    0.3030608270E-01


% run    par  time               x                   y
  2      1    0.71237E-02    0.1112932665E+01   -0.9490029425E-01


% run    par  time               x                   y
  3      1    0.10685E-01    0.1018964107E+01   -0.2623554196E-01


% run    par  time               x                   y
  4      1    0.14247E-01    0.9462539694E+00   -0.1410148562E+00


% run    par  time               x                   y
  5      1    0.17809E-01    0.8458194059E+00   -0.1328819247E+00


% run    par  time               x                   y
  6      1    0.21371E-01    0.8571232474E+00   -0.1471494434E+00


% run    par  time               x                   y
  7      1    0.24933E-01    0.8002194970E+00   -0.1511903529E+00


% run    par  time               x                   y
  8      1    0.28495E-01    0.9944253861E+00   -0.1227425653E+00


% run    par  time               x                   y
  9      1    0.32056E-01    0.9149195987E+00   -0.6957973878E-01


% run    par  time               x                   y
 10      1    0.35618E-01    0.8714629460E+00   -0.1529627021E+00


% run    par  time               x                   y
 11      1    0.39180E-01    0.9485488790E+00   -0.1781073835E+00


% run    par  time               x                   y
 12      1    0.42742E-01    0.9801401685E+00   -0.1955097577E+00


% run    par  time               x                   y
 13      1    0.46304E-01    0.1024682997E+01   -0.1879369577E+00


% run    par  time               x                   y
 14      1    0.49866E-01    0.1013267314E+01   -0.1399146576E+00


% run    par  time               x                   y
 15      1    0.53427E-01    0.9680819718E+00   -0.2397628902E+00


% run    par  time               x                   y
 16      1    0.56989E-01    0.9738833923E+00   -0.1654863467E+00


% run    par  time               x                   y
 17      1    0.60551E-01    0.1052092755E+01   -0.1899823589E+00


% run    par  time               x                   y
 18      1    0.64113E-01    0.1074266217E+01   -0.2602865773E+00


% run    par  time               x                   y
 19      1    0.67675E-01    0.1276443295E+01   -0.4399550477E+00


% run    par  time               x                   y
 20      1    0.71237E-01    0.1413791190E+01   -0.4152916952E+00


% run    par  time               x                   y
 21      1    0.74798E-01    0.1432515270E+01   -0.2876295348E+00


% run    par  time               x                   y
 22      1    0.78360E-01    0.1460182118E+01   -0.3148749159E+00


% run    par  time               x                   y
 23      1    0.81922E-01    0.1576298928E+01   -0.3011612285E+00


% run    par  time               x                   y
 24      1    0.85484E-01    0.1512179301E+01   -0.2185749441E+00


% run    par  time               x                   y
 25      1    0.89046E-01    0.1654747005E+01   -0.2161437720E+00


% run    par  time               x                   y
 26      1    0.92608E-01    0.1637496461E+01   -0.2781621738E+00


% run    par  time               x                   y
 27      1    0.96169E-01    0.1520771967E+01   -0.2436359100E+00


% run    par  time               x                   y
 28      1    0.99731E-01    0.1422551404E+01   -0.1652701620E+00


% run    par  time               x                   y
 29      1    0.10329E+00    0.1562867727E+01   -0.2216947232E+00


% run    par  time               x                   y
 30      1    0.10685E+00    0.1533578275E+01   -0.2267919372E+00


% run    par  time               x                   y
 31      1    0.11042E+00    0.1585171778E+01   -0.4300694281E+00


% run    par  time               x                   y
 32      1    0.11398E+00    0.1754761002E+01   -0.4132462777E+00


% run    par  time               x                   y
 33      1    0.11754E+00    0.1734503073E+01   -0.4859544082E+00


% run    par  time               x                   y
