% run    par  time               x                   y
  1      1    0.35618E-02    0.1301908414E+01   -0.4449905382E-01


% run    par  time               x                   y
  2      1    0.71237E-02    0.1240583793E+01   -0.1077043998E+00


% run    par  time               x                   y
  3      1    0.10685E-01    0.1404220844E+01   -0.2116337183E+00


% run    par  time               x                   y
  4      1    0.14247E-01    0.1467523948E+01   -0.6130992228E-01


% run    par  time               x                   y
  5      1    0.17809E-01    0.1549968077E+01   -0.3208941751E-02


% run    par  time               x                   y
  6      1    0.21371E-01    0.1430727048E+01   -0.1100308712E+00


% run    par  time               x                   y
  7      1    0.24933E-01    0.1488021422E+01   -0.1147054406E+00


% run    par  time               x                   y
  8      1    0.28495E-01    0.1380585533E+01   -0.1678752956E+00


% run    par  time               x                   y
  9      1    0.32056E-01    0.1463485482E+01   -0.1342191351E+00


% run    par  time               x                   y
 10      1    0.35618E-01    0.1400086826E+01   -0.2396689799E+00


% run    par  time               x                   y
 11      1    0.39180E-01    0.1492282848E+01   -0.2884702008E+00


% run    par  time               x                   y
 12      1    0.42742E-01    0.1430001631E+01   -0.2860703399E+00


% run    par  time               x                   y
 13      1    0.46304E-01    0.1379202333E+01   -0.2499881896E+00


% run    par  time               x                   y
 14      1    0.49866E-01    0.1396465096E+01   -0.1377353346E+00


% run    par  time               x                   y
 15      1    0.53427E-01    0.1494312826E+01   -0.1940159390E+00


% run    par  time               x                   y
 16      1    0.56989E-01    0.1345009171E+01   -0.2483925098E+00


% run    par  time               x                   y
 17      1    0.60551E-01    0.1249683178E+01   -0.1945887492E+00


% run    par  time               x                   y
 18      1    0.64113E-01    0.1155302597E+01   -0.8192777201E-01


% run    par  time               x                   y
 19      1    0.67675E-01    0.1224021400E+01   -0.6068039295E-01


% run    par  time               x                   y
 20      1    0.71237E-01    0.1230317698E+01   -0.1555195983E-01


% run    par  time               x                   y
 21      1    0.74798E-01    0.1259022352E+01    0.1474794347E+00


% run    par  time               x                   y
 22      1    0.78360E-01    0.1326330130E+01    0.1580579681E+00


% run    par  time               x                   y
 23      1    0.81922E-01    0.1259649885E+01    0.1632532291E+00


% run    par  time               x                   y
 24      1    0.85484E-01    0.1351499910E+01    0.1549363324E+00


% run    par  time               x                   y
 25      1    0.89046E-01    0.1454528377E+01    0.3242313094E+00


% run    par  time               x                   y
 26      1    0.92608E-01    0.1440405724E+01    0.2893611740E+00


% run    par  time               x                   y
 27      1    0.96169E-01    0.1353655728E+01    0.4898561680E+00


% run    par  time               x                   y
 28      1    0.99731E-01    0.1264267499E+01    0.3904152216E+00


% run    par  time               x                   y
 29      1    0.10329E+00    0.1302330234E+01    0.2633688594E+00


% run    par  time               x                   y
 30      1    0.10685E+00    0.1200882776E+01    0.4321164861E+00


% run    par  time               x                   y
 31      1    0.11042E+00    0.1121563814E+01    0.4328400483E+00


% run    par  time               x                   y
 32      1    0.11398E+00    0.1234011610E+01    0.4389288649E+00


% run    par  time               x                   y
 33      1    0.11754E+00    0.1180974453E+01    0.4266547212E+00


% run    par  time               x                   y
 34      1    0.12110E+00    0.1256387871E+01    0.4085751500E+00


% run    par  time               x                   y
 35      1    0.12466E+00    0.1289287352E+01    0.2457339933E+00


% run    par  time               x                   y
