% itn    run  time           mean square displacement
  1      1    0.12929E-04    0.58137E-04
  1      2    0.25857E-04    0.11064E-03
  1      3    0.38786E-04    0.17401E-03
  1      4    0.51714E-04    0.22922E-03
  1      5    0.64643E-04    0.28563E-03
  1      6    0.77571E-04    0.33033E-03
  1      7    0.90500E-04    0.38538E-03
  1      8    0.10343E-03    0.45209E-03
  1      9    0.11636E-03    0.51862E-03
  1     10    0.12929E-03    0.60692E-03
  1     11    0.14221E-03    0.65861E-03
  1     12    0.15514E-03    0.72358E-03
  1     13    0.16807E-03    0.80103E-03
  1     14    0.18100E-03    0.88578E-03
  1     15    0.19393E-03    0.94087E-03
  1     16    0.20686E-03    0.10232E-02
  1     17    0.21979E-03    0.10943E-02
  1     18    0.23271E-03    0.11290E-02
  1     19    0.24564E-03    0.12267E-02
  1     20    0.25857E-03    0.13557E-02
  1     21    0.27150E-03    0.14820E-02
  1     22    0.28443E-03    0.15799E-02
  1     23    0.29736E-03    0.16698E-02
  1     24    0.31029E-03    0.17902E-02
  1     25    0.32321E-03    0.19126E-02
  1     26    0.33614E-03    0.19942E-02
  1     27    0.34907E-03    0.20831E-02
  1     28    0.36200E-03    0.22487E-02
  1     29    0.37493E-03    0.23849E-02
  1     30    0.38786E-03    0.24753E-02
  1     31    0.40079E-03    0.26196E-02
  1     32    0.41371E-03    0.27262E-02
  1     33    0.42664E-03    0.28667E-02
  1     34    0.43957E-03    0.29524E-02
  1     35    0.45250E-03    0.31020E-02
  1     36    0.46543E-03    0.32694E-02
  1     37    0.47836E-03    0.33558E-02
  1     38    0.49129E-03    0.35103E-02
  1     39    0.50421E-03    0.36787E-02
  1     40    0.51714E-03    0.37939E-02
  1     41    0.53007E-03    0.39694E-02
  1     42    0.54300E-03    0.41113E-02
  1     43    0.55593E-03    0.43369E-02
  1     44    0.56886E-03    0.45061E-02
  1     45    0.58179E-03    0.46929E-02
  1     46    0.59471E-03    0.48567E-02
  1     47    0.60764E-03    0.49689E-02
  1     48    0.62057E-03    0.50499E-02
  1     49    0.63350E-03    0.51689E-02
  1     50    0.64643E-03    0.52761E-02
  1     51    0.65936E-03    0.54242E-02
  1     52    0.67229E-03    0.55205E-02
  1     53    0.68521E-03    0.58384E-02
  1     54    0.69814E-03    0.59360E-02
  1     55    0.71107E-03    0.61278E-02
  1     56    0.72400E-03    0.62424E-02
  1     57    0.73693E-03    0.65043E-02
  1     58    0.74986E-03    0.66789E-02
  1     59    0.76279E-03    0.67894E-02
  1     60    0.77571E-03    0.70538E-02
  1     61    0.78864E-03    0.71373E-02
  1     62    0.80157E-03    0.73206E-02
  1     63    0.81450E-03    0.75078E-02
  1     64    0.82743E-03    0.76292E-02
  1     65    0.84036E-03    0.78672E-02
  1     66    0.85329E-03    0.79600E-02
  1     67    0.86621E-03    0.82022E-02
  1     68    0.87914E-03    0.84814E-02
  1     69    0.89207E-03    0.86442E-02
  1     70    0.90500E-03    0.86894E-02
  1     71    0.91793E-03    0.88019E-02
  1     72    0.93086E-03    0.88817E-02
  1     73    0.94379E-03    0.88551E-02
  1     74    0.95671E-03    0.89522E-02
  1     75    0.96964E-03    0.91789E-02
  1     76    0.98257E-03    0.93401E-02
  1     77    0.99550E-03    0.94421E-02
  1     78    0.10084E-02    0.96070E-02
  1     79    0.10214E-02    0.97920E-02
  1     80    0.10343E-02    0.98948E-02
  1     81    0.10472E-02    0.99599E-02
  1     82    0.10601E-02    0.10109E-01
  1     83    0.10731E-02    0.10237E-01
  1     84    0.10860E-02    0.10322E-01
  1     85    0.10989E-02    0.10587E-01
  1     86    0.11119E-02    0.10727E-01
  1     87    0.11248E-02    0.10703E-01
  1     88    0.11377E-02    0.10949E-01
  1     89    0.11506E-02    0.11123E-01
  1     90    0.11636E-02    0.11381E-01
  1     91    0.11765E-02    0.11444E-01
  1     92    0.11894E-02    0.11527E-01
  1     93    0.12024E-02    0.11592E-01
  1     94    0.12153E-02    0.11803E-01
  1     95    0.12282E-02    0.11917E-01
  1     96    0.12411E-02    0.12010E-01
  1     97    0.12541E-02    0.12030E-01
  1     98    0.12670E-02    0.12236E-01
  1     99    0.12799E-02    0.12487E-01
  1    100    0.12929E-02    0.12673E-01


