% itn    run  time           mean square displacement
  1      1    0.12929E-04    0.38845E-05
  1      2    0.25857E-04    0.13036E-04
  1      3    0.38786E-04    0.25575E-04
  1      4    0.51714E-04    0.44596E-04
  1      5    0.64643E-04    0.75662E-04
  1      6    0.77571E-04    0.11581E-03
  1      7    0.90500E-04    0.15791E-03
  1      8    0.10343E-03    0.22566E-03
  1      9    0.11636E-03    0.28086E-03
  1     10    0.12929E-03    0.33873E-03
  1     11    0.14221E-03    0.42407E-03
  1     12    0.15514E-03    0.52560E-03
  1     13    0.16807E-03    0.58989E-03
  1     14    0.18100E-03    0.67595E-03
  1     15    0.19393E-03    0.75976E-03
  1     16    0.20686E-03    0.83716E-03
  1     17    0.21979E-03    0.93965E-03
  1     18    0.23271E-03    0.10470E-02
  1     19    0.24564E-03    0.11248E-02
  1     20    0.25857E-03    0.12169E-02
  1     21    0.27150E-03    0.13314E-02
  1     22    0.28443E-03    0.14220E-02
  1     23    0.29736E-03    0.14966E-02
  1     24    0.31029E-03    0.16044E-02
  1     25    0.32321E-03    0.17325E-02
  1     26    0.33614E-03    0.17947E-02
  1     27    0.34907E-03    0.18949E-02
  1     28    0.36200E-03    0.20385E-02
  1     29    0.37493E-03    0.21531E-02
  1     30    0.38786E-03    0.23200E-02
  1     31    0.40079E-03    0.24856E-02
  1     32    0.41371E-03    0.26382E-02
  1     33    0.42664E-03    0.27559E-02
  1     34    0.43957E-03    0.29429E-02
  1     35    0.45250E-03    0.31022E-02
  1     36    0.46543E-03    0.32499E-02
  1     37    0.47836E-03    0.33772E-02
  1     38    0.49129E-03    0.35270E-02
  1     39    0.50421E-03    0.36375E-02
  1     40    0.51714E-03    0.37630E-02
  1     41    0.53007E-03    0.39744E-02
  1     42    0.54300E-03    0.41474E-02
  1     43    0.55593E-03    0.43507E-02
  1     44    0.56886E-03    0.45241E-02
  1     45    0.58179E-03    0.47256E-02
  1     46    0.59471E-03    0.49617E-02
  1     47    0.60764E-03    0.51383E-02
  1     48    0.62057E-03    0.53222E-02
  1     49    0.63350E-03    0.55399E-02
  1     50    0.64643E-03    0.58637E-02
  1     51    0.65936E-03    0.61005E-02
  1     52    0.67229E-03    0.62667E-02
  1     53    0.68521E-03    0.65309E-02
  1     54    0.69814E-03    0.66774E-02
  1     55    0.71107E-03    0.68422E-02
  1     56    0.72400E-03    0.71113E-02
  1     57    0.73693E-03    0.72220E-02
  1     58    0.74986E-03    0.73726E-02
  1     59    0.76279E-03    0.75879E-02
  1     60    0.77571E-03    0.77827E-02
  1     61    0.78864E-03    0.80418E-02
  1     62    0.80157E-03    0.82153E-02
  1     63    0.81450E-03    0.83838E-02
  1     64    0.82743E-03    0.86838E-02
  1     65    0.84036E-03    0.90184E-02
  1     66    0.85329E-03    0.92860E-02
  1     67    0.86621E-03    0.94944E-02
  1     68    0.87914E-03    0.97652E-02
  1     69    0.89207E-03    0.10029E-01
  1     70    0.90500E-03    0.10287E-01
  1     71    0.91793E-03    0.10505E-01
  1     72    0.93086E-03    0.10770E-01
  1     73    0.94379E-03    0.11023E-01
  1     74    0.95671E-03    0.11230E-01
  1     75    0.96964E-03    0.11493E-01
  1     76    0.98257E-03    0.11807E-01
  1     77    0.99550E-03    0.12063E-01
  1     78    0.10084E-02    0.12225E-01
  1     79    0.10214E-02    0.12578E-01
  1     80    0.10343E-02    0.12965E-01
  1     81    0.10472E-02    0.13290E-01
  1     82    0.10601E-02    0.13634E-01
  1     83    0.10731E-02    0.13861E-01
  1     84    0.10860E-02    0.14299E-01
  1     85    0.10989E-02    0.14583E-01
  1     86    0.11119E-02    0.14823E-01
  1     87    0.11248E-02    0.15083E-01
  1     88    0.11377E-02    0.15378E-01
  1     89    0.11506E-02    0.15643E-01
  1     90    0.11636E-02    0.15989E-01
  1     91    0.11765E-02    0.16049E-01
  1     92    0.11894E-02    0.16297E-01
  1     93    0.12024E-02    0.16565E-01
  1     94    0.12153E-02    0.16883E-01
  1     95    0.12282E-02    0.17242E-01
  1     96    0.12411E-02    0.17521E-01
  1     97    0.12541E-02    0.17908E-01
  1     98    0.12670E-02    0.18423E-01
  1     99    0.12799E-02    0.18860E-01
  1    100    0.12929E-02    0.19301E-01


% itn    run  time           mean square displacement
  2      1    0.12929E-04    0.39887E-05
  2      2    0.25857E-04    0.14173E-04
  2      3    0.38786E-04    0.39742E-04
  2      4    0.51714E-04    0.70613E-04
  2      5    0.64643E-04    0.97901E-04
  2      6    0.77571E-04    0.13364E-03
  2      7    0.90500E-04    0.18479E-03
  2      8    0.10343E-03    0.23617E-03
  2      9    0.11636E-03    0.29520E-03
  2     10    0.12929E-03    0.36243E-03
  2     11    0.14221E-03    0.42914E-03
  2     12    0.15514E-03    0.50436E-03
