*	*	*	0.07071067812	0.0
*	*	*	0.1414213562	0.0
*	*	*	0.2121320344	0.0442097064
*	*	*	0.2828427125	0.09473508516666666
*	*	*	0.3535533906	0.5771822783333334
*	*	*	0.4242640687	1.0851473393333333
*	*	*	0.4949747468	1.5983509243333334
*	*	*	0.5656854249	2.4610069903333334
*	*	*	0.6363961031	3.3352322633333333
*	*	*	0.7071067812	4.1533855766666665
*	*	*	0.7778174593	5.49463494
*	*	*	0.8485281374	5.963504963333333
*	*	*	0.9192388155	6.40598646
*	*	*	0.9899494937	6.578240573333333
*	*	*	1.060660172	5.8311078300000005
*	*	*	1.13137085	5.576127486666667
*	*	*	1.202081528	5.32860931
*	*	*	1.272792206	5.721999143333334
*	*	*	1.343502884	5.40971475
*	*	*	1.414213562	5.563054723333334
*	*	*	1.48492424	5.4372547466666665
*	*	*	1.555634919	5.3745637266666675
*	*	*	1.626345597	5.447618266666667
*	*	*	1.697056275	5.624979666666667
*	*	*	1.767766953	5.4134334399999995
*	*	*	1.838477631	5.641071853333333
*	*	*	1.909188309	5.522042573333334
*	*	*	1.979898987	5.431765293333334
*	*	*	2.050609665	5.597957123333334
*	*	*	2.121320344	5.518720129999999
*	*	*	2.192031022	5.57513388
*	*	*	2.2627417	5.492880586666666
*	*	*	2.333452378	5.575524126666667
*	*	*	2.404163056	5.620241409999999
*	*	*	2.474873734	5.79211226
*	*	*	2.545584412	5.7192415966666665
*	*	*	2.61629509	5.704868963333333
*	*	*	2.687005769	5.841575873333333
*	*	*	2.757716447	5.806112416666667
*	*	*	2.828427125	5.730473336666667
*	*	*	2.899137803	5.63537307
*	*	*	2.969848481	5.68733904
*	*	*	3.040559159	5.7095535533333335
*	*	*	3.111269837	5.7370986833333335
*	*	*	3.181980515	5.501376386666667
*	*	*	3.252691193	5.6658868233333335
*	*	*	3.323401872	5.555924126666667
*	*	*	3.39411255	5.598344926666667
*	*	*	3.464823228	5.528492153333333
*	*	*	3.535533906	5.695907123333334
*	*	*	3.606244584	5.621417373333333
*	*	*	3.676955262	5.59918078
*	*	*	3.74766594	5.411478586666667
*	*	*	3.818376618	5.510719246666667
*	*	*	3.889087297	5.399465289999999
*	*	*	3.959797975	5.44356903
*	*	*	4.030508653	5.39612722
*	*	*	4.101219331	5.48969224
*	*	*	4.171930009	5.511098873333334
*	*	*	4.242640687	5.313523746666667
*	*	*	4.313351365	5.425736696666667
*	*	*	4.384062043	5.357281903333334
*	*	*	4.454772721	5.5085294199999995
*	*	*	4.5254834	5.450499826666667
*	*	*	4.596194078	5.3145893200000005
*	*	*	4.666904756	5.386159653333333
*	*	*	4.737615434	5.5245512833333335
*	*	*	4.808326112	5.369841933333333
*	*	*	4.87903679	5.276928643333333
*	*	*	4.949747468	5.400581403333334
*	*	*	5.020458146	5.488588020000001
*	*	*	5.091168825	5.463608646666667
*	*	*	5.161879503	5.4233114
*	*	*	5.232590181	5.334487533333333
*	*	*	5.303300859	5.4208814499999995
*	*	*	5.374011537	5.38348329
*	*	*	5.444722215	5.422912843333333
*	*	*	5.515432893	5.228867373333333
*	*	*	5.586143571	5.315724413333333
*	*	*	5.656854249	5.44279876
*	*	*	5.727564928	5.239262103333333
*	*	*	5.798275606	5.2773641866666665
*	*	*	5.868986284	5.168516586666667
*	*	*	5.939696962	5.256851766666666
*	*	*	6.01040764	5.215568176666666
*	*	*	6.081118318	5.11384791
*	*	*	6.151828996	5.188251816666667
*	*	*	6.222539674	5.154851766666667
*	*	*	6.293250353	5.018550996666667
*	*	*	6.363961031	5.095847863333334
*	*	*	6.434671709	4.988857753333334
*	*	*	6.505382387	5.033987746666667
*	*	*	6.576093065	5.062011383333333
*	*	*	6.646803743	5.114850256666666
*	*	*	6.717514421	4.989965936666667
*	*	*	6.788225099	5.05807649
*	*	*	6.858935778	5.02455912
*	*	*	6.929646456	5.000231153333334
*	*	*	7.000357134	5.017913886666666
*	*	*	7.071067812	5.048570746666667
*	*	*	7.14177849	4.97854082
*	*	*	7.212489168	4.98556997
*	*	*	7.283199846	4.955261116666667
*	*	*	7.353910524	5.03339254
*	*	*	7.424621202	4.85354887
*	*	*	7.495331881	4.822210393333333
*	*	*	7.566042559	4.815329523333333
*	*	*	7.636753237	4.814231403333333
*	*	*	7.707463915	4.818756133333333
*	*	*	7.778174593	4.752038763333333
*	*	*	7.848885271	4.822558813333333
*	*	*	7.919595949	4.887353306666667
*	*	*	7.990306627	4.722087863333333
*	*	*	8.061017306	4.736476036666667
*	*	*	8.131727984	4.8259045233333335
*	*	*	8.202438662	4.691779016666667
*	*	*	8.27314934	4.72313355
*	*	*	8.343860018	4.66130213
*	*	*	8.414570696	4.640620133333333
*	*	*	8.485281374	4.580051593333333
*	*	*	8.555992052	4.590196593333333
*	*	*	8.62670273	4.514211276666667
*	*	*	8.697413409	4.63705686
*	*	*	8.768124087	4.576241573333333
*	*	*	8.838834765	4.467133386666666
*	*	*	8.909545443	4.5746478066666665
*	*	*	8.980256121	4.514020716666667
*	*	*	9.050966799	4.492486343333334
*	*	*	9.121677477	4.520313463333333
*	*	*	9.192388155	4.5208265433333334
*	*	*	9.263098834	4.4548478099999995
*	*	*	9.333809512	4.42769455
*	*	*	9.40452019	4.428060876666667
*	*	*	9.475230868	4.50169061
*	*	*	9.545941546	4.36920091
*	*	*	9.616652224	4.3646889133333335
*	*	*	9.687362902	4.335142273333333
*	*	*	9.75807358	4.355057986666666
*	*	*	9.828784258	4.308052346666667
*	*	*	9.899494937	4.2668705000000005
*	*	*	9.970205615	4.266787323333333
*	*	*	10.04091629	4.32606818
*	*	*	10.11162697	4.2437440099999995
*	*	*	10.18233765	4.182977623333334
*	*	*	10.25304833	4.26799588
*	*	*	10.32375901	4.248537593333333
*	*	*	10.39446968	4.231608246666666
*	*	*	10.46518036	4.246754426666667
*	*	*	10.53589104	4.176849703333334
*	*	*	10.60660172	4.11712132
*	*	*	10.6773124	4.137866956666667
*	*	*	10.74802307	4.036141926666667
*	*	*	10.81873375	4.121286813333334
*	*	*	10.88944443	4.06311683
*	*	*	10.96015511	4.057921676666667
*	*	*	11.03086579	4.019387296666666
*	*	*	11.10157646	3.9778142400000003
*	*	*	11.17228714	3.931506033333333
*	*	*	11.24299782	3.9276210000000003
*	*	*	11.3137085	4.0121348
*	*	*	11.38441918	3.94272078
*	*	*	11.45512986	3.9131749433333334
*	*	*	11.52584053	3.8588272200000002
*	*	*	11.59655121	3.8767991800000003
*	*	*	11.66726189	3.7658876066666664
*	*	*	11.73797257	3.8583320066666666
*	*	*	11.80868325	3.760480283333333
*	*	*	11.87939392	3.806323753333333
*	*	*	11.9501046	3.752905566666667
*	*	*	12.02081528	3.7327207133333338
*	*	*	12.09152596	3.7075867433333336
*	*	*	12.16223664	3.6418228999999998
*	*	*	12.23294731	3.64986366
*	*	*	12.30365799	3.6106716999999997
*	*	*	12.37436867	3.6096148533333334
*	*	*	12.44507935	3.641632866666667
*	*	*	12.51579003	3.5978309933333334
*	*	*	12.58650071	3.640451386666667
*	*	*	12.65721138	3.5683548733333335
*	*	*	12.72792206	3.5700261533333335
*	*	*	12.79863274	3.53861348
*	*	*	12.86934342	3.511505123333333
*	*	*	12.9400541	3.50346783
*	*	*	13.01076477	3.4117967566666665
*	*	*	13.08147545	3.4651903366666663
*	*	*	13.15218613	3.391694793333333
*	*	*	13.22289681	3.380916556666667
*	*	*	13.29360749	3.3811583466666666
*	*	*	13.36431816	3.3652733433333335
*	*	*	13.43502884	3.357138126666667
*	*	*	13.50573952	3.3641729999999996
*	*	*	13.5764502	3.3067821526666665
*	*	*	13.64716088	3.3274980976666666
*	*	*	13.71787156	3.289739071
*	*	*	13.78858223	3.28220134
*	*	*	13.85929291	3.2314920953333335
*	*	*	13.93000359	3.2833862746666664
*	*	*	14.00071427	3.252771120666667
*	*	*	14.07142495	3.214112472
*	*	*	14.14213562	3.1484180646666666
