% itn    run  time               r                   g
  1      1    0.35618E-02    0.7071067812E-01    0.0000000000E+00
  1      1    0.35618E-02    0.1414213562E+00    0.0000000000E+00
  1      1    0.35618E-02    0.2121320344E+00    0.0000000000E+00
  1      1    0.35618E-02    0.2828427125E+00    0.0000000000E+00
  1      1    0.35618E-02    0.3535533906E+00    0.0000000000E+00
  1      1    0.35618E-02    0.4242640687E+00    0.0000000000E+00
  1      1    0.35618E-02    0.4949747468E+00    0.0000000000E+00
  1      1    0.35618E-02    0.5656854249E+00    0.0000000000E+00
  1      1    0.35618E-02    0.6363961031E+00    0.0000000000E+00
  1      1    0.35618E-02    0.7071067812E+00    0.0000000000E+00
  1      1    0.35618E-02    0.7778174593E+00    0.0000000000E+00
  1      1    0.35618E-02    0.8485281374E+00    0.7208104307E-02
  1      1    0.35618E-02    0.9192388155E+00    0.1326291192E-01
  1      1    0.35618E-02    0.9899494937E+00    0.2763106651E-01
  1      1    0.35618E-02    0.1060660172E+01    0.3715902048E-01
  1      1    0.35618E-02    0.1131370850E+01    0.4010961267E-01
  1      1    0.35618E-02    0.1202081528E+01    0.6782170870E-01
  1      1    0.35618E-02    0.1272792206E+01    0.5447267397E-01
  1      1    0.35618E-02    0.1343502884E+01    0.6721070232E-01
  1      1    0.35618E-02    0.1414213562E+01    0.5951306633E-01
  1      1    0.35618E-02    0.1484924240E+01    0.5863177528E-01
  1      1    0.35618E-02    0.1555634919E+01    0.3084398122E-01
  1      1    0.35618E-02    0.1626345597E+01    0.2947313761E-01
  1      1    0.35618E-02    0.1697056275E+01    0.3351001683E-01
  1      1    0.35618E-02    0.1767766953E+01    0.1184188565E-01
  1      1    0.35618E-02    0.1838477631E+01    0.1300285483E-01
  1      1    0.35618E-02    0.1909188309E+01    0.2658838475E-01
  1      1    0.35618E-02    0.1979898987E+01    0.2260723623E-01
  1      1    0.35618E-02    0.2050609665E+01    0.2326826653E-01
  1      1    0.35618E-02    0.2121320344E+01    0.3512423709E-01
  1      1    0.35618E-02    0.2192031022E+01    0.5435619641E-01
  1      1    0.35618E-02    0.2262741700E+01    0.6841978374E-01
  1      1    0.35618E-02    0.2333452378E+01    0.7269095959E-01
  1      1    0.35618E-02    0.2404163056E+01    0.1014513785E+00
  1      1    0.35618E-02    0.2474873734E+01    0.1009134603E+00
  1      1    0.35618E-02    0.2545584412E+01    0.1132484557E+00
  1      1    0.35618E-02    0.2616295090E+01    0.8175767625E-01
  1      1    0.35618E-02    0.2687005769E+01    0.1061032954E+00
  1      1    0.35618E-02    0.2757716447E+01    0.7535745412E-01
  1      1    0.35618E-02    0.2828427125E+01    0.7135110845E-01
  1      1    0.35618E-02    0.2899137803E+01    0.6037899719E-01
  1      1    0.35618E-02    0.2969848481E+01    0.5592794185E-01
  1      1    0.35618E-02    0.3040559159E+01    0.3608292215E-01
  1      1    0.35618E-02    0.3111269837E+01    0.2858386191E-01
  1      1    0.35618E-02    0.3181980515E+01    0.4191229190E-01
  1      1    0.35618E-02    0.3252691193E+01    0.3825839978E-01
  1      1    0.35618E-02    0.3323401872E+01    0.4991418466E-01
  1      1    0.35618E-02    0.3394112550E+01    0.5933407966E-01
  1      1    0.35618E-02    0.3464823228E+01    0.5725612751E-01
  1      1    0.35618E-02    0.3535533906E+01    0.7368284402E-01
  1      1    0.35618E-02    0.3606244584E+01    0.7550667680E-01
  1      1    0.35618E-02    0.3676955262E+01    0.6518785594E-01
  1      1    0.35618E-02    0.3747665940E+01    0.7105131388E-01
  1      1    0.35618E-02    0.3818376618E+01    0.5887741275E-01
  1      1    0.35618E-02    0.3889087297E+01    0.4258733187E-01
  1      1    0.35618E-02    0.3959797975E+01    0.4854106279E-01
  1      1    0.35618E-02    0.4030508653E+01    0.3961267942E-01
  1      1    0.35618E-02    0.4101219331E+01    0.4180700498E-01
  1      1    0.35618E-02    0.4171930009E+01    0.3684142201E-01
  1      1    0.35618E-02    0.4242640687E+01    0.3691881996E-01
  1      1    0.35618E-02    0.4313351365E+01    0.4384433694E-01
  1      1    0.35618E-02    0.4384062043E+01    0.5863177528E-01
  1      1    0.35618E-02    0.4454772721E+01    0.8156690833E-01
  1      1    0.35618E-02    0.4525483400E+01    0.8093509245E-01
  1      1    0.35618E-02    0.4596194078E+01    0.9188936072E-01
