% run    par  time               x                   y
  1      1    0.35618E-02    0.1534248343E+01   -0.2596991199E+00


% run    par  time               x                   y
  2      1    0.71237E-02    0.1575099145E+01   -0.5023410100E+00


% run    par  time               x                   y
  3      1    0.10685E-01    0.1443799580E+01   -0.8203292876E+00


% run    par  time               x                   y
  4      1    0.14247E-01    0.1763076687E+01   -0.8565582338E+00


% run    par  time               x                   y
  5      1    0.17809E-01    0.1930318886E+01   -0.9903372942E+00


% run    par  time               x                   y
  6      1    0.21371E-01    0.2042435251E+01   -0.1181260586E+01


% run    par  time               x                   y
  7      1    0.24933E-01    0.2190204391E+01   -0.1369696213E+01


% run    par  time               x                   y
  8      1    0.28495E-01    0.1722643146E+01   -0.1310591203E+01


% run    par  time               x                   y
  9      1    0.32056E-01    0.1431296392E+01   -0.1427121899E+01


% run    par  time               x                   y
 10      1    0.35618E-01    0.1358432558E+01   -0.1813223005E+01


% run    par  time               x                   y
 11      1    0.39180E-01    0.1620872077E+01   -0.1789802444E+01


% run    par  time               x                   y
 12      1    0.42742E-01    0.1400983924E+01   -0.1857062676E+01


% run    par  time               x                   y
 13      1    0.46304E-01    0.1557409677E+01   -0.1819008019E+01


% run    par  time               x                   y
 14      1    0.49866E-01    0.1573445684E+01   -0.1845086797E+01


% run    par  time               x                   y
 15      1    0.53427E-01    0.1958066590E+01   -0.1794397785E+01


% run    par  time               x                   y
 16      1    0.56989E-01    0.2155264964E+01   -0.1661235573E+01


% run    par  time               x                   y
 17      1    0.60551E-01    0.1876093110E+01   -0.1872190910E+01


% run    par  time               x                   y
 18      1    0.64113E-01    0.1764110592E+01   -0.1912847252E+01


% run    par  time               x                   y
 19      1    0.67675E-01    0.1581123960E+01   -0.2005926307E+01


% run    par  time               x                   y
 20      1    0.71237E-01    0.1220536290E+01   -0.1918268610E+01


% run    par  time               x                   y
 21      1    0.74798E-01    0.1100536097E+01   -0.1950821002E+01


% run    par  time               x                   y
 22      1    0.78360E-01    0.1315720655E+01   -0.2255509476E+01


% run    par  time               x                   y
 23      1    0.81922E-01    0.1537216703E+01   -0.2331965936E+01


% run    par  time               x                   y
 24      1    0.85484E-01    0.1731711119E+01   -0.2061896471E+01


% run    par  time               x                   y
 25      1    0.89046E-01    0.2002126806E+01   -0.1927098169E+01


% run    par  time               x                   y
 26      1    0.92608E-01    0.2326565226E+01   -0.1792059956E+01


% run    par  time               x                   y
 27      1    0.96169E-01    0.2561350700E+01   -0.2140990634E+01


% run    par  time               x                   y
 28      1    0.99731E-01    0.2772354679E+01   -0.2249182078E+01


% run    par  time               x                   y
 29      1    0.10329E+00    0.2841390445E+01   -0.2487310389E+01


% run    par  time               x                   y
 30      1    0.10685E+00    0.2872139047E+01   -0.2649749880E+01


% run    par  time               x                   y
 31      1    0.11042E+00    0.3005676388E+01   -0.2615079515E+01


% run    par  time               x                   y
 32      1    0.11398E+00    0.2800785011E+01   -0.2213786621E+01


% run    par  time               x                   y
 33      1    0.11754E+00    0.2840527519E+01   -0.2142489970E+01


% run    par  time               x                   y
 34      1    0.12110E+00    0.2656555951E+01   -0.2235219070E+01


% run    par  time               x                   y
 35      1    0.12466E+00    0.2637396835E+01   -0.2068460194E+01


% run    par  time               x                   y
 36      1    0.12823E+00    0.2558070153E+01   -0.2281126550E+01


% run    par  time               x                   y
 37      1    0.13179E+00    0.2745894037E+01   -0.2062643366E+01


% run    par  time               x                   y
 38      1    0.13535E+00    0.2812008796E+01   -0.2131319504E+01


% run    par  time               x                   y
 39      1    0.13891E+00    0.2864446173E+01   -0.2182290981E+01


% run    par  time               x                   y
 40      1    0.14247E+00    0.3152888584E+01   -0.1874064365E+01


% run    par  time               x                   y
 41      1    0.14603E+00    0.3420276329E+01   -0.1574792468E+01


% run    par  time               x                   y
 42      1    0.14960E+00    0.3524998602E+01   -0.1275560007E+01


% run    par  time               x                   y
 43      1    0.15316E+00    0.3487529480E+01   -0.1022027529E+01


% run    par  time               x                   y
 44      1    0.15672E+00    0.3385091211E+01   -0.7587728859E+00


% run    par  time               x                   y
 45      1    0.16028E+00    0.3090987879E+01   -0.1027696030E+01


% run    par  time               x                   y
 46      1    0.16384E+00    0.2877782925E+01   -0.9918230539E+00


% run    par  time               x                   y
 47      1    0.16741E+00    0.3236435657E+01   -0.7153805309E+00


% run    par  time               x                   y
 48      1    0.17097E+00    0.3428185836E+01   -0.3571115888E+00


% run    par  time               x                   y
 49      1    0.17453E+00    0.3586233727E+01   -0.6089933889E+00


% run    par  time               x                   y
 50      1    0.17809E+00    0.3900407897E+01   -0.6730824410E+00


% run    par  time               x                   y
 51      1    0.18165E+00    0.3841403188E+01   -0.7112438376E+00


% run    par  time               x                   y
 52      1    0.18522E+00    0.4075333245E+01   -0.7776432860E+00


% run    par  time               x                   y
 53      1    0.18878E+00    0.4302535533E+01   -0.5341065784E+00


% run    par  time               x                   y
 54      1    0.19234E+00    0.4380066150E+01   -0.7415401207E+00


% run    par  time               x                   y
 55      1    0.19590E+00    0.4575740933E+01   -0.8670882373E+00


% run    par  time               x                   y
 56      1    0.19946E+00    0.4799166609E+01   -0.1080412032E+01


% run    par  time               x                   y
 57      1    0.20302E+00    0.4870947258E+01   -0.1462377104E+01


% run    par  time               x                   y
 58      1    0.20659E+00    0.4659129451E+01   -0.1581217524E+01


% run    par  time               x                   y
 59      1    0.21015E+00    0.4421716481E+01   -0.1867531003E+01


% run    par  time               x                   y
 60      1    0.21371E+00    0.4161637557E+01   -0.1920557767E+01


% run    par  time               x                   y
 61      1    0.21727E+00    0.3829549519E+01   -0.2217595448E+01


% run    par  time               x                   y
 62      1    0.22083E+00    0.3538668232E+01   -0.2070104055E+01


% run    par  time               x                   y
 63      1    0.22440E+00    0.3396679732E+01   -0.2374450102E+01


% run    par  time               x                   y
 64      1    0.22796E+00    0.3168706603E+01   -0.2213593454E+01


% run    par  time               x                   y
 65      1    0.23152E+00    0.3055462171E+01   -0.2531654596E+01


% run    par  time               x                   y
 66      1    0.23508E+00    0.3043595362E+01   -0.2833125340E+01


% run    par  time               x                   y
 67      1    0.23864E+00    0.2635777129E+01   -0.2779208849E+01


% run    par  time               x                   y
 68      1    0.24220E+00    0.2751175722E+01   -0.2680740484E+01


% run    par  time               x                   y
 69      1    0.24577E+00    0.2689230419E+01   -0.2553861436E+01


% run    par  time               x                   y
 70      1    0.24933E+00    0.2897488284E+01   -0.2336228837E+01


% run    par  time               x                   y
 71      1    0.25289E+00    0.2681460676E+01   -0.2181037654E+01


% run    par  time               x                   y
 72      1    0.25645E+00    0.2424595169E+01   -0.2280223660E+01


% run    par  time               x                   y
 73      1    0.26001E+00    0.2149235368E+01   -0.2453866140E+01


% run    par  time               x                   y
 74      1    0.26358E+00    0.1910482062E+01   -0.2786148713E+01


% run    par  time               x                   y
 75      1    0.26714E+00    0.1521262730E+01   -0.3086628078E+01


% run    par  time               x                   y
 76      1    0.27070E+00    0.1436927918E+01   -0.3385595539E+01


% run    par  time               x                   y
 77      1    0.27426E+00    0.1351904063E+01   -0.3242634093E+01


% run    par  time               x                   y
 78      1    0.27782E+00    0.1456919462E+01   -0.3032099329E+01


% run    par  time               x                   y
 79      1    0.28138E+00    0.1378426147E+01   -0.2902379726E+01


% run    par  time               x                   y
 80      1    0.28495E+00    0.1765963446E+01   -0.2664463821E+01


% run    par  time               x                   y
 81      1    0.28851E+00    0.1776335355E+01   -0.2374108375E+01


% run    par  time               x                   y
 82      1    0.29207E+00    0.1542513198E+01   -0.2355464233E+01


% run    par  time               x                   y
 83      1    0.29563E+00    0.1401893366E+01   -0.2592010566E+01


% run    par  time               x                   y
 84      1    0.29919E+00    0.1567098246E+01   -0.2448637952E+01


% run    par  time               x                   y
 85      1    0.30276E+00    0.1700768246E+01   -0.2156595884E+01


% run    par  time               x                   y
 86      1    0.30632E+00    0.1891480328E+01   -0.1816639012E+01


% run    par  time               x                   y
 87      1    0.30988E+00    0.2302069387E+01   -0.1735906366E+01


% run    par  time               x                   y
 88      1    0.31344E+00    0.2509945134E+01   -0.1725418219E+01


% run    par  time               x                   y
 89      1    0.31700E+00    0.2719247019E+01   -0.1349888644E+01


% run    par  time               x                   y
 90      1    0.32056E+00    0.2665152583E+01   -0.1418274563E+01


% run    par  time               x                   y
 91      1    0.32413E+00    0.2711122759E+01   -0.1678376315E+01


% run    par  time               x                   y
 92      1    0.32769E+00    0.2784098867E+01   -0.1958954290E+01


% run    par  time               x                   y
 93      1    0.33125E+00    0.3181573472E+01   -0.1933051364E+01


% run    par  time               x                   y
 94      1    0.33481E+00    0.3299937861E+01   -0.2071772559E+01


% run    par  time               x                   y
 95      1    0.33837E+00    0.3563460557E+01   -0.2140014689E+01


% run    par  time               x                   y
 96      1    0.34194E+00    0.3808807891E+01   -0.2093807137E+01


% run    par  time               x                   y
 97      1    0.34550E+00    0.3665756348E+01   -0.1745271663E+01


% run    par  time               x                   y
 98      1    0.34906E+00    0.3267003018E+01   -0.1545166444E+01


% run    par  time               x                   y
 99      1    0.35262E+00    0.3339890655E+01   -0.1244186017E+01


% run    par  time               x                   y
100      1    0.35618E+00    0.3091923713E+01   -0.1307970528E+01


