% run    par  time               x                   y
  1      1    0.35618E-02    0.1471596124E+01   -0.3565711846E+00


% run    par  time               x                   y
  2      1    0.71237E-02    0.1709566121E+01   -0.5251684868E+00


% run    par  time               x                   y
  3      1    0.10685E-01    0.1709946052E+01   -0.6903003219E+00


% run    par  time               x                   y
  4      1    0.14247E-01    0.2148972657E+01   -0.7583493847E+00


% run    par  time               x                   y
  5      1    0.17809E-01    0.2016103064E+01   -0.1152056338E+01


% run    par  time               x                   y
  6      1    0.21371E-01    0.2143166617E+01   -0.1243667734E+01


% run    par  time               x                   y
  7      1    0.24933E-01    0.2089839262E+01   -0.1398253087E+01


% run    par  time               x                   y
  8      1    0.28495E-01    0.1899347089E+01   -0.1462653381E+01


% run    par  time               x                   y
  9      1    0.32056E-01    0.1701974699E+01   -0.1698606942E+01


% run    par  time               x                   y
 10      1    0.35618E-01    0.1899411399E+01   -0.1803141579E+01


% run    par  time               x                   y
 11      1    0.39180E-01    0.1892036472E+01   -0.1550411379E+01


% run    par  time               x                   y
 12      1    0.42742E-01    0.1659802176E+01   -0.1333219466E+01


% run    par  time               x                   y
 13      1    0.46304E-01    0.1468642558E+01   -0.1303018772E+01


% run    par  time               x                   y
 14      1    0.49866E-01    0.1570691508E+01   -0.1222430213E+01


% run    par  time               x                   y
 15      1    0.53427E-01    0.1386221831E+01   -0.1100271804E+01


% run    par  time               x                   y
 16      1    0.56989E-01    0.1376263178E+01   -0.8510520500E+00


% run    par  time               x                   y
 17      1    0.60551E-01    0.1157709507E+01   -0.5287447316E+00


% run    par  time               x                   y
 18      1    0.64113E-01    0.8825833126E+00   -0.6341587440E+00


% run    par  time               x                   y
 19      1    0.67675E-01    0.6997297032E+00   -0.9314346076E+00


% run    par  time               x                   y
 20      1    0.71237E-01    0.8990225984E+00   -0.7746734902E+00


% run    par  time               x                   y
 21      1    0.74798E-01    0.9574660958E+00   -0.7317781825E+00


% run    par  time               x                   y
 22      1    0.78360E-01    0.8165004957E+00   -0.4374997851E+00


% run    par  time               x                   y
 23      1    0.81922E-01    0.5028594242E+00   -0.7567897094E+00


% run    par  time               x                   y
 24      1    0.85484E-01    0.3695623610E+00   -0.1101713034E+01


% run    par  time               x                   y
 25      1    0.89046E-01    0.5402923086E+00   -0.1349139902E+01


% run    par  time               x                   y
 26      1    0.92608E-01    0.6678381578E+00   -0.1520322446E+01


% run    par  time               x                   y
 27      1    0.96169E-01    0.6712715670E+00   -0.1797724974E+01


% run    par  time               x                   y
 28      1    0.99731E-01    0.9190387193E+00   -0.2022381435E+01


% run    par  time               x                   y
 29      1    0.10329E+00    0.1074221854E+01   -0.2226788451E+01


% run    par  time               x                   y
 30      1    0.10685E+00    0.1419054837E+01   -0.2452433253E+01


% run    par  time               x                   y
 31      1    0.11042E+00    0.1353441707E+01   -0.2127520141E+01


% run    par  time               x                   y
 32      1    0.11398E+00    0.1253661261E+01   -0.1841914553E+01


% run    par  time               x                   y
 33      1    0.11754E+00    0.1427140704E+01   -0.2023406598E+01


% run    par  time               x                   y
 34      1    0.12110E+00    0.1170305795E+01   -0.2469815192E+01


% run    par  time               x                   y
 35      1    0.12466E+00    0.1073619102E+01   -0.2778584931E+01


% run    par  time               x                   y
 36      1    0.12823E+00    0.8628943896E+00   -0.2979124946E+01


% run    par  time               x                   y
 37      1    0.13179E+00    0.7722495369E+00   -0.3402815609E+01


% run    par  time               x                   y
 38      1    0.13535E+00    0.9970156875E+00   -0.3519299191E+01


% run    par  time               x                   y
 39      1    0.13891E+00    0.7635777689E+00   -0.3598022124E+01


% run    par  time               x                   y
 40      1    0.14247E+00    0.8927517302E+00   -0.3420208173E+01


% run    par  time               x                   y
 41      1    0.14603E+00    0.8163175183E+00   -0.3145180959E+01


% run    par  time               x                   y
 42      1    0.14960E+00    0.1161494323E+01   -0.3223394430E+01


% run    par  time               x                   y
 43      1    0.15316E+00    0.1404920320E+01   -0.3127668974E+01


% run    par  time               x                   y
 44      1    0.15672E+00    0.1816054484E+01   -0.3105169967E+01


% run    par  time               x                   y
 45      1    0.16028E+00    0.1908752685E+01   -0.2814759532E+01


% run    par  time               x                   y
 46      1    0.16384E+00    0.2263103874E+01   -0.2817972712E+01


% run    par  time               x                   y
 47      1    0.16741E+00    0.2356499886E+01   -0.3190351850E+01


% run    par  time               x                   y
 48      1    0.17097E+00    0.2401145855E+01   -0.3598558675E+01


% run    par  time               x                   y
 49      1    0.17453E+00    0.2710656551E+01   -0.3617174946E+01


% run    par  time               x                   y
 50      1    0.17809E+00    0.2861137063E+01   -0.3216589095E+01


% run    par  time               x                   y
 51      1    0.18165E+00    0.3075984415E+01   -0.3202085856E+01


% run    par  time               x                   y
 52      1    0.18522E+00    0.2968979849E+01   -0.3014255121E+01


% run    par  time               x                   y
 53      1    0.18878E+00    0.2919158521E+01   -0.3322643496E+01


% run    par  time               x                   y
 54      1    0.19234E+00    0.2653822928E+01   -0.3250646888E+01


% run    par  time               x                   y
 55      1    0.19590E+00    0.2589844218E+01   -0.2876042618E+01


% run    par  time               x                   y
 56      1    0.19946E+00    0.2269991434E+01   -0.2842601956E+01


% run    par  time               x                   y
 57      1    0.20302E+00    0.2499564185E+01   -0.2904979845E+01


% run    par  time               x                   y
 58      1    0.20659E+00    0.2524981488E+01   -0.3114272414E+01


% run    par  time               x                   y
 59      1    0.21015E+00    0.2503739955E+01   -0.3215177451E+01


% run    par  time               x                   y
 60      1    0.21371E+00    0.2298420058E+01   -0.3050463539E+01


% run    par  time               x                   y
 61      1    0.21727E+00    0.2144353003E+01   -0.2846352569E+01


% run    par  time               x                   y
 62      1    0.22083E+00    0.1846387686E+01   -0.2775473307E+01


% run    par  time               x                   y
