  3    100    0.35618E+00    0.3952847075E-01    0.0000000000E+00
  3    100    0.35618E+00    0.7905694150E-01    0.0000000000E+00
  3    100    0.35618E+00    0.1185854123E+00    0.0000000000E+00
  3    100    0.35618E+00    0.1581138830E+00    0.0000000000E+00
  3    100    0.35618E+00    0.1976423538E+00    0.0000000000E+00
  3    100    0.35618E+00    0.2371708245E+00    0.0000000000E+00
  3    100    0.35618E+00    0.2766992953E+00    0.1044709370E+00
  3    100    0.35618E+00    0.3162277660E+00    0.2716244362E+00
  3    100    0.35618E+00    0.3557562368E+00    0.1597790801E+00
  3    100    0.35618E+00    0.3952847075E+00    0.5718409183E+00
  3    100    0.35618E+00    0.4348131783E+00    0.9700872722E+00
  3    100    0.35618E+00    0.4743416490E+00    0.1299073391E+01
  3    100    0.35618E+00    0.5138701198E+00    0.1466771956E+01
  3    100    0.35618E+00    0.5533985905E+00    0.1609626289E+01
  3    100    0.35618E+00    0.5929270613E+00    0.2809907961E+01
  3    100    0.35618E+00    0.6324555320E+00    0.2278140433E+01
  3    100    0.35618E+00    0.6719840028E+00    0.2633933927E+01
  3    100    0.35618E+00    0.7115124735E+00    0.3453510689E+01
  3    100    0.35618E+00    0.7510409443E+00    0.4074366543E+01
  3    100    0.35618E+00    0.7905694150E+00    0.4492250291E+01
  3    100    0.35618E+00    0.8300978858E+00    0.4736865168E+01
  3    100    0.35618E+00    0.8696263565E+00    0.5369320251E+01
  3    100    0.35618E+00    0.9091548273E+00    0.5221225274E+01
  3    100    0.35618E+00    0.9486832981E+00    0.4767875742E+01
  3    100    0.35618E+00    0.9882117688E+00    0.5155320932E+01
  3    100    0.35618E+00    0.1027740240E+01    0.4846632097E+01
  3    100    0.35618E+00    0.1067268710E+01    0.4433115799E+01
  3    100    0.35618E+00    0.1106797181E+01    0.4568229154E+01
  3    100    0.35618E+00    0.1146325652E+01    0.5408662019E+01
  3    100    0.35618E+00    0.1185854123E+01    0.5225317544E+01
  3    100    0.35618E+00    0.1225382593E+01    0.4875881273E+01
  3    100    0.35618E+00    0.1264911064E+01    0.4570188927E+01
  3    100    0.35618E+00    0.1304439535E+01    0.4763874727E+01
